DIRECTORIO;NRO_ENCUESTA;HOGAR_NUMERO;PERSONA_NUMERO;P6020;P5785;P5465;P5501;P6070;P6160;P6170;P260;P261;FEX_P
3076712;235;1;1;2;61;6;1;3;1;2;4;4;1025,70796401608
3076712;235;1;2;1;52;6;2;3;1;2;5;2;1025,70796401608
3076712;235;1;3;2;27;6;3;6;1;1;6;6;1025,70796401608
3076713;235;1;1;1;22;6;1;1;1;2;6;3;2013,92453376224
3076713;235;1;2;2;20;6;2;1;1;1;6;2;2013,92453376224
3076714;235;1;1;2;48;6;1;4;1;2;4;3;1384,91745832466
3076714;235;1;2;2;27;6;3;2;1;2;5;2;1384,91745832466
3076714;235;1;3;1;11; ; ; ; ; ; ; ;1384,91745832466
3076714;235;1;4;2;6; ; ; ; ; ; ; ;1384,91745832466
3076715;235;1;1;2;57;6;1;2;1;2;3;6;2201,29138737174
3076715;235;1;2;1;52;6;2;2;1;2;3;6;2201,29138737174
3076715;235;1;3;1;36;6;3;6;1;2;4;3;2201,29138737174
3076715;235;1;4;1;31;6;3;6;1;2;4;3;2201,29138737174
3076715;235;1;5;1;22;6;3;6;1;2;5;2;2201,29138737174
3076715;235;1;6;2;25;6;3;2;1;2;5;2;2201,29138737174
3076715;235;1;7;1;33;6;5;2;1;2;5;2;2201,29138737174
3076715;235;1;8;2;7; ; ; ; ; ; ; ;2201,29138737174
3076715;235;1;9;1;5; ; ; ; ; ; ; ;2201,29138737174
3076715;235;1;10;2;1; ; ; ; ; ; ; ;2201,29138737174
3076716;235;1;1;1;66;6;1;3;1;2;5;2;1288,05793013634
3076716;235;1;2;2;64;6;2;3;1;2;5;2;1288,05793013634
3076716;235;1;3;2;4; ; ; ; ; ; ; ;1288,05793013634
3076717;235;1;1;2;52;6;1;5;1;2;5;2;1439,57570210587
3076717;235;1;2;1;31;6;3;6;1;2;6;6;1439,57570210587
3076718;235;1;1;1;72;6;1;2;1;2;6;2;1308,36848450744
3076718;235;1;2;2;64;6;2;2;1;2;3;4;1308,36848450744
3076718;235;1;3;1;29;6;3;6;1;2;6;2;1308,36848450744
3076719;235;1;1;1;55;6;1;3;1;2;5;2;2115,7904596245
3076719;235;1;2;1;36;6;2;3;1;2;3;6;2115,7904596245
3076719;235;1;3;1;11; ; ; ; ; ; ; ;2115,7904596245
3076719;235;1;4;2;7; ; ; ; ; ; ; ;2115,7904596245
3076720;235;1;1;2;70;6;1;5;1;2;3;6;816,787203044092
3076720;235;1;2;2;43;6;3;6;1;2;5;2;816,787203044092
3076720;235;1;3;2;42;6;3;6;1;2;7;4;816,787203044092
3076720;235;1;4;1;40;6;3;6;1;2;6;3;816,787203044092
3076721;235;1;1;1;43;6;1;3;1;2;6;3;1889,08763956155
3076721;235;1;2;2;37;6;2;3;1;2;6;3;1889,08763956155
3076721;235;1;3;2;6; ; ; ; ; ; ; ;1889,08763956155
3076721;235;1;4;1;3; ; ; ; ; ; ; ;1889,08763956155
3076722;235;1;1;2;33;6;1;4;1;2;5;2;1466,38830295106
3076722;235;1;2;2;17;6;3;6;1;2;5;2;1466,38830295106
3076722;235;1;3;1;12;6;3;6;1;1;3;5;1466,38830295106
3076722;235;1;4;1;10; ; ; ; ; ; ; ;1466,38830295106
3076722;235;1;5;2;41;6;9;4;1;2;4;5;1466,38830295106
3076723;235;1;1;1;84;6;1;5;1;2;3;6;960,0694867638
3076723;235;1;2;2;55;6;3;6;1;2;4;2;960,0694867638
3076723;235;1;3;2;54;6;3;3;1;2;4;2;960,0694867638
3076723;235;1;4;1;12;6;4;6;1;1;4;2;960,0694867638
3076723;235;1;5;1;40;6;5;2;1;2;5;2;960,0694867638
3076723;235;1;6;2;50;6;5;2;1;2;5;2;960,0694867638
3076724;235;1;1;2;17;6;1;6;1;1;6;2;2013,92453376224
3076724;235;1;2;1;14;6;5;6;1;1;4;4;2013,92453376224
3076725;235;1;1;2;56;6;1;2;1;2;3;5;1181,26159609436
3076725;235;1;2;1;61;6;2;2;1;2;3;6;1181,26159609436
3076726;235;1;1;1;39;6;1;2;1;2;5;2;1833,12993913314
3076726;235;1;2;2;38;6;2;2;1;2;6;3;1833,12993913314
3076726;235;1;3;2;8; ; ; ; ; ; ; ;1833,12993913314
3076726;235;1;4;1;9; ; ; ; ; ; ; ;1833,12993913314
3076727;235;1;1;1;41;6;1;3;1;2;5;2;1620,68859671239
3076727;235;1;2;2;41;6;2;3;1;2;5;2;1620,68859671239
3076727;235;1;3;2;15;6;3;6;1;1;4;5;1620,68859671239
3076727;235;1;4;1;8; ; ; ; ; ; ; ;1620,68859671239
3076728;235;1;1;2;30;6;1;2;1;2;5;2;1526,01364273277
3076728;235;1;2;1;35;6;2;2;1;2;5;2;1526,01364273277
3076728;235;1;3;2;12;6;3;6;1;1;4;4;1526,01364273277
3076729;235;1;1;1;33;6;1;3;1;2;6;6;1740,84101092191
3076729;235;1;2;2;28;6;2;3;1;2;6;3;1740,84101092191
3076729;235;1;3;1;4; ; ; ; ; ; ; ;1740,84101092191
3076729;235;1;4;1;1; ; ; ; ; ; ; ;1740,84101092191
3076730;235;1;1;2;56;6;1;5;1;2;6;4;1219,7066679984
3076731;235;1;1;2;55;6;1;5;1;2;3;6;3029,91932068724
3076731;235;1;2;1;34;6;3;6;1;2;3;5;3029,91932068724
3076731;235;1;3;1;19;6;4;6;1;2;5;2;3029,91932068724
3076731;235;1;4;1;16;6;4;6;1;1;4;3;3029,91932068724
3076731;235;1;5;1;13;6;4;6;1;1;4;2;3029,91932068724
3076731;235;1;6;2;15;6;4;6;1;1;4;4;3029,91932068724
3076731;235;1;7;1;52;6;5;4;1;1;6;2;3029,91932068724
3076731;235;1;8;1;21;6;5;6;1;1;6;3;3029,91932068724
3076731;235;1;9;1;13;6;5;6;1;1;4;3;3029,91932068724
3076732;235;1;1;1;33;6;1;2;1;2;3;4;2104,54822357817
3076732;235;1;2;2;22;6;2;2;1;2;5;2;2104,54822357817
3076732;235;1;3;1;4; ; ; ; ; ; ; ;2104,54822357817
3076732;235;1;4;2;0; ; ; ; ; ; ; ;2104,54822357817
3076733;235;1;1;1;72;6;1;3;1;2;4;5;1435,47537292053
3076733;235;1;2;2;68;6;2;3;1;2;6;2;1435,47537292053
3076733;235;1;3;1;38;6;3;6;1;2;6;3;1435,47537292053
3076733;235;1;4;1;33;6;3;6;1;2;6;3;1435,47537292053
3076734;235;1;1;1;47;6;1;4;1;2;5;2;2542,71048082965
3076734;235;1;2;1;27;6;5;4;1;1;6;6;2542,71048082965
3076734;235;1;3;1;24;6;5;6;1;1;6;6;2542,71048082965
3076734;235;1;4;1;29;6;5;2;1;2;6;6;2542,71048082965
3076734;235;1;5;1;25;6;5;2;1;2;6;4;2542,71048082965
3076734;235;1;6;2;2; ; ; ; ; ; ; ;2542,71048082965
3076735;235;1;1;1;62;5;1;3;1;2;6;4;1308,36848450744
3076735;235;1;2;2;59;5;2;3;1;2;5;2;1308,36848450744
3076735;235;1;3;1;26;5;3;6;1;2;6;4;1308,36848450744
3076736;235;1;1;1;41;5;1;3;1;2;6;6;1612,45158335968
3076736;235;1;2;2;41;5;2;3;1;2;5;2;1612,45158335968
3076736;235;1;3;2;16;6;3;6;1;1;5;1;1612,45158335968
3076736;235;1;4;2;13;6;3;6;1;1;4;4;1612,45158335968
3076737;235;1;1;2;63;6;1;2;1;2;3;5;1394,80642513435
3076737;235;1;2;1;64;6;2;2;2;2;1; ;1394,80642513435
3076737;235;1;3;1;26;6;3;6;1;2;5;1;1394,80642513435
3076737;235;1;4;2;15;6;3;6;1;1;4;4;1394,80642513435
3076738;235;1;1;1;78;6;1;3;1;2;3;4;1267,69953672126
3076738;235;1;2;2;64;6;2;3;1;2;3;6;1267,69953672126
3076738;235;1;3;2;14;6;4;6;1;1;4;5;1267,69953672126
3076739;235;1;1;1;47;6;1;4;1;2;6;4;1959,30681763215
3076739;235;1;2;2;19;6;3;2;1;2;5;2;1959,30681763215
3076739;235;1;3;1;2; ; ; ; ; ; ; ;1959,30681763215
3076739;235;1;4;1;81;6;4;5;1;2;3;6;1959,30681763215
3076740;235;1;1;1;57;6;1;4;1;2;5;2;1595,12933418415
3076741;235;1;1;2;60;6;1;4;2;2;1; ;816,787203044092
3076741;235;1;2;2;80;6;5;5;2;2;1; ;816,787203044092
3076742;235;1;1;2;79;6;1;5;2;2;1; ;816,787203044092
3076742;235;1;2;1;59;6;3;4;1;2;3;4;816,787203044092
3076742;235;1;3;1;56;6;3;4;1;2;3;6;816,787203044092
3076742;235;1;4;2;13;6;4;6;1;1;4;3;816,787203044092
3076742;235;1;5;1;11; ; ; ; ; ; ; ;816,787203044092
3076742;235;1;6;2;54;6;3;4;1;2;5;2;816,787203044092
3076742;235;1;7;1;50;6;3;4;1;2;5;2;816,787203044092
3076742;235;1;8;2;48;6;3;3;1;2;5;2;816,787203044092
3076743;235;1;1;1;50;6;1;2;1;2;5;2;2132,0092221808
3076743;235;1;2;2;26;6;2;2;1;2;3;5;2132,0092221808
3076743;235;1;3;1;9; ; ; ; ; ; ; ;2132,0092221808
3076743;235;1;4;2;7; ; ; ; ; ; ; ;2132,0092221808
3076743;235;1;5;2;5; ; ; ; ; ; ; ;2132,0092221808
3076744;235;1;1;1;70;6;1;4;2;2;1; ;1595,12933418415
3076745;235;1;1;1;37;6;1;2;1;2;3;6;1326,97327283213
3076745;235;1;2;2;32;6;2;2;1;2;5;2;1326,97327283213
3076745;235;1;3;1;3; ; ; ; ; ; ; ;1326,97327283213
3076745;235;1;4;1;2; ; ; ; ; ; ; ;1326,97327283213
3076745;235;1;5;2;56;6;5;5;1;2;3;4;1326,97327283213
3076746;235;1;1;1;55;6;1;3;1;2;5;2;2075,39294492304
3076746;235;1;2;2;45;6;2;3;1;2;5;2;2075,39294492304
3076746;235;1;3;1;23;6;3;6;1;1;6;3;2075,39294492304
3076746;235;1;4;2;22;6;3;6;1;1;6;2;2075,39294492304
3076746;235;1;5;1;20;6;3;6;1;1;6;3;2075,39294492304
3076746;235;1;6;1;50;6;5;6;1;2;3;6;2075,39294492304
3076747;235;1;1;1;44;6;1;2;1;2;3;6;1487,56857082873
3076747;235;1;2;2;49;6;2;2;1;2;3;4;1487,56857082873
3076747;235;1;3;2;15;6;3;6;1;1;4;5;1487,56857082873
3076747;235;1;4;1;57;6;5;6;1;2;3;6;1487,56857082873
3076748;235;1;1;1;40;6;1;2;1;2;3;6;2593,83019448126
3076748;235;1;2;2;39;6;2;2;1;2;4;2;2593,83019448126
3076748;235;1;3;2;23;6;3;6;1;2;4;5;2593,83019448126
3076748;235;1;4;1;20;6;3;6;1;1;4;5;2593,83019448126
3076748;235;1;5;1;16;6;3;6;1;1;4;3;2593,83019448126
3076748;235;1;6;2;15;6;3;6;1;1;4;2;2593,83019448126
3076748;235;1;7;2;10; ; ; ; ; ; ; ;2593,83019448126
3076748;235;1;8;1;8; ; ; ; ; ; ; ;2593,83019448126
3076749;235;1;1;1;53;6;1;3;1;2;5;2;2097,66537260103
3076749;235;1;2;2;48;6;2;3;1;2;5;2;2097,66537260103
3076749;235;1;3;2;20;6;3;6;1;1;6;1;2097,66537260103
3076749;235;1;4;1;23;6;3;6;1;2;4;5;2097,66537260103
3076749;235;1;5;1;4; ; ; ; ; ; ; ;2097,66537260103
3076749;235;1;6;1;47;6;5;4;1;2;3;6;2097,66537260103
3076750;235;1;1;1;54;6;1;3;1;2;5;2;1025,70796401608
3076750;235;1;2;2;62;6;2;3;1;2;6;6;1025,70796401608
3076750;235;1;3;2;33;6;3;6;1;2;6;6;1025,70796401608
3076751;235;1;1;2;64;5;1;5;1;2;3;2;2031,52817296942
3076751;235;1;2;1;34;5;3;2;1;2;3;3;2031,52817296942
3076751;235;1;3;2;30;6;5;4;1;2;4;2;2031,52817296942
3076751;235;1;4;1;4; ; ; ; ; ; ; ;2031,52817296942
3076751;235;1;5;1;3; ; ; ; ; ; ; ;2031,52817296942
3076751;235;1;6;2;10; ; ; ; ; ; ; ;2031,52817296942
3076751;235;1;7;2;5; ; ; ; ; ; ; ;2031,52817296942
3076751;235;1;8;2;2; ; ; ; ; ; ; ;2031,52817296942
3076752;235;1;1;2;37;6;1;3;1;2;6;6;1828,16284313264
3076752;235;1;2;1;39;6;2;3;1;2;6;3;1828,16284313264
3076752;235;1;3;1;13;6;3;6;1;1;4;4;1828,16284313264
3076752;235;1;4;1;5; ; ; ; ; ; ; ;1828,16284313264
3076753;235;1;1;1;60;5;1;3;1;2;4;2;1360,46168241565
3076753;235;1;2;2;46;6;2;3;1;2;4;2;1360,46168241565
3076753;235;1;3;2;23;6;3;6;1;2;6;3;1360,46168241565
3076754;235;1;1;1;59;6;1;3;1;2;5;2;1080,02503780643
3076754;235;1;2;2;54;6;2;3;1;2;6;3;1080,02503780643
3076754;235;1;3;2;29;6;3;6;1;2;6;6;1080,02503780643
3076754;235;1;4;1;25;6;3;6;1;2;6;6;1080,02503780643
3076755;235;1;1;1;65;6;1;3;1;2;5;2;982,614096088962
3076755;235;1;2;2;63;6;2;3;1;2;3;4;982,614096088962
3076755;235;1;3;2;35;6;3;2;1;2;5;2;982,614096088962
3076755;235;1;4;1;35;6;5;2;1;2;5;2;982,614096088962
3076755;235;1;5;1;5; ; ; ; ; ; ; ;982,614096088962
3076755;235;1;6;2;32;6;3;2;1;2;5;2;982,614096088962
3076755;235;1;7;1;35;6;5;2;1;2;5;2;982,614096088962
3076755;235;1;8;1;6; ; ; ; ; ; ; ;982,614096088962
3076756;235;1;1;1;77;5;1;3;2;2;1; ;1585,02145820736
3076756;235;1;2;2;77;5;2;3;1;2;3;2;1585,02145820736
3076756;235;1;3;2;28;6;3;2;1;2;3;3;1585,02145820736
3076756;235;1;4;1;32;6;5;2;1;2;3;5;1585,02145820736
3076756;235;1;5;2;11; ; ; ; ; ; ; ;1585,02145820736
3076756;235;1;6;2;7; ; ; ; ; ; ; ;1585,02145820736
3076757;235;1;1;2;60;6;1;3;1;2;3;6;856,055674513622
3076757;235;1;2;1;61;6;2;3;1;2;5;2;856,055674513622
3076757;235;1;3;2;67;6;5;4;1;2;5;2;856,055674513622
3076757;235;1;4;1;81;6;9;5;1;2;3;6;856,055674513622
3076757;235;1;5;1;44;6;9;3;1;2;4;5;856,055674513622
3076758;235;1;1;1;65;6;1;2;1;2;6;6;1308,36848450744
3076758;235;1;2;2;58;6;2;2;1;2;4;4;1308,36848450744
3076758;235;1;3;1;25;6;9;6;1;2;6;4;1308,36848450744
3076759;235;1;1;2;67;6;1;4;2;2;1; ;1346,81355641148
3076759;235;1;2;1;47;6;3;4;1;2;3;5;1346,81355641148
3076760;235;1;1;1;69;6;1;6;1;2;6;5;1073,70083273895
3076760;235;1;2;2;94;6;5;5;1;2;3;6;1073,70083273895
3076760;235;1;3;2;46;6;5;4;1;2;4;2;1073,70083273895
3076760;235;1;4;1;25;6;5;6;1;1;6;2;1073,70083273895
3076760;235;1;5;2;16;6;5;6;1;1;5;1;1073,70083273895
3076761;235;1;1;1;76;6;1;2;1;2;5;2;1475,17378314151
3076761;235;1;2;2;60;6;2;2;1;2;3;6;1475,17378314151
3076761;235;1;3;1;22;6;3;6;1;2;5;2;1475,17378314151
3076762;235;1;1;1;59;6;1;5;1;2;5;2;1274,02374178875
3076762;235;1;2;2;34;6;3;4;1;2;6;3;1274,02374178875
3076763;235;1;1;2;34;6;1;4;1;2;6;3;1999,93523776721
3076763;235;1;2;1;16;6;3;6;1;1;5;1;1999,93523776721
3076763;235;1;3;1;11; ; ; ; ; ; ; ;1999,93523776721
3076763;235;1;4;2;9; ; ; ; ; ; ; ;1999,93523776721
3076764;235;1;1;1;67;6;1;3;1;2;4;4;1181,26159609436
3076764;235;1;2;2;57;6;2;3;1;2;3;6;1181,26159609436
3076765;235;1;1;1;32;6;1;3;1;2;6;3;1439,57570210587
3076765;235;1;2;2;38;6;2;3;1;2;6;6;1439,57570210587
3076766;235;1;1;1;57;5;1;2;1;2;6;3;1360,46168241565
3076766;235;1;2;2;45;5;2;2;1;2;6;3;1360,46168241565
3076766;235;1;3;2;18;5;3;6;1;1;6;2;1360,46168241565
3076767;235;1;1;2;67;6;1;2;1;2;3;6;2507,02352541484
3076767;235;1;2;1;48;6;2;2;1;2;3;6;2507,02352541484
3076767;235;1;3;2;34;6;3;4;1;2;3;6;2507,02352541484
3076767;235;1;4;2;10; ; ; ; ; ; ; ;2507,02352541484
3076767;235;1;5;1;3; ; ; ; ; ; ; ;2507,02352541484
3076767;235;1;6;2;33;6;3;2;1;2;4;4;2507,02352541484
3076767;235;1;7;1;24;6;5;2;1;2;6;5;2507,02352541484
3076767;235;1;8;1;4; ; ; ; ; ; ; ;2507,02352541484
3076767;235;1;9;1;1; ; ; ; ; ; ; ;2507,02352541484
3076767;235;1;10;2;23;6;3;2;1;2;5;2;2507,02352541484
3076767;235;1;11;1;25;6;5;2;1;2;5;2;2507,02352541484
3076767;235;1;12;1;1; ; ; ; ; ; ; ;2507,02352541484
3076767;235;1;13;2;10; ; ; ; ; ; ; ;2507,02352541484
3076767;235;1;14;1;8; ; ; ; ; ; ; ;2507,02352541484
3076768;235;1;1;2;56;6;1;2;1;2;3;3;2281,67223216256
3076768;235;1;2;1;17;6;3;6;1;2;5;2;2281,67223216256
3076768;235;1;3;2;15;6;3;6;1;1;4;4;2281,67223216256
3076768;235;1;4;1;4; ; ; ; ; ; ; ;2281,67223216256
3076768;235;1;5;1;21;6;3;2;1;2;5;2;2281,67223216256
3076768;235;1;6;2;19;6;5;2;1;2;5;2;2281,67223216256
3076768;235;1;7;1;4; ; ; ; ; ; ; ;2281,67223216256
3076769;235;1;1;2;25;6;1;4;1;2;4;4;2017,02371383007
3076769;235;1;2;2;7; ; ; ; ; ; ; ;2017,02371383007
3076769;235;1;3;2;5; ; ; ; ; ; ; ;2017,02371383007
3076769;235;1;4;2;3; ; ; ; ; ; ; ;2017,02371383007
3076770;235;1;1;2;23;6;1;4;1;2;5;2;1814,6873006947
3076770;235;1;2;1;6; ; ; ; ; ; ; ;1814,6873006947
3076771;235;1;1;1;66;6;1;3;1;2;5;2;1181,26159609436
3076771;235;1;2;2;66;6;2;3;1;2;5;2;1181,26159609436
3076772;235;1;1;2;65;6;1;4;1;2;6;6;1271,01557240372
3076772;235;1;2;2;31;6;3;2;1;2;6;6;1271,01557240372
3076772;235;1;3;1;31;6;5;2;1;2;5;2;1271,01557240372
3076772;235;1;4;1;6; ; ; ; ; ; ; ;1271,01557240372
3076772;235;1;5;1;2; ; ; ; ; ; ; ;1271,01557240372
3076773;235;1;1;2;93;6;1;5;1;2;5;2;1330,58909236189
3076774;235;1;1;1;40;6;1;3;1;2;6;8;1546,37203614784
3076774;235;1;2;2;38;6;2;3;1;2;5;2;1546,37203614784
3076774;235;1;3;2;0; ; ; ; ; ; ; ;1546,37203614784
3076775;235;1;1;2;69;6;1;3;1;2;5;3;1235,45601967271
3076775;235;1;2;1;42;6;3;3;1;2;6;4;1235,45601967271
3076775;235;1;3;2;39;6;3;2;1;2;6;4;1235,45601967271
3076775;235;1;4;1;40;6;5;2;1;2;6;6;1235,45601967271
3076775;235;1;5;2;10; ; ; ; ; ; ; ;1235,45601967271
3076775;235;1;6;1;5; ; ; ; ; ; ; ;1235,45601967271
3076775;235;1;7;2;80;6;5;5;1;2;5;2;1235,45601967271
3076776;235;1;1;1;56;6;1;5;1;2;7;3;1355,70546246017
3076776;235;1;2;1;16;6;3;6;1;1;5;2;1355,70546246017
3076776;235;1;3;1;78;6;5;3;1;2;3;6;1355,70546246017
3076776;235;1;4;2;74;6;5;3;1;2;5;2;1355,70546246017
3076776;235;1;5;1;52;6;5;4;1;2;6;6;1355,70546246017
3076776;235;1;6;2;25;6;6;6;1;2;3;6;1355,70546246017
3076777;235;1;1;1;61;6;1;2;1;2;7;6;2031,10703550878
3076777;235;1;2;2;46;6;2;2;1;2;6;6;2031,10703550878
3076777;235;1;3;1;21;6;3;6;1;1;6;5;2031,10703550878
3076777;235;1;4;1;21;6;3;6;1;1;6;5;2031,10703550878
3076778;235;1;1;2;70;6;1;3;1;2;5;2;1544,32918837219
3076778;235;1;2;1;70;6;2;3;1;2;6;6;1544,32918837219
3076778;235;1;3;1;33;6;3;6;1;2;6;6;1544,32918837219
3076778;235;1;4;2;36;6;3;2;1;2;6;6;1544,32918837219
3076778;235;1;5;1;37;6;5;2;1;2;6;6;1544,32918837219
3076778;235;1;6;1;4; ; ; ; ; ; ; ;1544,32918837219
3076778;235;1;7;1;2; ; ; ; ; ; ; ;1544,32918837219
3076781;235;1;1;1;57;3;1;2;1;1;5;2;1417,91458448575
3076781;235;1;2;2;61;5;2;2;1;2;5;2;1417,91458448575
3076782;235;1;1;2;35;6;1;4;1;2;6;2;1575,40774945252
3076783;235;1;1;1;41;5;1;3;1;2;6;2;1935,48882345972
3076783;235;1;2;2;40;6;2;3;1;2;6;2;1935,48882345972
3076783;235;1;3;2;14;5;3;6;1;1;4;5;1935,48882345972
3076783;235;1;4;2;13;6;3;6;1;1;4;3;1935,48882345972
3076784;235;1;1;2;56;6;1;4;1;2;3;6;1717,15050047519
3076784;235;1;2;1;32;5;3;6;1;2;6;6;1717,15050047519
3076784;235;1;3;2;26;6;3;2;1;1;6;7;1717,15050047519
3076784;235;1;4;1;26;5;9;2;1;1;6;2;1717,15050047519
3076784;235;1;5;1;4; ; ; ; ; ; ; ;1717,15050047519
3076784;235;1;6;1;25;1;3;6;1;2;5;2;1717,15050047519
3076785;235;1;1;1;30;6;1;6;2;2;1; ;2569,96391771476
3076785;235;2;1;2;19;5;1;2;1;1;6;2;2569,96391771476
3076785;235;2;2;1;23;6;2;2;1;2;5;2;2569,96391771476
3076786;235;1;1;2;49;5;1;2;1;2;4;4;3606,71238052081
3076786;235;1;2;1;46;6;2;2;1;2;3;5;3606,71238052081
3076786;235;1;3;2;23;6;3;6;1;2;5;2;3606,71238052081
3076786;235;1;4;1;16;6;3;6;1;1;5;1;3606,71238052081
3076786;235;1;5;2;10; ; ; ; ; ; ; ;3606,71238052081
3076786;235;1;6;2;7; ; ; ; ; ; ; ;3606,71238052081
3076786;235;1;7;2;21;6;3;4;1;2;5;2;3606,71238052081
3076786;235;1;8;2;1; ; ; ; ; ; ; ;3606,71238052081
3076786;235;2;1;2;32;5;1;2;1;2;5;2;3606,71238052081
3076786;235;2;2;1;30;5;2;2;1;2;3;6;3606,71238052081
3076786;235;2;3;1;14;5;3;6;1;1;4;4;3606,71238052081
3076786;235;2;4;1;12;6;3;6;1;1;4;3;3606,71238052081
3076787;235;1;1;1;57;5;1;3;1;1;6;7;1152,40902768957
3076787;235;1;2;2;48;5;2;3;1;2;5;2;1152,40902768957
3076787;235;1;3;2;25;5;3;6;1;1;6;6;1152,40902768957
3076787;235;1;4;1;24;5;3;6;1;2;6;6;1152,40902768957
3076787;235;1;5;2;55;5;5;4;1;2;6;2;1152,40902768957
3076787;235;1;6;1;25;5;5;2;1;2;6;4;1152,40902768957
3076788;235;1;1;2;57;6;1;4;1;2;4;2;2399,29745893595
3076788;235;1;2;2;17;6;3;6;1;2;6;2;2399,29745893595
3076788;235;2;1;1;39;5;1;2;1;2;4;3;2399,29745893595
3076788;235;2;2;2;32;6;2;2;1;2;3;4;2399,29745893595
3076788;235;2;3;1;18;6;3;6;1;2;5;2;2399,29745893595
3076788;235;2;4;1;14;6;3;6;1;1;4;3;2399,29745893595
3076788;235;2;5;2;10; ; ; ; ; ; ; ;2399,29745893595
3076789;235;1;1;1;61;5;1;4;1;2;5;2;2267,49056475636
3076789;235;1;2;1;22;5;3;6;1;2;5;2;2267,49056475636
3076790;235;1;1;1;73;6;1;3;1;2;3;6;1032,47895860682
3076790;235;1;2;2;63;6;2;3;1;2;3;6;1032,47895860682
3076790;235;1;3;2;28;6;3;6;1;2;6;7;1032,47895860682
3076791;235;1;1;2;44;6;1;3;1;2;6;6;1831,73397603809
3076791;235;1;2;1;39;6;2;3;1;2;7;6;1831,73397603809
3076791;235;1;3;2;15;6;3;6;1;1;5;2;1831,73397603809
3076792;235;1;1;2;79;5;1;5;1;1;6;2;1431,42040077739
3076792;235;1;2;2;47;5;3;4;1;2;7;7;1431,42040077739
3076792;235;1;3;1;12;5;4;6;1;1;4;1;1431,42040077739
3076793;235;1;1;2;56;5;1;4;1;2;5;2;1551,02465809178
3076793;235;1;2;2;35;6;3;4;1;2;5;2;1551,02465809178
3076793;235;1;3;2;8; ; ; ; ; ; ; ;1551,02465809178
3076793;235;1;4;1;8; ; ; ; ; ; ; ;1551,02465809178
3076794;235;1;1;2;50;6;1;3;1;2;6;2;1679,16259687415
3076794;235;1;2;2;22;6;3;6;1;1;6;6;1679,16259687415
3076795;235;1;1;2;50;6;1;4;1;2;6;6;1575,40774945252
3076796;235;1;1;2;40;6;1;4;1;2;5;2;2037,91911264939
3076796;235;1;2;2;12;6;3;6;1;1;4;4;2037,91911264939
3076796;235;1;3;2;6; ; ; ; ; ; ; ;2037,91911264939
3076797;235;1;1;2;40;6;1;4;1;2;5;2;2037,91911264939
3076797;235;1;2;2;12;6;3;6;1;1;4;4;2037,91911264939
3076797;235;1;3;2;6; ; ; ; ; ; ; ;2037,91911264939
3076798;235;1;1;2;39;6;1;2;1;2;5;2;1882,11029651649
3076798;235;1;2;1;38;6;2;2;1;2;5;2;1882,11029651649
3076798;235;1;3;2;11; ; ; ; ; ; ; ;1882,11029651649
3076798;235;1;4;1;3; ; ; ; ; ; ; ;1882,11029651649
3076798;235;1;5;2;50;6;5;6;1;2;6;5;1882,11029651649
3076799;235;1;1;2;38;6;1;2;1;2;6;6;2267,54592239542
3076799;235;1;2;1;36;6;2;2;1;2;6;4;2267,54592239542
3076799;235;1;3;2;10; ; ; ; ; ; ; ;2267,54592239542
3076799;235;1;4;1;2; ; ; ; ; ; ; ;2267,54592239542
3076800;235;1;1;2;23;3;1;2;1;1;6;2;2217,16960191701
3076800;235;1;2;1;26;6;2;2;1;1;6;4;2217,16960191701
3076801;235;1;1;2;39;6;1;3;1;1;6;3;2375,2257797548
3076801;235;1;2;1;45;6;2;3;1;2;6;4;2375,2257797548
3076801;235;1;3;1;18;6;3;6;1;2;5;2;2375,2257797548
3076801;235;1;4;1;11; ; ; ; ; ; ; ;2375,2257797548
3076801;235;1;5;1;4; ; ; ; ; ; ; ;2375,2257797548
3076802;235;1;1;2;61;6;1;4;1;2;4;2;1567,81655828021
3076802;235;1;2;2;24;6;4;6;2;2;1; ;1567,81655828021
3076804;235;1;1;1;46;6;1;3;1;2;3;5;2371,30076981705
3076804;235;1;2;2;39;6;2;3;1;2;3;6;2371,30076981705
3076804;235;1;3;2;14;6;3;6;1;2;4;4;2371,30076981705
3076804;235;1;4;2;6; ; ; ; ; ; ; ;2371,30076981705
3076804;235;1;5;1;1; ; ; ; ; ; ; ;2371,30076981705
3076805;235;1;1;2;25;6;1;3;1;2;6;8;1727,97912861646
3076805;235;1;2;1;31;6;2;3;1;2;6;4;1727,97912861646
3076806;235;1;1;1;25;6;1;6;1;1;6;3;2294,2250324991
3076806;235;1;2;1;1; ; ; ; ; ; ; ;2294,2250324991
3076807;235;1;1;2;43;5;1;4;1;2;4;3;2494,46827586876
3076807;235;1;2;1;18;6;3;6;1;1;6;1;2494,46827586876
3076807;235;1;3;2;17;5;3;6;1;2;4;3;2494,46827586876
3076807;235;1;4;2;21;5;3;4;1;2;5;2;2494,46827586876
3076807;235;1;5;2;5; ; ; ; ; ; ; ;2494,46827586876
3076808;235;1;1;2;28;5;1;2;1;2;5;2;2208,96526924657
3076808;235;1;2;1;32;5;2;2;1;2;5;2;2208,96526924657
3076808;235;1;3;1;15;5;3;6;1;1;5;1;2208,96526924657
3076808;235;1;4;2;3; ; ; ; ; ; ; ;2208,96526924657
