DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5477	P5477S1	P5478	P5478S1	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
367036440	235	1	6	1	3	1	1	3	5	2		2		2		1	5	2	2	2	1	2	2	1	1	2	2		2		2		2		1	2	1	1	1	3	2		1	2	145.529685920582
367009680	235	1	3	6	3	1	1	3	2	1	5	1	3	2		2		2	2	1	1	2	2	2	1	2	1	2	2		2		2		1	2	1	1	1	3	2		1	1	801.952837324352
367007760	235	1	6	5	3	1	1	4	0	2		2		1	3	2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		2		1	1	1	2	1	2	1	3	742.101416604026
367007760	235	1	7	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		2		1	1	1	2	2		2		742.101416604026
366995400	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	1	2	2	1	2	2	2		1	1	1	4	2		2		1	1	2		2		2		1481.32743119623
366995400	235	1	4	6	3	1	1	2	3	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1481.32743119623
367004280	235	1	5	6	4	1	1	2	0	2		2		2		2		2	2	1	1	1	2	2	1	1	1	1	2		2		2		1	1	1	1	1	1	1	2	1	2	731.178003530743
367031040	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		1	3	2		1	3	1	2	1	3	1	2	2		188.865661235933
367031040	235	1	4	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		188.865661235933
367001400	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	2	2		2		1	3	1	1	1	2	1	1	1	2	1814.45512119314
366978600	235	1	3	6	3	1	1	3	2	2		1	5	2		1	5	2	2	2	1	2	2	2	2	2	2		1	3	1	4	2		2		1	1	1	1	2		2		1519.40600805046
367226520	235	1	3	6	3	1	1	3	5	1	5	2		2		2		2	2	2	2	1	2	2	2	2	1	2	1	4	2		1	2	1	2	1	1	2		2		1	2	1384.61672043772
367226520	235	1	4	6	3	1	1	3	1	1	5	2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		1	2	1	2	1	1	2		2		1	3	1384.61672043772
367315560	235	1	3	6	3	1	1	3	3	2		2		2		1	5	2	2	2	2	2	2	1	2	1	2		2		2		2		1	3	1	1	2		1	2	2		984.039670435533
367315560	235	1	4	6	3	1	1	3	1	2		2		2		1	5	2	2	2	2	2	2	1	2	1	2		2		2		2		2		1	1	2		1	2	2		984.039670435533
367283040	235	1	3	5	3	1	1	3	3	1	3	2		1	3	1	3	2	2	2	1	1	2	2	2	1	1	2	1	3	2		2		1	2	1	1	1	3	1	1	2		1693.22441380379
367026480	235	1	3	7	3	1	1	3	2	2		1	5	2		1	5	2	2	2	2	1	2	2	2	2	1	2	2		2		2		1	1	1	1	1	2	2		2		304.168914534422
367026480	235	1	4	6	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	3	2		1	2	2		2		304.168914534422
367039560	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		186.637559715505
367006800	235	1	5	7	3	2	1	1	1	1	2	2		2		1	5	2	2	1	1	2	2	2	1	2	2		2		2		2		1	2	1	1	2		2		1	1	1016.64807482172
366983880	235	1	4	6	3	1	1	3	1	2		2		2		1	5	2	2	2	1	2	2	2	1	2	2		2		2		2		2		1	1	1	2	2		2		1539.43767812869
366986160	235	1	3	6	3	1	1	3	1	2		2		2		1	4	2	2	2	2	2	2	2	2	2	1	3	2		2		1	3	2		1	1	2		2		1	2	1590.4257977028
366989400	235	1	3	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	2		2		1	2	1	1	1	1	1	1	2		1	1	1294.77233740631
367014480	235	1	3	5	3	2	1	3	0	2		2		2		2		2	2	1	2	2	2	1	2	2	2		2		2		2		1	2	1	1	1	2	2		2		851.146703502814
366994800	235	1	4	6	4	1	1	3	5	2		2		2		2		2	2	2	2	2	2	1	1	2	2		2		2		2		1	3	1	1	1	2	1	1	1	2	625.766572083783
367022040	235	1	4	6	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	1	2	2	1	6	2		2		2		1	3	1	1	2		1	1	1	2	120.907135213321
367022040	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	1	2	2	1	2	2	2		2		2		2		1	3	1	1	1	1	2		2		120.907135213321
367028280	235	1	2	7	3	1	1	3	4	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	2		2		2		1	2	1	3	1	2	2		1	2	175.787555785255
367000440	235	1	3	6	3	1	1	3	2	1	4	2		2		1	4	2	2	2	2	1	1	2	1	1	1	2	2		2		2		1	2	1	1	1	1	2		1	2	1364.18889736458
366987600	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	5	1	4	2		2		2		1	2	1	2	2		2		435.493506493506
367039680	235	1	4	1	4	1	1	2	3	2		2		2		1	5	2	2	2	1	2	2	1	1	2	2		2		2		2		1	2	1	1	2		2		2		153.473936575732
366983640	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		1463.89454210398
366960120	235	1	8	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1621.14265773538
366778680	235	1	3	7	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	2	1	1	1	3	2		2		1784.89839432229
366800880	235	1	4	6	4	1	1	3	4	1	5	2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		1	1	1	5	2		1	1	1	3	2		1	3	1821.97631897285
366800880	235	1	5	7	4	2	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	3	1	1	2		1	1	2		1821.97631897285
366899520	235	1	3	6	3	1	1	3	1	1	5	2		2		2		2	2	2	2	1	2	2	1	2	2		1	3	2		2		1	3	1	2	1	3	2		1	2	3367.20615449659
366887880	235	1	4	6	3	1	1	3	4	1	1	2		1	4	1	5	2	2	2	1	1	1	1	1	1	1	3	1	5	1	3	1	2	1	2	1	1	1	2	1	2	1	2	2788.8467994994
366872160	235	1	4	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		2		1	1	2		2		2		1066.66434524427
366885240	235	1	5	7	4	1	1	3	4	2		1	3	1	5	1	5	2	2	2	1	2	2	1	2	1	1	2	2		2		1	5	1	3	1	1	2		2		1	1	1086.41774819924
366885240	235	1	6	7	4	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1086.41774819924
366910560	235	1	4	1	9	2	2	3	2	2		2		2		2		2	2	1	2	2	2	2	2	2	2		2		2		2		2		1	1	2		1	1	2		1890.66461111887
366794880	235	1	3	7	3	1	1	3	3	2		1	1	2		2		2	2	2	1	1	2	1	2	1	1	2	2		2		2		1	2	1	1	1	2	2		1	2	1693.22441380379
366848880	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2		2		1	4	2		1	1	2		2		2		2156.18721619355
366778920	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	1	2		2		2		2		2		1	1	2		2		2		2015.4421566587
366778920	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	2	1	2		2		2		2		2		1	1	2		2		2		2015.4421566587
366844680	235	1	3	6	3	1	1	3	2	1	5	2		2		2		2	2	2	2	1	2	2	2	1	1	2	1	2	1	3	1	3	1	2	1	1	1	2	1	1	2		2351.02427848594
366807720	235	1	3	99	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	1	1	2		2		2		1	4	2		1	1	1	3	1	1	1	1	1378.18356164458
366807720	235	1	4	7	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	1	2		2		2		1	4	2		1	1	1	3	2		1	1	1378.18356164458
366782160	235	1	2	6	3	1	1	3	2	2		2		1	5	2		2	2	1	1	1	2	2	2	1	1	1	2		2		2		1	2	1	1	2		2		2		1536.25704617103
366871560	235	1	4	6	3	1	1	3	4	1	1	2		2		2		2	2	2	2	2	2	1	1	1	1	2	2		2		2		1	2	1	1	1	2	2		1	2	787.274404181253
366871560	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	1	2	1	2	2		2		2		1	3	1	1	1	2	2		1	2	787.274404181253
366903960	235	1	5	7	3	1	1	2	3	2		1	3	2		2		2	2	2	1	1	2	2	1	1	1	2	2		2		2		1	2	1	1	2		1	2	1	2	1543.4824082045
366940560	235	1	3	5	3	1	1	3	5	2		2		2		2		1	2	2	2	2	2	1	2	2	1	3	1	4	2		2		1	2	1	1	1	2	2		2		1331.7549837116
366932880	235	1	3	5	4	2	1	2	3	2		2		2		2		2	2	2	1	2	2	1	2	1	2		2		2		2		1	3	1	1	2		1	2	2		2864.31396968454
366805200	235	1	3	7	3	1	1	3	2	1	4	1	4	2		1	4	2	2	2	1	1	2	1	2	1	1	5	1	4	2		1	4	1	3	1	1	1	3	1	2	2		1481.00170530088
366816600	235	1	2	6	4	1	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1521.34664191156
366931440	235	1	2	6	3	1	1	3	4	1	4	2		1	5	1	5	2	2	2	2	2	2	2	2	1	1	1	1	2	1	3	1	4	1	2	1	1	1	1	1	1	1	1	2231.77029840619
366952800	235	1	3	7	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	1	2	1	3	2		2		2		2		1	1	2		2		1	2	188.865661235933
366952800	235	1	4	7	3	1	1	3	1	2		2		2		2		2	2	2	1	1	2	2	1	2	1	3	2		2		2		2		1	1	2		2		1	2	188.865661235933
366864960	235	1	6	6	3	1	1	4	0	1	5	2		2		2		2	2	2	1	2	2	2	2	2	1	2	2		2		2		1	3	1	1	1	1	2		1	3	1541.91426183604
366864960	235	1	7	6	3	1	1	3	3	2		2		2		2		2	2	2	1	2	2	2	2	2	1	1	2		2		2		1	3	1	1	2		2		2		1541.91426183604
366895560	235	1	2	6	3	1	1	3	3	2		2		1	4	2		2	2	2	2	1	2	2	2	2	1	2	2		2		1	3	2		2		1	2	1	1	2		1257.2335932893
366895560	235	1	3	6	3	2	2	2	0	2		2		2		2		2	2	2	1	1	2	2	2	2	2		2		2		1	3	2		2		2		1	2	2		1257.2335932893
366967200	235	1	2	7	3	1	1	3	2	2		2		2		1	5	2	2	2	2	1	2	2	2	1	2		2		2		1	3	2		1	1	2		2		1	1	903.447296458072
366967200	235	1	3	7	3	1	1	3	1	1	5	2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		1	4	2		1	1	1	1	2		1	1	903.447296458072
366871320	235	1	2	6	3	1	1	3	2	2		2		2		2		1	2	2	2	2	2	2	1	2	1	4	1	3	1	2	1	1	1	2	1	1	1	2	1	1	1	2	961.086906601988
366956520	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	2	2		2		1	2	1	1	1	2	1	2	2		168.998853298439
366956520	235	1	4	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		1	1	2		168.998853298439
366956520	235	2	4	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	1	1	1	1	2		168.998853298439
366973080	235	1	3	7	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1034.02841406621
366853800	235	1	4	7	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	1	3	2		1	3	1	3	1	1	1	3	1	2	1	2	2669.71734541801
366784440	235	1	4	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	5	2		2		2		2		1	1	2		2		1	2	1947.86668740101
366784440	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		1	2	1947.86668740101
366851280	235	1	2	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	2	2		2		1	3	1	2	1	2	2		2		2002.67199546133
366851280	235	1	3	5	3	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	2	2		2		1	2	2002.67199546133
366941640	235	1	4	6	5	1	1	3	2	2		2		2		1	4	2	2	2	2	2	2	1	2	1	2		2		2		1	5	2		1	1	2		1	1	2		1187.20067022947
366941640	235	1	5	6	5	1	1	3	1	2		2		2		1	4	2	2	2	2	2	2	1	2	1	2		2		2		2		2		1	1	2		1	2	1	3	1187.20067022947
366834000	235	1	4	5	4	1	1	3	2	1	3	2		2		2		2	2	2	1	1	2	2	1	2	1	2	1	2	1	2	2		1	2	1	1	1	2	1	3	1	2	884.608296906579
366978120	235	1	6	1	3	1	1	4	0	2		2		2		2		2	2	1	2	2	2	1	2	2	1	3	2		1	1	2		1	3	1	1	1	2	1	2	1	2	1253.02805815449
367100160	235	1	3	7	3	1	1	3	5	2		2		2		2		2	2	2	1	2	2	2	2	2	1	1	2		1	3	1	2	1	2	1	1	2		2		2		2025.11813309877
367100040	235	1	3	5	3	1	1	3	2	1	1	2		2		1	2	2	2	2	2	2	2	2	2	2	1	3	1	3	1	3	1	2	1	2	1	1	1	2	1	1	1	2	1012.55906654938
367034520	235	1	5	6	3	1	1	3	3	1	3	2		2		2		2	2	2	1	2	2	2	2	2	1	3	1	3	1	4	2		1	1	1	1	2		1	2	1	3	229.292049972134
367034520	235	1	6	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	2	2	1	2	2		2		1	5	1	2	1	1	2		2		1	3	229.292049972134
367034520	235	1	7	6	3	2	1	2	3	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		1	3	229.292049972134
367034520	235	1	8	6	3	2	2	1	1	2		2		2		2		1	2	2	1	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		2		229.292049972134
367015080	235	1	3	7	3	1	1	3	1	2		2		2		2		2	2	1	1	2	2	2	1	1	1	2	2		1	2	2		2		1	1	1	3	2		1	2	801.952837324352
367013040	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2		2		2		2		1	1	1	1	2		2		801.952837324352
367019160	235	1	3	7	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		1	2	1	1	1	2	2		1	2	1017.72572992567
367035480	235	1	6	1	3	2	1	3	0	1	4	2		2		1	4	2	2	2	1	2	2	1	2	2	2		2		2		2		1	2	2		1	2	1	1	2		150.666176099827
367028520	235	1	4	6	3	1	1	2	0	2		2		2		1	5	2	2	2	1	2	2	2	2	2	2		2		2		2		1	2	1	1	2		1	1	1	2	195.483815564219
367014600	235	1	3	5	3	1	1	3	4	1	5	1	5	2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		1	3	1	1	1	3	1	1	1	1	879.928624321002
367012560	235	1	3	5	3	1	1	3	4	2		1	5	2		2		2	2	2	2	2	2	1	2	2	2		2		2		1	5	1	3	1	1	1	3	2		1	1	851.146703502814
367031280	235	1	5	7	4	1	1	3	2	1	3	2		2		2		2	2	2	1	2	2	1	1	2	1	3	2		2		2		1	1	2		2		1	2	1	2	183.083887452269
367031280	235	1	6	6	4	1	1	3	0	1	5	2		2		2		2	2	2	1	2	2	1	1	2	2		2		2		2		2		1	1	2		1	2	1	3	183.083887452269
367311360	235	1	3	5	4	1	1	3	2	1	3	1	3	1	3	1	3	2	1	2	2	1	2	2	2	1	1	1	2		2		1	1	1	3	1	1	1	1	2		2		1499.78115392884
367311360	235	1	4	6	4	2	1	3	1	1	3	1	3	1	3	1	3	2	2	2	1	1	2	2	2	1	1	1	2		2		1	1	1	1	1	1	1	1	2		2		1499.78115392884
367355400	235	1	5	6	3	1	1	3	2	1	3	2		1	4	1	5	2	2	2	1	1	1	1	1	1	1	2	2		2		1	3	1	2	1	1	1	3	2		1	2	881.756046332931
367340160	235	1	4	7	3	1	1	3	1	2		1	5	1	5	1	5	2	2	2	1	1	1	2	1	1	1	3	2		2		1	5	1	1	1	1	1	1	2		1	1	2351.02427848594
367397880	235	1	3	6	5	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	1	2	1	3	1	5	2		2		1	2	1	1	1	2	2		1	2	1203.82260444086
367396920	235	1	4	6	3	1	1	3	3	2		2		2		2		2	1	2	2	1	2	1	1	1	2		2		2		1	5	1	2	1	1	1	2	1	1	2		3434.89565281431
367396920	235	1	5	6	3	2	1	2	3	2		2		2		2		2	2	1	2	2	2	2	1	1	2		2		2		2		2		1	1	1	1	2		2		3434.89565281431
367397520	235	1	5	6	5	1	1	3	1	1	5	2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	2		2		1	2	708.913076095827
367263480	235	1	3	6	3	1	1	3	3	2		2		1	5	2		2	2	2	2	1	1	1	2	2	2		2		2		2		2		1	2	1	1	1	1	1	1	5889.45746532317
367259640	235	1	5	6	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	1	1	1	2	1	1	1	2	2		1	2	1	2	1	3	1	2	1	2	1033.58358144944
367259640	235	1	6	6	3	1	1	3	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	6	2		2		1	5	1	3	1	1	1	2	1	1	2		1033.58358144944
367262040	235	1	3	7	3	1	1	3	3	1	5	2		2		1	5	2	2	2	1	1	1	1	2	1	1	3	2		2		1	5	1	3	1	1	2		1	1	2		5522.03902304625
367268880	235	1	5	7	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	1	2		2		2		1	4	2		1	1	2		2		2		1883.71675937485
367266960	235	1	3	99	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	1	2		2		2		1	5	2		2		2		2		2		1372.51425491549
367253880	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	1	1	1	5	1	3	1	3	1	5	1	2	1	1	1	3	2		2		1334.61014058065
367253880	235	1	3	7	3	2	1	2	2	1	3	2		2		2		2	2	2	1	2	2	2	1	2	2		2		2		1	5	2		1	1	1	3	1	1	1	1	1334.61014058065
367253880	235	1	7	7	5	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	1	4	2		2		1	2	1	1	1	1	2		1	2	1334.61014058065
367253880	235	1	8	7	5	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	2		2		2		1	3	1	1	1	1	2		1	3	1334.61014058065
367265040	235	1	4	5	5	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2		1	4	2		1	4	1	1	1	2	1	1	2		1155.42730793487
367265040	235	1	5	7	5	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	1	2	2		2		1155.42730793487
367263120	235	1	3	6	3	1	1	3	1	1	5	1	5	1	5	1	5	2	1	1	1	1	2	1	1	1	1	3	1	2	1	2	1	5	1	2	1	1	1	2	1	1	1	2	5522.03902304625
367266720	235	1	7	6	4	1	1	3	1	2		2		2		2		2	2	2	1	1	2	2	2	2	2		2		1	3	2		1	2	1	1	1	3	2		1	3	1151.08588737332
367316640	235	1	3	6	3	2	2	2	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	1	2	2		2		1027.2453811944
367379040	235	1	5	5	3	2	1	1	1	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	1	2	2		1	3	1497.46840582117
367380240	235	1	3	6	3	1	1	3	2	1	5	2		2		2		1	2	1	2	2	2	2	1	2	2		2		2		2		1	4	1	1	2		2		1	2	1181.61988550849
367285440	235	1	5	7	4	2	1	2	2	2		2		2		2		2	2	2	2	1	2	2	1	1	1	2	2		2		2		1	3	1	2	2		2		1	2	1734.25205152454
367378800	235	1	6	7	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	2		1	4	2		1	2	1	1	1	3	1	3	1	3	1881.56511279164
367378800	235	1	7	7	3	2	1	2	3	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		2		1	3	1	1	2		1	1	1	3	1881.56511279164
367327920	235	1	4	5	4	1	1	3	0	1	3	1	3	1	3	1	3	2	1	2	1	1	2	2	2	2	2		2		2		1	3	1	2	1	1	2		1	1	1	1	995.478692259546
367369920	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		2		1	1	2		2		2		1617.66691686997
367369920	235	1	4	6	3	2	1	1	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1617.66691686997
367287000	235	1	3	7	4	1	1	3	4	2		1	3	1	5	2		2	2	2	2	1	2	2	2	2	1	2	2		2		2		1	2	1	1	1	2	1	3	1	3	1390.37658908224
367003320	235	1	3	7	3	1	1	3	1	1	3	1	5	2		1	4	2	2	2	2	2	2	1	2	2	1	3	1	4	1	4	1	3	1	3	1	1	1	3	2		1	2	1820.53781796189
367003320	235	1	4	6	3	2	1	2	0	1	4	1	4	1	4	2		2	2	2	1	2	2	1	2	2	2		2		2		1	4	1	4	1	1	1	3	1	2	1	2	1820.53781796189
367015440	235	1	5	6	3	1	1	3	3	1	5	1	5	2		2		2	2	1	1	2	2	2	2	2	1	2	2		2		2		1	3	1	1	2		1	2	2		890.891715071556
367015440	235	1	6	6	3	1	1	3	3	2		1	5	2		2		2	2	1	1	2	2	2	2	2	1	2	2		2		2		2		1	1	2		1	3	2		890.891715071556
367022520	235	1	5	6	5	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		1	3	2		2		1	1	2		2		2		213.394769188403
367037280	235	1	4	1	3	1	1	4	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		1	1	2		157.173592099859
366979080	235	1	3	6	4	1	1	3	2	1	5	1	5	2		2		2	2	2	1	2	2	2	1	2	2		2		2		2		2		1	1	1	2	1	3	2		757.544946220627
366979080	235	1	4	6	4	1	1	3	2	1	5	1	5	2		2		2	2	2	2	2	2	2	1	2	2		2		1	2	2		2		2		1	2	1	1	1	2	757.544946220627
367017720	235	1	4	7	3	1	1	3	2	2		1	1	2		2		2	2	2	2	1	2	2	2	2	1	2	2		2		2		1	2	1	1	1	2	1	2	2		1100.00521664398
367399200	235	1	4	6	5	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	2		2		1	5	1	1	1	1	1	1	1	2	2		1039.63621217024
367399800	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		1534.0344080035
367399800	235	1	5	6	5	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	3	2		2		2		2		1	1	2		2		2		1534.0344080035
367399440	235	5	3	5	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	1	1	5	2		2		1	4	2		1	1	1	3	2		1	2	1947.7834493482
367399440	235	5	4	5	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	2		2		2		2		1	1	1	2	2		1	2	1947.7834493482
367399440	235	4	6	5	5	1	1	3	5	1	4	2		2		2		2	2	2	2	1	2	2	2	2	1	5	2		1	2	1	5	2		1	1	1	3	2		1	2	1947.7834493482
367399440	235	1	7	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	2		2		2		2		1	1	2		2		1	3	1947.7834493482
367399440	235	1	10	6	4	1	1	3	1	2		2		2		2		2	2	1	2	2	2	2	2	1	1	2	2		2		2		2		1	1	2		2		1	2	1947.7834493482
367400160	235	1	5	7	4	1	1	3	4	1	4	2		2		1	5	1	2	2	1	1	1	2	1	1	1	3	1	3	1	3	2		1	3	1	1	1	3	1	1	1	2	979.765391679954
367400160	235	1	6	6	4	1	1	3	3	1	4	2		2		1	5	1	2	2	1	1	1	2	1	1	1	3	1	3	1	3	2		1	3	1	1	1	3	1	1	1	2	979.765391679954
367400160	235	1	10	5	4	1	1	3	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	1	3	2		2		1	3	1	1	2		2		1	2	979.765391679954
367401000	235	1	3	7	3	1	1	3	2	1	4	2		2		1	4	1	2	2	2	1	2	2	2	2	1	4	2		2		2		1	3	1	1	1	2	1	2	1	2	243.287312323981
367233000	235	1	4	1	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	2		2		2		1021.66631189236
367233000	235	1	5	1	4	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1021.66631189236
367233000	235	1	6	1	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1021.66631189236
367254720	235	1	5	6	9	1	1	3	4	2		2		2		2		1	2	2	2	1	2	2	2	2	1	2	2		1	2	1	4	1	2	1	1	2		1	2	2		1135.35309608923
367254720	235	1	6	6	9	1	1	3	1	1	3	2		2		2		2	2	2	1	1	2	2	1	2	1	3	2		2		1	4	1	3	1	1	2		1	3	1	2	1135.35309608923
367260480	235	1	3	7	3	1	1	3	4	1	2	1	2	2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	1	1	1	1	2		1036.22176842739
367259160	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	2		2		1	3	1	1	1	1	1	1	2		1	1	1148.81080162991
367265520	235	1	6	6	5	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	1	1	3	2		2		2		1	2	1	1	2		2		1	2	940.658587193719
367265520	235	1	7	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	1	1	2	2		1	2	2		1	2	1	1	2		1	2	1	2	940.658587193719
367257240	235	1	4	7	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	2	1	2		2		2		1	4	2		1	1	1	4	1	2	1	2	1081.84261500718
367332720	235	1	5	5	4	1	1	3	0	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	3	1	1	2		1	2	2		893.315414004133
367344840	235	1	5	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	2		2		2		1374.56002082162
367377480	235	1	4	6	3	1	1	3	5	1	1	1	5	2		1	5	1	2	1	2	2	1	1	1	2	1	6	1	4	1	4	2		1	1	1	1	1	1	1	1	1	1	1118.32777527446
367377480	235	1	5	6	3	1	1	3	2	2		2		2		1	5	1	2	1	2	2	2	2	1	2	1	5	1	4	2		2		1	1	1	1	1	1	2		1	2	1118.32777527446
367294320	235	1	3	6	3	1	1	3	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2		1	3	1	2	1	1	1	1	2		1	2	1481.00170530088
367365120	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	1	3	2		2		1	2	1	1	1	2	1	2	1	2	1076.73941510538
