DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5477	P5477S1	P5478	P5478S1	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
367571160	235	1	4	6	3	2	2	1	1	2		2		2		2		2	2	2	2	1	2	2	2	1	2		2		2		2		1	2	1	1	1	2	2		1	1	1295.49510025018
367566000	235	1	3	6	3	2	1	2	3	1	5	1	5	1	3	1	3	2	2	2	2	1	1	1	2	1	1	3	2		2		1	3	1	3	1	1	1	3	2		2		1693.22441380379
367578600	235	1	3	6	3	1	1	3	3	1	5	1	3	2		1	4	2	1	2	2	2	2	2	2	1	1	4	2		2		1	5	2		1	1	1	3	2		2		1481.00170530088
367560240	235	1	3	6	3	1	1	3	4	1	4	2		2		2		2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2		2		1	1	1	1	1	1	2		1536.25704617103
367581720	235	1	3	7	3	1	1	3	4	2		2		1	5	2		2	2	2	2	1	2	2	2	1	1	1	2		2		1	2	1	2	1	1	1	2	1	1	2		1693.22441380379
367568520	235	1	3	99	3	1	2	3	4	2		2		2		2		2	2	1	1	1	2	2	2	1	1	4	2		2		1	3	1	2	1	1	1	1	2		2		1378.18356164458
367568520	235	1	4	99	3	1	1	2	0	2		1	4	2		2		2	2	2	2	1	2	2	2	1	1	4	2		2		1	3	1	2	1	1	1	2	2		1	3	1378.18356164458
367574400	235	1	3	6	3	2	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		1	2	1	3	1727.83532285103
367571280	235	1	3	6	5	2	1	2	2	2		2		1	2	2		2	2	2	1	1	2	2	2	1	2		2		2		1	3	2		1	1	1	3	2		1	3	1390.37658908224
367579800	235	1	3	7	3	1	2	3	2	1	1	1	2	2		1	1	2	2	2	1	1	2	2	2	2	1	1	2		2		1	2	1	3	1	3	1	3	2		1	2	1769.75521039917
367575960	235	1	2	7	3	1	1	3	0	1	4	1	4	2		2		2	2	2	1	1	2	1	1	1	1	1	1	3	2		1	3	1	4	1	3	2		2		2		1646.03911128402
367587480	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	2		2		1	3	1	3	1	2	1	1	2		1	1	1863.02629256686
367586760	235	1	3	6	4	1	1	3	2	1	3	1	2	1	3	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	3	1	1	1	1	1306.18957739064
367567440	235	1	2	6	3	1	1	3	3	2		2		1	5	2		2	2	2	2	1	2	2	2	2	1	2	2		1	2	1	4	1	2	1	1	1	2	1	3	2		1759.18916495151
367567440	235	1	3	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		1	4	1	3	1	1	1	2	2		1	3	1759.18916495151
367497720	235	1	4	1	4	1	1	3	3	2		2		2		2		1	2	1	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1486.24246163808
367497720	235	1	5	1	4	2	1	2	0	2		2		2		2		1	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1486.24246163808
367501920	235	1	6	6	4	1	1	3	1	2		1	4	2		2		1	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		1	2	1059.39189263355
367500360	235	1	3	6	3	1	1	3	5	1	3	1	4	2		2		1	2	1	2	2	1	1	2	2	1	4	1	4	1	2	1	4	1	2	1	1	1	2	2		1	3	1201.56323592437
367500360	235	1	4	6	3	1	1	3	4	1	3	1	4	2		2		1	2	1	2	2	2	2	1	2	1	4	2		1	4	1	4	1	3	1	1	1	3	2		2		1201.56323592437
367498800	235	1	3	6	3	1	1	3	2	1	5	2		2		2		1	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		1	2	1250.52590612297
367499280	235	1	3	6	3	1	1	3	4	1	5	1	5	2		2		1	2	1	2	2	1	1	2	2	1	3	2		2		2		2		1	1	2		2		2		1287.62806501151
367499280	235	1	4	6	3	2	1	2	3	2		2		2		1	5	1	2	1	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1287.62806501151
367498680	235	1	2	6	3	1	1	3	4	1	5	2		2		1	5	1	2	1	2	2	1	1	1	2	1	2	2		2		2		2		1	1	1	2	2		2		1280.90718473941
367502520	235	1	3	6	4	2	1	2	3	1	2	2		2		2		2	2	2	2	2	1	2	2	2	2		2		2		2		2		1	1	2		2		2		1193.50466368369
367502520	235	1	5	6	4	1	1	3	5	1	5	1	5	2		1	5	1	2	1	1	2	1	1	1	1	1	1	2		2		1	3	2		1	1	1	1	2		2		1193.50466368369
367500240	235	1	3	6	5	1	1	3	1	2		2		2		2		1	2	2	2	2	2	2	2	2	1	2	1	3	1	2	2		2		1	1	2		2		1	2	970.423723321884
367498560	235	1	4	6	3	1	1	3	3	2		1	5	2		2		1	2	2	2	2	2	1	2	2	2		2		1	4	2		1	4	1	1	1	3	2		2		1366.71406727052
367502160	235	1	4	6	4	1	1	3	4	2		2		2		2		1	2	1	2	2	2	1	2	2	1	3	1	3	1	4	2		2		1	1	2		2		2		640.083992691878
367502160	235	1	5	6	4	1	1	3	3	2		2		2		2		1	2	1	2	2	2	1	2	2	1	3	1	3	1	4	2		2		1	1	2		2		2		640.083992691878
367501440	235	1	3	6	3	1	1	4	0	1	5	2		2		2		1	2	1	2	2	2	1	2	2	1	3	2		2		2		2		1	1	1	3	2		2		788.960615276603
367500840	235	1	4	6	4	1	1	3	2	2		1	4	2		2		1	2	1	2	2	2	2	1	2	2		1	4	1	2	2		2		1	1	2		2		2		1056.48855240902
367497600	235	1	5	6	4	1	1	3	1	2		2		2		2		1	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		837.08125543371
367497600	235	1	6	6	4	1	1	3	0	2		2		2		2		1	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		837.08125543371
367497600	235	1	7	6	4	1	1	3	0	2		2		2		2		1	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		837.08125543371
366657600	235	1	4	7	3	1	1	3	4	2		1	5	1	5	2		1	2	2	2	2	2	2	2	2	1	3	2		2		2		1	4	1	1	2		2		1	2	160.688959014956
366657600	235	1	5	7	3	1	1	3	1	2		1	5	2		2		1	2	2	2	2	2	1	2	1	1	4	2		1	4	2		2		1	1	2		2		2		160.688959014956
366630480	235	1	3	7	3	1	1	3	1	2		2		1	5	2		2	1	1	1	2	2	1	2	1	1	3	1	2	1	3	2		1	1	1	1	2		1	3	1	2	846.35642868407
366663960	235	1	4	6	5	1	1	3	3	1	3	2		2		1	4	2	2	2	1	2	2	1	2	2	1	2	1	3	1	3	2		2		1	1	1	4	2		2		110.87428284753
366630240	235	1	7	6	3	1	1	3	4	2		2		2		2		2	2	1	2	1	2	2	2	1	1	2	2		2		2		1	3	1	2	2		1	1	1	2	597.785740128638
366643920	235	1	2	1	5	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	3	1	1	1	2	2		2		1137.60629060134
366652320	235	1	2	7	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		1	2	1	1	1	1	1	2	1	2	1	1	961.622585857729
366619680	235	1	2	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	1	1	1	2	2		2		2		1	2	1	1	1	2	1	2	1	2	481.029997534612
366618600	235	1	3	7	3	2	2	1	1	2		2		2		2		2	2	2	2	1	2	2	2	1	2		2		2		1	4	1	4	1	1	2		1	1	2		1361.91830295575
366645960	235	1	6	1	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	3	1	2	2		1	3	1	1	2		2		2		1298.10595604787
366645960	235	1	7	1	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	2		2		2		1298.10595604787
366620400	235	1	3	7	3	1	1	4	0	2		2		2		1	4	2	2	2	2	1	2	1	1	1	1	4	2		2		1	2	1	3	1	1	1	3	2		1	3	2324.65400129155
366622800	235	1	4	6	3	2	2	1	1	2		2		2		1	5	2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		2		2035.59187270412
366628560	235	1	2	7	3	1	1	3	3	2		2		2		2		2	2	1	2	2	2	2	2	2	1	1	2		1	2	2		2		1	1	2		1	1	1	2	737.860154665595
366628560	235	1	3	7	3	1	1	3	1	2		2		2		2		2	2	1	2	2	2	2	2	2	1	1	2		2		2		2		1	1	2		1	1	2		737.860154665595
366615600	235	1	3	6	3	2	1	2	0	1	3	1	4	2		2		2	2	2	1	1	2	2	2	2	2		2		2		1	5	2		1	1	2		2		1	2	3244.32990657111
366666360	235	1	4	6	3	1	1	3	3	2		1	5	1	5	1	5	1	2	2	1	2	2	1	2	2	1	2	2		2		2		1	2	1	1	1	4	1	1	1	1	234.801817311472
366632400	235	1	3	7	3	1	1	4	0	2		1	5	2		2		2	2	1	2	2	2	1	1	2	1	1	1	1	1	2	2		1	3	1	1	2		1	3	1	3	724.843705473868
366632400	235	1	4	7	3	2	1	2	3	2		2		2		2		2	2	1	2	2	2	1	1	2	1	2	2		2		2		1	3	1	1	2		1	3	1	3	724.843705473868
366658560	235	1	4	7	4	1	1	4	0	2		1	2	2		2		1	2	2	2	2	2	1	1	2	1	3	1	3	1	4	2		1	1	1	1	1	1	2		1	1	192.0167721622
366662760	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		189.115431458687
366662760	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		189.115431458687
366647520	235	1	4	7	3	1	1	3	2	1	5	1	5	1	4	1	5	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1118.0842907121
366633480	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	1	2	2		1	2	1	3	2		1	2	1	1	1	2	1	1	2		741.470200475413
366625200	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		1	2	2		1	2	1	1	1	2	2		1	2	1551.15517104855
366637560	235	1	3	7	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	2	2	1	3	2		2		2		1	3	1	1	1	3	2		2		747.045193521232
366645600	235	1	6	8	3	1	1	4	1	2		2		2		2		2	2	1	2	2	2	2	2	2	1	4	2		2		1	3	1	2	1	1	1	2	1	2	1	2	1432.03206646228
366681840	235	1	3	6	3	1	1	3	5	1	5	1	5	1	1	2		2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2		2		1	2	1579.73515232094
366717720	235	1	3	5	3	1	1	3	0	2		2		2		1	4	2	2	2	2	1	2	2	1	2	1	3	2		1	2	2		1	3	1	1	1	1	1	2	1	2	833.533845389634
366714960	235	1	4	6	4	1	1	3	3	1	4	1	5	2		2		2	1	1	1	1	2	1	1	1	1	2	1	3	1	3	1	3	1	2	1	1	1	1	1	2	1	2	2337.86451914714
366714960	235	1	5	6	4	1	1	3	1	1	5	2		2		2		2	2	2	1	1	2	2	2	1	1	2	1	3	2		1	3	1	3	1	1	1	3	1	3	1	2	2337.86451914714
366694680	235	1	3	7	3	1	1	3	4	2		2		1	1	2		2	2	2	1	2	2	2	2	1	1	1	1	3	1	3	2		1	1	1	1	1	2	1	3	1	1	1940.2710440893
366800640	235	1	3	99	3	1	1	3	3	1	3	1	3	1	2	1	3	2	1	1	1	1	2	1	2	1	1	2	2		2		1	2	1	2	1	1	1	2	1	1	1	1	1693.22441380379
366960960	235	1	3	7	3	1	1	3	3	2		1	5	1	5	1	5	1	2	2	1	2	2	1	2	2	1	2	1	4	1	2	2		2		1	1	2		2		1	3	172.190808103169
366934200	235	1	4	7	9	1	1	3	3	2		2		2		1	4	2	2	2	2	2	2	2	2	1	1	1	1	4	1	1	1	2	1	3	1	1	1	3	2		2		1514.44479451999
366796440	235	1	3	7	5	1	1	3	4	1	5	1	5	1	4	1	5	2	1	2	1	1	2	1	1	1	1	1	1	3	2		1	3	1	1	1	1	1	2	1	2	1	2	1148.81080162991
366908280	235	1	4	6	5	1	1	3	5	1	3	1	5	1	5	2		2	2	2	2	1	1	2	1	2	1	2	2		2		2		1	2	1	1	1	2	2		1	1	999.721198183307
366908280	235	1	5	6	5	1	1	3	2	1	5	1	5	1	5	2		2	2	2	2	1	1	2	1	2	1	2	2		2		2		1	2	1	1	1	2	2		1	2	999.721198183307
366876240	235	1	5	1	4	1	1	3	2	2		2		2		2		1	2	2	2	2	2	2	2	2	2		2		2		2		1	3	1	2	2		2		1	2	970.690071236093
366943680	235	1	3	6	3	1	1	3	5	2		1	5	2		1	5	1	2	2	2	2	2	1	1	2	1	4	2		2		2		2		1	1	2		2		2		1126.67335755539
366922200	235	1	3	6	3	2	1	2	2	1	3	2		2		1	5	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	1	1	2		2		2		608.394770877306
366784080	235	1	3	6	3	1	1	3	3	2		2		2		2		2	1	1	1	1	2	2	2	1	1	5	2		2		2		1	2	1	1	2		2		2		1889.1476712072
366784080	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	2	2	1	5	2		2		2		1	2	1	1	1	2	2		2		1889.1476712072
366973440	235	1	4	7	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		1	2	1	2	1	2	1	2	2		1	2	621.558394009381
366694680	235	1	4	7	3	1	1	2	3	2		2		2		2		2	2	2	1	1	2	2	2	2	1	1	2		2		2		1	3	1	1	1	3	1	3	1	1	1940.2710440893
366669840	235	1	4	6	3	1	1	3	5	2		2		2		2		2	2	1	2	2	2	2	2	2	1	1	1	1	2		2		1	1	1	1	1	1	2		1	1	1929.76910158616
366669840	235	1	7	6	4	1	1	3	3	2		2		2		2		2	2	1	2	2	2	2	2	2	1	1	1	1	2		2		2		1	1	1	1	2		2		1929.76910158616
366669840	235	1	8	6	4	1	1	3	1	2		2		2		2		2	2	1	2	2	2	2	2	2	1	1	2		2		2		2		1	1	1	1	2		2		1929.76910158616
366690120	235	1	5	7	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	1	1	1	2	2		2		2		2		1	1	1	2	1	1	2		1878.22013506196
366905760	235	1	3	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	1	4	2		2		2		1	3	1	2	2		2		2		1113.73145988731
366905760	235	1	4	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2		1	3	2		2		1	3	2		2		2		1113.73145988731
366821160	235	1	7	6	5	2	1	3	0	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		2		1	4	1	1	1	1	2		2		1789.07332834846
366970080	235	1	3	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	1	2	2	1	3	2		2		2		2		1	1	2		2		2		142.41018588059
366970680	235	1	5	1	4	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		1	3	182.202079132888
366946560	235	1	3	6	4	2	1	2	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1404.19274952323
366861600	235	1	4	5	4	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		1	2	1	2	2		1	1	1	2	2		2		991.303039393483
366914400	235	1	3	6	3	1	1	3	2	1	5	1	5	1	5	2		2	2	1	2	2	2	1	1	2	1	2	1	2	2		2		1	2	1	1	1	2	1	2	1	2	653.967484952475
366895800	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	2	1	1	2	2		2		2		1	2	1	1	1	1	1	2	1	1	1543.01674925663
366895800	235	1	4	6	3	1	1	3	2	2		2		1	4	2		1	2	2	2	1	2	2	1	1	1	2	1	2	1	4	1	5	1	1	1	1	1	2	1	2	1	2	1543.01674925663
366905400	235	1	3	1	3	1	1	3	5	1	4	1	5	2		2		2	2	2	2	1	1	2	2	1	1	2	2		2		2		1	1	1	1	1	1	2		1	2	1154.95964085527
366865320	235	1	5	99	4	1	1	3	2	2		2		2		2		1	2	2	2	2	2	1	2	1	2		2		2		1	5	1	2	1	2	2		2		1	2	1769.31814827869
366801840	235	1	3	7	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	2		2		1	4	2		1	1	2		2		2		1802.62897865038
366801840	235	1	4	7	3	2	1	2	3	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		1	4	2		1	1	2		2		2		1802.62897865038
366918960	235	1	4	6	3	1	1	3	2	2		2		1	5	2		2	2	2	2	2	2	2	1	2	1	1	2		2		2		1	4	1	1	1	4	2		1	1	1575.36150535167
366918960	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	4	2		2		2		1	4	1	1	1	4	2		1	1	1575.36150535167
366814320	235	1	2	7	3	1	1	3	2	1	4	2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2		1	2	1	1	2		2		2		1763.38033095486
366814320	235	1	3	7	3	1	1	3	2	1	2	2		2		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2		2		1	1	2		2		2		1763.38033095486
366945360	235	1	2	6	3	2	1	2	3	2		2		2		2		2	2	1	2	2	2	1	1	1	2		2		2		1	3	2		1	2	1	3	2		2		1434.34391061733
366898920	235	1	3	7	3	1	1	3	4	2		2		1	2	2		1	2	2	2	2	2	2	2	2	1	2	2		1	3	2		1	1	1	1	1	3	1	1	1	2	3378.49422316052
366898920	235	1	4	5	3	1	1	3	1	2		2		2		2		1	2	2	2	2	2	2	2	1	1	1	1	3	2		2		1	1	1	1	2		2		1	2	3378.49422316052
366928680	235	1	6	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	1	1	1	1	2	1	2	1	2	2864.31396968454
366928680	235	1	7	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	2	1	1	1	2	1	2	1	2	2864.31396968454
366928680	235	1	8	6	4	1	2	1	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		2		2864.31396968454
366970800	235	1	6	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		128.46211583593
366970800	235	1	7	6	3	1	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		128.46211583593
366891840	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	1	1	5	2		2		1	4	1	3	1	1	1	1	2		2		3000.38330861414
366938280	235	1	2	7	3	1	1	3	1	1	2	1	2	2		2		2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	2		2		1	1	2		1	1	2		671.482665458368
366943080	235	1	4	6	3	1	1	2	3	2		2		2		1	4	2	2	2	2	2	2	1	2	1	2		1	4	1	4	2		1	2	1	1	1	2	1	1	1	2	1069.499590871
366798000	235	1	2	6	3	1	1	3	2	2		2		2		1	3	2	1	2	2	2	2	2	2	2	1	2	1	2	1	3	1	3	1	2	1	1	1	1	2		2		1433.81640278112
366796920	235	1	4	99	3	1	1	3	3	2		2		1	5	2		2	2	2	2	2	2	2	2	2	1	3	2		2		2		1	3	1	1	1	2	2		1	2	1796.25075381118
366796920	235	1	5	99	3	1	1	3	1	2		2		1	5	2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	1	2	2		1	2	1796.25075381118
366952320	235	1	5	7	3	1	1	3	3	2		2		2		2		1	2	2	1	2	2	1	1	2	1	3	1	4	1	3	2		1	4	1	1	1	4	2		1	2	218.410050904379
366952320	235	1	7	7	4	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		1	2	218.410050904379
366951120	235	1	4	7	3	2	1	3	0	2		2		2		2		2	2	2	1	2	2	1	1	2	2		2		2		1	4	1	2	1	1	1	1	2		1	1	227.657408650835
366963480	235	1	2	7	4	1	1	3	2	1	1	1	5	2		2		2	2	2	1	1	2	2	2	2	2		1	1	2		1	3	1	1	1	1	1	2	2		1	1	166.051981197141
366963480	235	1	3	7	4	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	1	1	1	1	1	2		1	1	166.051981197141
366783600	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	5	2		2		2		1	2	1	2	1	3	2		1	2	1686.5235943656
366804480	235	1	3	7	3	2	1	1	1	1	1	1	1	1	1	2		2	1	1	1	1	2	1	2	1	2		2		2		2		1	3	1	1	1	1	1	1	2		1594.92491340095
366799560	235	1	3	6	3	2	1	1	1	2		1	5	2		2		2	2	2	1	1	2	1	2	1	2		2		2		2		1	3	1	1	1	1	1	3	1	2	1481.00170530088
366783000	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	1	1	2	2	2	2	1	5	2		2		2		1	2	1	1	1	2	2		1	2	1821.86201473083
366839880	235	1	3	7	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	1	1	2	2		2		2		2		2		1	1	1	4	2		1	2	977.316573752437
366786480	235	1	2	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	2	1	1	2		2		2		1171.46416676286
366786480	235	1	3	6	3	2	2	1	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1171.46416676286
366947640	235	1	6	6	3	1	1	3	4	2		1	3	2		1	5	2	2	1	1	1	2	1	2	1	1	4	1	4	1	3	1	4	1	1	1	1	1	2	1	1	1	1	1476.46581122339
366949200	235	1	3	5	4	1	1	3	3	2		2		2		1	5	2	2	2	2	2	2	2	1	2	2		1	3	2		2		1	2	1	1	2		1	1	1	2	1070.67670969738
366806520	235	1	4	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	4	1	4	2		2		1	1	2		2		1	2	1567.09613871051
366796800	235	1	4	7	3	1	1	4	1	1	2	2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	2	1	2	1	2	1	2	2		1	2	2		2		1819.5461918525
366796800	235	1	5	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		1	5	2		1	1	2		2		2		1819.5461918525
366824520	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		1	3	1	1	1	2	1	2	2		274.473831732668
366824520	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	2		2		2		274.473831732668
366776760	235	1	2	6	3	2	1	2	3	2		2		2		1	5	2	2	2	2	2	2	2	2	2	2		2		2		1	4	1	2	1	2	2		2		2		1561.81820539935
366951240	235	1	3	7	3	1	1	3	3	1	5	2		2		1	5	2	2	2	2	2	2	2	1	2	1	1	2		1	2	2		1	1	1	1	1	2	2		1	2	198.011398053053
366859800	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	2	1	2	1	3	2		2		2112.88170553464
366832200	235	1	3	6	3	1	1	3	4	1	1	2		1	4	1	5	2	1	2	2	2	1	1	1	2	1	2	1	2	2		1	3	1	3	1	1	1	1	2		1	2	173.117702220499
366942240	235	1	4	6	4	1	1	3	1	2		2		2		1	5	2	2	2	2	2	1	1	2	1	2		2		2		2		2		1	1	2		1	1	2		1245.77745276436
366942240	235	1	5	6	4	2	1	2	3	2		2		2		1	5	2	2	2	2	2	1	1	2	1	2		2		2		2		2		1	1	2		1	2	2		1245.77745276436
366966600	235	1	3	7	3	1	1	3	4	2		1	5	2		1	5	1	2	2	2	2	2	2	2	2	1	3	2		2		2		2		1	1	2		1	2	2		185.16932051749
366966600	235	1	6	6	5	1	1	3	3	2		2		2		1	5	1	2	2	2	2	2	2	2	2	1	2	2		2		2		1	2	1	1	1	2	2		1	2	185.16932051749
366784320	235	1	5	4	3	1	1	3	5	1	4	1	4	2		1	5	2	2	2	1	1	2	1	2	2	1	4	2		2		1	3	2		1	1	1	3	2		1	3	1668.62320638798
366934800	235	1	3	6	3	1	1	3	2	1	2	1	4	1	4	1	5	2	2	2	1	1	2	1	1	1	1	1	2		2		1	3	1	1	1	1	1	1	2		1	3	2864.31396968454
366934800	235	1	4	6	3	1	1	3	1	1	5	1	3	2		1	5	2	2	2	1	1	2	1	1	1	1	1	1	2	1	4	1	3	1	1	1	1	1	3	2		1	2	2864.31396968454
366908400	235	1	2	6	3	1	1	3	3	2		2		2		1	5	2	2	2	2	2	2	2	1	1	1	3	2		2		2		2		1	1	2		2		1	2	1061.58528307336
366777720	235	1	3	6	3	1	1	3	1	1	2	2		2		1	5	2	2	2	2	2	2	1	2	2	2		2		1	3	2		2		1	1	1	2	2		2		1983.90376259345
366925080	235	1	3	5	3	1	1	2	0	2		1	5	2		2		2	2	2	2	2	2	1	2	2	2		2		2		1	5	1	2	1	1	2		1	2	1	2	428.027489548414
366939000	235	1	7	5	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	2	1	3	2		1	3	1	1	2		2		1	2	629.38511922558
366864600	235	1	3	6	3	1	1	3	3	1	3	2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	4	1	4	2		1	2	1	1	1	2	1	1	1	3	1719.67454344369
366864600	235	1	4	7	3	1	1	3	2	1	5	2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	3	1	2	2		1	1	1	2	1719.67454344369
366926280	235	1	3	99	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	1	4	1	3	1	2	1333.09912284529
366867720	235	1	3	7	3	1	1	3	2	1	5	1	5	1	5	2		2	2	2	1	2	2	2	1	1	1	1	2		2		1	5	1	1	1	1	1	1	2		1	1	1361.07895473755
366949560	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		1	2	2		1	2	1	1	2		2		1	1	1368.57992799287
366941280	235	1	4	7	3	1	1	3	4	1	3	2		1	4	1	4	2	2	2	2	1	1	1	2	1	1	2	1	2	1	2	1	2	1	3	1	1	1	2	1	2	1	2	1069.499590871
366903000	235	1	4	6	3	1	1	3	3	2		2		2		1	4	2	2	2	2	2	2	2	2	2	1	3	1	5	2		1	5	2		1	1	2		2		2		1347.99070185577
366843600	235	1	3	7	4	1	1	3	3	2		1	5	2		2		1	2	2	1	1	2	2	1	1	1	4	1	4	2		1	3	1	3	1	1	1	3	2		1	2	1847.37667646298
366883080	235	1	4	7	3	1	1	3	2	1	3	2		2		2		2	2	2	2	2	2	2	2	1	1	2	2		1	3	1	4	1	1	1	1	1	1	2		1	2	1150.80220968207
366888240	235	1	3	7	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	1	1	1	3	1	2	2		2		1	2	1	1	1	2	1	2	2		2944.72873266159
366803640	235	1	3	6	3	1	1	3	1	2		1	5	2		2		2	1	2	1	1	2	2	2	1	1	1	2		2		1	5	1	1	2		1	1	1	1	1	1	1390.37658908224
366863400	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	2	2	1	1	2		2		1	5	1	3	1	1	1	3	2		1	3	1451.32175265627
