DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6020	P5785	P5465	P5501	P6070	P6160	P6170	P260	P261	FEX_P
3068538	235	1	2	1	46	6	2	3	1	2	5	2	1998.46891539617
3068538	235	1	3	1	20	6	3	6	1	1	6	0	1998.46891539617
3068538	235	1	4	1	11								1998.46891539617
3068539	235	1	1	2	81	6	1	3	1	2	3	3	1477.04307594067
3068539	235	1	2	1	85	6	2	3	1	2	3	1	1477.04307594067
3068540	235	1	1	2	15	6	1	1	1	2	4	2	1844.25866003136
3068541	235	1	1	2	69	6	1	5	1	2	3	2	1395.47434588633
3068541	235	1	2	2	45	6	3	6	1	2	5	2	1395.47434588633
3068542	235	1	1	1	53	6	1	3	1	2	5	2	1984.14359774169
3068542	235	1	2	2	48	6	2	3	1	2	5	2	1984.14359774169
3068546	235	1	1	1	54	6	1	2	1	2	6	5	2351.92598775286
3068546	235	1	2	2	36	6	2	2	1	2	5	2	2351.92598775286
3068546	235	1	3	2	8								2351.92598775286
3068547	235	1	1	2	71	6	1	3	2	2	1		1477.04307594067
3068547	235	1	2	1	75	6	2	3	2	2	1		1477.04307594067
3068548	235	1	1	1	40	6	1	2	1	2	6	3	2040.19900982247
3068548	235	1	2	2	46	6	2	3	1	2	6	3	2040.19900982247
3068548	235	1	3	1	11								2040.19900982247
3068549	235	1	1	1	25	6	1	6	1	2	6	4	1821.02934487138
3068549	235	1	2	2	55	6	5	5	1	2	5	2	1821.02934487138
3068550	235	1	1	1	55	6	1	2	1	2	3	5	1640.15732881098
3068550	235	1	2	2	54	6	2	2	1	2	4	0	1640.15732881098
3068551	235	1	1	2	30	6	1	4	1	2	6	3	2415.44204919699
3068551	235	1	2	1	10								2415.44204919699
3068551	235	1	3	2	4								2415.44204919699
3068552	235	1	1	2	88	6	1	4	2	2	1		705.357374339881
3068552	235	1	2	2	66	6	3	6	1	2	4	4	705.357374339881
3068552	235	1	3	2	56	6	3	6	1	2	6	2	705.357374339881
3068552	235	1	4	1	19	6	4	6	1	1	6	2	705.357374339881
3068552	235	1	5	1	28	6	4	6	1	2	4	1	705.357374339881
3068552	235	1	6	2	53	6	5	6	2	2	1		705.357374339881
3068552	235	1	7	1	48	6	5	6	2	2	1		705.357374339881
3068553	235	1	1	2	57	6	1	6	2	2	1		1197.78487283793
3068553	235	1	2	1	21	6	3	6	1	2	6	2	1197.78487283793
3068554	235	1	1	2	44	6	1	4	1	2	5	2	1271.72904110612
3068554	235	1	2	2	16	6	3	6	1	1	5	1	1271.72904110612
3068554	235	1	3	1	8								1271.72904110612
3068555	235	1	1	2	37	6	1	6	1	2	3	5	1177.50900003025
3068555	235	1	2	1	44	6	2	2	1	2	3	5	1177.50900003025
3068555	235	1	3	2	13	6	3	6	1	1	4	2	1177.50900003025
3068556	235	1	1	1	34	6	1	3	1	2	5	2	1416.14807233208
3068556	235	1	2	2	38	6	2	3	1	2	6	3	1416.14807233208
3068556	235	1	3	1	3								1416.14807233208
3068557	235	1	1	1	76	6	1	4	1	2	3	5	1094.75447099293
3068558	235	1	1	2	51	6	1	3	1	2	5	2	1228.01738455176
3068558	235	1	2	1	52	6	2	3	1	2	6	2	1228.01738455176
3068558	235	1	3	2	21	6	3	6	1	1	6	4	1228.01738455176
3068558	235	1	4	2	18	6	3	6	1	1	5	2	1228.01738455176
3068558	235	1	5	2	13	6	3	6	1	1	4	2	1228.01738455176
3068559	235	1	1	1	69	6	1	3	1	2	7	2	1112.60672030488
3068559	235	1	2	2	64	6	2	3	1	2	6	5	1112.60672030488
3068559	235	1	3	1	39	6	3	6	1	2	6	5	1112.60672030488
3068559	235	1	4	1	20	6	4	6	1	1	6	2	1112.60672030488
3068560	235	1	1	2	20	6	1	2	1	2	3	5	1444.7541720566
3068560	235	1	2	1	37	1	2	2	1	2	3	5	1444.7541720566
3068560	235	1	3	2	0								1444.7541720566
3068561	235	1	1	1	81	6	1	5	1	2	3	1	1201.06653937798
3068561	235	1	2	1	46	6	3	5	1	2	3	5	1201.06653937798
3068561	235	1	3	2	42	6	5	2	1	2	3	4	1201.06653937798
3068561	235	1	4	1	14	6	4	6	1	1	3	5	1201.06653937798
3068561	235	1	5	2	10								1201.06653937798
3068562	235	1	1	1	24	6	1	2	1	2	3	4	1857.91597097714
3068562	235	1	2	2	22	6	2	2	1	2	5	1	1857.91597097714
3068562	235	1	3	1	3								1857.91597097714
3068562	235	1	4	1	14	6	9	6	1	1	4	2	1857.91597097714
3068562	235	1	5	1	12	6	9	6	1	1	3	5	1857.91597097714
3068562	235	1	6	1	9								1857.91597097714
3068563	235	1	1	2	50	6	1	3	1	2	3	5	1346.78184139068
3068563	235	1	2	1	45	6	2	3	1	2	3	5	1346.78184139068
3068563	235	1	3	1	13	6	3	6	1	1	4	1	1346.78184139068
3068563	235	1	4	1	11								1346.78184139068
3068564	235	1	1	2	58	6	1	5	1	2	3	1	1041.50791204901
3068564	235	1	2	2	17	6	3	6	1	2	5	2	1041.50791204901
3068565	235	1	1	1	38	6	1	2	1	2	4	1	1152.2548077695
3068565	235	1	2	2	39	6	2	2	1	2	4	1	1152.2548077695
3068566	235	1	1	1	76	6	1	5	2	1	3	1	1205.86610609339
3068566	235	1	2	1	42	6	3	6	1	2	4	1	1205.86610609339
3068567	235	1	1	1	22	6	1	6	1	1	6	3	1515.11353310497
3068567	235	1	2	1	25	2	9	6	1	1	6	4	1515.11353310497
3068568	235	1	1	2	86	6	1	5	1	2	3	4	731.750116112008
3068568	235	1	2	2	56	6	3	6	1	2	6	3	731.750116112008
3068568	235	1	3	1	55	6	3	6	1	2	5	2	731.750116112008
3068569	235	1	1	1	53	6	1	6	1	2	4	1	995.642083209823
3068569	235	1	2	2	51	6	5	6	1	2	4	1	995.642083209823
3068569	235	1	3	2	45	6	5	6	1	2	6	4	995.642083209823
3068570	235	1	1	1	23	6	1	2	1	2	4	4	1575.14614570401
3068570	235	1	2	2	20	6	2	2	1	2	4	4	1575.14614570401
3068570	235	1	3	1	1								1575.14614570401
3068571	235	1	1	1	59	6	1	2	1	2	5	2	1094.93437292398
3068571	235	1	2	2	47	6	2	2	1	2	6	2	1094.93437292398
3068571	235	1	3	2	22	6	3	6	1	2	6	3	1094.93437292398
3068571	235	1	4	2	17	6	3	6	1	1	5	2	1094.93437292398
3068571	235	1	5	1	9								1094.93437292398
3068572	235	1	1	1	60	6	1	6	1	2	6	7	1094.75447099293
3068573	235	1	1	1	34	6	1	2	1	2	5	2	1416.14807233208
3068573	235	1	2	2	33	6	2	2	1	2	6	5	1416.14807233208
3068573	235	1	3	1	3								1416.14807233208
3068574	235	1	1	2	51	6	1	6	1	2	4	4	935.013893666537
3068574	235	1	2	2	25	6	3	6	1	2	6	5	935.013893666537
3068574	235	1	3	2	55	6	5	6	1	2	6	2	935.013893666537
3068576	235	1	3	1	12	6	3	6	1	1	3	5	1577.4240513728
3068576	235	1	4	1	5								1577.4240513728
3068576	235	1	1	1	33	6	1	2	1	2	3	5	1577.4240513728
3068576	235	1	2	2	35	6	2	3	1	2	3	5	1577.4240513728
3068577	235	1	1	1	56	6	1	2	1	2	5	2	781.566404772496
3068577	235	1	2	2	56	6	2	2	1	2	4	3	781.566404772496
3068577	235	1	3	2	25	6	5	6	1	1	6	1	781.566404772496
3068577	235	1	4	2	22	6	5	6	1	2	6	2	781.566404772496
3068577	235	1	5	2	21	6	5	6	1	2	6	2	781.566404772496
3068577	235	1	6	1	19	6	5	6	1	1	5	1	781.566404772496
3068577	235	1	7	1	18	6	5	5	1	2	6	2	781.566404772496
3068578	235	1	1	1	51	6	1	3	1	2	4	4	1500.24035907135
3068578	235	1	2	2	48	6	2	3	1	2	4	2	1500.24035907135
3068578	235	1	3	1	22	6	3	6	1	1	6	4	1500.24035907135
3068578	235	1	4	1	16	6	3	6	1	1	4	3	1500.24035907135
3068579	235	1	1	1	62	6	1	2	1	2	3	3	1261.66463959629
3068579	235	1	2	2	50	3	2	2	1	2	6	2	1261.66463959629
3068579	235	1	3	1	18	6	3	6	1	1	5	1	1261.66463959629
3068580	235	1	2	2	46	6	5	6	1	2	6	5	707.748608760438
3068580	235	1	1	2	76	6	1	6	1	2	3	5	707.748608760438
3068582	235	1	1	1	34	6	1	3	1	2	6	5	1587.14905618019
3068582	235	1	2	2	25	6	2	3	1	2	6	2	1587.14905618019
3068582	235	1	3	1	2								1587.14905618019
3068588	235	1	1	1	33	6	1	2	1	2	5	2	390.543594788821
3068588	235	1	2	2	24	6	2	1	1	2	5	2	390.543594788821
3068588	235	1	3	1	2								390.543594788821
3068589	235	1	1	1	54	6	1	4	1	2	3	2	118.832274618656
3068589	235	1	2	1	86	6	5	4	2	2	1		118.832274618656
3068589	235	1	3	2	83	6	5	5	2	2	1		118.832274618656
3068590	235	1	1	2	50	6	1	4	1	2	3	1	350.258985837097
3068590	235	1	2	1	23	6	3	2	1	2	3	5	350.258985837097
3068590	235	1	3	2	5								350.258985837097
3068591	235	1	1	1	54	6	1	2	1	2	3	2	118.832274618656
3068591	235	1	2	2	49	5	2	2	1	2	3	2	118.832274618656
3068592	235	1	1	1	38	6	1	3	1	2	6	4	132.243887152113
3068592	235	1	2	2	42	6	2	3	1	2	4	3	132.243887152113
3068592	235	1	3	2	14	6	3	6	1	1	4	3	132.243887152113
3068592	235	1	4	1	8								132.243887152113
3068593	235	1	1	1	58	6	1	2	1	2	3	4	118.832274618656
3068593	235	1	2	2	60	6	2	2	1	2	3	5	118.832274618656
3068593	235	1	3	1	31	6	3	6	1	2	3	5	118.832274618656
3068595	235	1	1	1	42	6	1	2	1	2	4	4	118.832274618656
3068595	235	1	2	2	38	6	2	2	1	2	3	5	118.832274618656
3068595	235	1	3	2	21	6	3	6	1	2	6	1	118.832274618656
3068596	235	1	1	1	41	6	1	2	1	2	4	1	189.373045303474
3068596	235	1	2	2	26	6	2	2	1	1	5	1	189.373045303474
3068596	235	1	3	1	9								189.373045303474
3068596	235	1	4	1	8								189.373045303474
3068597	235	1	1	1	42	6	1	2	1	2	4	4	118.832274618656
3068597	235	1	2	2	40	6	2	2	1	2	4	4	118.832274618656
3068597	235	1	3	2	17	6	3	6	1	1	5	1	118.832274618656
3068597	235	1	4	2	15	6	3	6	1	1	4	2	118.832274618656
3068598	235	1	1	1	37	1	1	2	1	2	5	2	118.832274618656
3068598	235	1	2	2	40	1	2	2	1	2	6	2	118.832274618656
3068598	235	1	3	2	13	1	3	6	1	1	3	2	118.832274618656
3068599	235	1	1	1	48	6	1	6	1	2	5	2	169.94145808815
3068600	235	1	1	1	65	6	1	2	1	2	3	3	301.440695116513
3068600	235	1	2	2	60	6	2	2	1	2	3	2	301.440695116513
3068600	235	1	3	2	22	6	3	6	1	2	5	2	301.440695116513
3068600	235	1	4	2	21	6	3	1	1	2	4	2	301.440695116513
3068600	235	1	5	2	1								301.440695116513
3068600	235	1	6	1	47	1	5	6	1	2	3	1	301.440695116513
3068601	235	1	1	1	67	6	1	3	1	2	7	6	118.832274618656
3068601	235	1	2	2	53	6	2	3	1	2	7	8	118.832274618656
3068602	235	1	1	1	41	6	1	3	1	1	6	2	475.329098474625
3068602	235	1	2	2	35	6	2	3	1	2	6	5	475.329098474625
3068602	235	1	3	2	9								475.329098474625
3068602	235	1	4	2	3								475.329098474625
3068602	235	1	5	2	3								475.329098474625
3068603	235	1	1	1	72	5	1	3	1	2	3	0	118.832274618656
3068603	235	1	2	2	64	5	2	3	1	2	3	3	118.832274618656
3068603	235	1	3	1	39	5	3	6	1	2	3	2	118.832274618656
3068604	235	1	1	1	27	6	1	2	1	1	6	10	379.340072765441
3068604	235	1	2	2	23	6	2	2	1	1	6	3	379.340072765441
3068604	235	1	3	2	0								379.340072765441
3068605	235	1	1	1	22	5	1	6	1	2	4	2	475.329098474625
3068605	235	1	2	1	23	5	5	6	1	2	4	3	475.329098474625
3068606	235	1	1	1	40	6	1	2	1	1	7	2	210.013698309795
3068606	235	1	2	2	41	6	2	2	1	2	6	2	210.013698309795
3068606	235	1	3	2	20	6	3	6	1	2	5	2	210.013698309795
3068606	235	1	4	2	4								210.013698309795
3068607	235	1	1	1	28	6	1	2	1	2	3	5	118.832274618656
3068607	235	1	2	2	37	1	2	2	1	2	4	3	118.832274618656
3068608	235	1	1	1	25	6	1	2	1	2	5	2	118.832274618656
3068608	235	1	2	2	25	6	2	2	1	1	6	1	118.832274618656
3068608	235	1	3	1	1								118.832274618656
3068608	235	1	4	2	36	6	9	6	1	2	6	6	118.832274618656
3068609	235	1	1	1	72	6	1	3	1	2	3	5	122.51534890426
3068609	235	1	2	2	72	6	2	3	2	2	1		122.51534890426
3068610	235	1	1	2	31	6	1	1	1	2	3	5	252.947924491971
3068610	235	1	2	2	16	6	3	6	1	1	5	1	252.947924491971
3068610	235	1	3	2	10								252.947924491971
3068611	235	1	1	1	39	1	1	6	1	2	7	2	169.94145808815
3068612	235	1	1	2	36	6	1	4	1	2	4	2	118.832274618656
3068613	235	1	1	1	77	6	1	5	1	2	3	2	131.165145035476
3068613	235	1	2	1	30	6	3	6	1	2	5	2	131.165145035476
3068614	235	1	1	1	57	6	1	3	1	2	4	3	201.372568442367
3068614	235	1	2	2	41	6	2	3	1	2	4	1	201.372568442367
3068614	235	1	3	2	16	6	3	6	1	2	5	2	201.372568442367
3068614	235	1	4	1	14	6	3	6	1	1	4	2	201.372568442367
3068615	235	1	1	1	76	6	1	2	1	2	3	5	122.51534890426
3068615	235	1	2	2	81	6	2	2	2	2	1		122.51534890426
3068617	235	1	1	1	52	6	1	2	2	2	1		128.96051990352
3068617	235	1	2	2	42	6	2	2	1	1	6	5	128.96051990352
3068618	235	1	1	1	73	6	1	4	1	2	3	3	215.839765950574
3068619	235	1	1	1	25	1	1	3	1	2	4	1	224.850490942919
3068619	235	1	2	2	22	6	2	3	2	2	1		224.850490942919
3068620	235	1	1	1	48	6	1	2	1	2	3	3	128.96051990352
3068620	235	1	2	2	47	6	2	2	1	2	3	3	128.96051990352
3068620	235	1	3	1	25	6	3	6	1	2	6	2	128.96051990352
3068620	235	1	4	1	18	6	3	6	1	1	6	2	128.96051990352
3068621	235	1	1	1	60	1	1	5	2	2	1		215.839765950574
3068622	235	1	1	2	21	6	1	2	1	1	5	2	224.850490942919
3068622	235	1	2	1	31	1	2	2	1	2	5	2	224.850490942919
3068623	235	1	1	2	46	1	1	4	1	2	3	5	220.192436744644
3068623	235	1	2	1	15	1	3	6	1	1	4	3	220.192436744644
3068624	235	1	1	2	55	6	1	3	1	2	5	2	128.96051990352
3068624	235	1	2	1	53	6	2	3	1	2	4	2	128.96051990352
3068625	235	1	1	2	57	6	1	5	1	2	4	4	321.068483016048
3068625	235	1	2	1	14	6	4	6	1	1	3	5	321.068483016048
3068626	235	1	1	1	61	1	1	5	1	2	6	5	215.839765950574
3068627	235	1	1	2	47	6	1	2	1	1	7	0	128.96051990352
3068628	235	1	1	1	25	6	1	4	1	2	4	4	184.425812419561
3068629	235	1	1	1	41	6	1	3	1	2	4	4	128.96051990352
3068629	235	1	2	2	45	6	2	3	1	2	5	2	128.96051990352
3068630	235	1	1	1	41	5	1	3	1	2	6	5	199.647202935848
3068630	235	1	2	2	30	1	2	3	1	2	5	2	199.647202935848
3068630	235	1	3	1	0								199.647202935848
3068631	235	1	1	2	52	6	1	6	1	2	4	3	128.96051990352
3068632	235	1	1	1	33	1	1	4	2	2	1		184.425812419561
3068633	235	1	2	1	32	1	2	3	1	2	4	2	347.408413715522
3068633	235	1	3	2	8								347.408413715522
3068633	235	1	4	2	0								347.408413715522
3068633	235	1	1	2	42	1	1	3	1	2	5	2	347.408413715522
3068634	235	1	1	1	71	1	1	2	1	2	3	4	238.443520931629
3068634	235	1	2	2	69	1	2	2	2	2	1		238.443520931629
3068634	235	1	3	2	45	1	3	4	1	2	4	3	238.443520931629
3068634	235	1	4	1	10								238.443520931629
3068634	235	1	5	2	0								238.443520931629
3068635	235	1	1	2	26	6	1	4	1	2	5	2	260.98401604133
3068635	235	1	2	2	0								260.98401604133
3068636	235	1	1	1	66	6	1	3	1	2	4	4	132.957507895537
3068636	235	1	2	2	60	6	2	3	1	2	6	5	132.957507895537
3068637	235	1	1	1	24	6	1	6	1	1	6	2	403.950741071085
3068638	235	1	1	1	75	1	1	3	1	2	4	2	515.842079614081
3068638	235	1	2	2	76	1	2	3	1	2	4	4	515.842079614081
3068638	235	1	3	2	4								515.842079614081
3068638	235	1	4	2	2								515.842079614081
3068638	235	1	5	2	0								515.842079614081
3068639	235	1	1	1	39	6	1	3	1	2	6	2	461.98986479932
3068639	235	1	2	2	32	6	2	3	1	2	6	3	461.98986479932
3068639	235	1	3	2	11								461.98986479932
3068639	235	1	4	1	10								461.98986479932
3068639	235	1	5	1	2								461.98986479932
3068644	235	1	1	2	76	6	1	6	1	2	4	4	853.461417233379
3068644	235	1	2	2	68	6	5	4	1	2	5	2	853.461417233379
3068644	235	1	3	2	65	6	5	3	1	2	6	6	853.461417233379
3068645	235	1	1	2	82	6	1	6	1	2	6	5	1384.56190565794
3068646	235	1	1	2	51	6	1	6	1	2	6	2	1091.33035081183
3068646	235	1	2	1	79	6	5	3	1	2	5	2	1091.33035081183
3068646	235	1	3	2	75	6	5	3	1	2	4	1	1091.33035081183
3068647	235	1	1	2	51	6	1	5	1	2	4	1	1763.02088192005
3068647	235	1	2	2	23	6	3	6	1	2	5	2	1763.02088192005
3068647	235	1	3	1	22	6	3	2	1	2	5	2	1763.02088192005
3068647	235	1	4	2	21	6	5	2	1	2	5	2	1763.02088192005
3068647	235	1	5	2	3								1763.02088192005
3068648	235	1	1	2	61	6	1	4	1	2	6	2	1062.20097684911
3068648	235	1	2	2	68	6	5	4	1	2	6	5	1062.20097684911
3068649	235	1	1	2	36	6	1	4	1	2	5	2	1371.8741683462
3068649	235	1	2	2	22	6	3	6	1	1	6	2	1371.8741683462
3068649	235	1	3	1	20	6	3	6	1	2	5	2	1371.8741683462
3068650	235	1	1	2	24	6	1	3	1	2	5	2	2576.73205856702
3068650	235	1	2	1	4								2576.73205856702
3068651	235	1	1	1	58	6	1	4	1	2	4	3	1595.46008789689
3068652	235	1	1	2	55	6	1	5	1	2	3	3	1569.58924583427
3068652	235	1	2	1	34	6	3	6	1	1	6	3	1569.58924583427
3068653	235	1	1	1	63	6	1	3	1	2	5	2	1730.69181879073
3068653	235	1	2	2	52	6	2	3	1	2	3	5	1730.69181879073
3068653	235	1	3	2	7								1730.69181879073
3068654	235	1	1	1	59	6	1	2	1	2	3	5	1273.09915908807
3068654	235	1	2	2	56	6	2	2	1	2	3	3	1273.09915908807
3068655	235	1	1	1	47	6	1	3	1	2	6	1	2218.63975988407
3068655	235	1	2	2	38	6	2	3	1	2	6	1	2218.63975988407
3068655	235	1	3	2	3								2218.63975988407
3068656	235	1	2	2	51	6	2	3	1	2	5	2	1922.14967313787
3068656	235	1	3	2	1								1922.14967313787
3068656	235	1	1	1	56	6	1	3	1	1	6	4	1922.14967313787
3068657	235	1	1	2	33	6	1	6	1	2	6	1	1710.18136636685
3068657	235	1	2	1	27	5	5	6	1	2	5	2	1710.18136636685
3068658	235	1	1	1	34	6	1	6	1	2	3	5	2076.97751481943
3068658	235	1	2	1	38	6	9	6	1	2	5	2	2076.97751481943
3068659	235	1	1	1	61	6	1	6	1	2	4	3	1595.46008789689
3068660	235	1	1	1	64	6	1	3	1	2	5	2	1273.09915908807
3068660	235	1	2	2	61	6	2	3	1	2	4	4	1273.09915908807
3068661	235	1	1	2	48	6	1	4	1	2	5	2	1489.18584828958
3068661	235	1	2	1	17	6	3	6	1	1	5	2	1489.18584828958
3068662	235	1	1	1	34	6	1	2	1	2	5	2	1822.95401043844
3068662	235	1	2	2	24	6	2	2	1	2	5	2	1822.95401043844
3068662	235	1	3	1	6								1822.95401043844
3068663	235	1	1	2	29	5	1	6	1	1	6	5	1525.15402619052
3068664	235	1	1	1	57	6	1	2	1	2	5	2	1337.56064157087
3068664	235	1	2	2	37	6	2	2	1	2	5	2	1337.56064157087
3068664	235	1	3	1	9								1337.56064157087
3068665	235	1	1	2	53	6	1	4	1	2	4	4	1564.61057011567
3068665	235	1	2	1	31	6	3	4	1	2	6	5	1564.61057011567
3068666	235	1	1	1	56	6	1	3	1	2	6	5	1153.12508485298
3068666	235	1	2	2	50	6	2	3	1	2	4	1	1153.12508485298
3068666	235	1	3	2	16	6	3	6	1	1	5	1	1153.12508485298
3068666	235	1	4	1	12	6	3	6	1	1	4	1	1153.12508485298
3068667	235	1	1	2	76	6	1	4	1	2	3	5	1266.70786805146
3068668	235	1	1	2	44	6	1	4	1	2	6	3	1439.53566883236
3068668	235	1	2	1	10								1439.53566883236
3068669	235	1	1	2	86	6	1	5	1	2	5	2	1266.70786805146
3068670	235	1	1	2	37	6	1	4	1	2	6	4	1860.51114224963
3068670	235	1	2	2	0								1860.51114224963
3068671	235	1	1	1	64	6	1	6	1	2	5	2	1459.65437749113
3068672	235	1	1	2	68	6	1	2	1	2	4	2	1435.98566390027
3068672	235	1	2	1	53	6	2	2	1	2	4	4	1435.98566390027
3068673	235	1	1	1	37	6	1	2	1	2	5	2	1501.48736579648
3068673	235	1	2	2	35	6	2	2	1	2	5	2	1501.48736579648
3068673	235	1	3	2	12	6	3	6	1	1	4	1	1501.48736579648
3068673	235	1	4	1	10								1501.48736579648
3068674	235	1	1	1	66	6	1	3	1	2	7	7	1293.35774700538
3068674	235	1	2	2	47	6	2	3	1	2	7	9	1293.35774700538
3068675	235	1	1	2	53	6	1	3	1	1	7	10	1564.61057011567
3068675	235	1	2	1	53	6	2	3	1	2	5	2	1564.61057011567
3068676	235	1	1	2	48	6	1	2	1	2	7	9	1395.33277426686
3068677	235	1	1	2	54	6	1	6	1	2	6	0	1229.0361437811
3068677	235	2	1	2	51	6	1	6	1	2	5	2	1229.0361437811
3068678	235	1	1	2	64	6	1	2	1	2	3	3	2068.36796459989
3068678	235	1	2	1	77	6	2	2	1	2	4	2	2068.36796459989
3068678	235	1	3	1	45	6	5	6	1	2	4	1	2068.36796459989
3068678	235	1	4	2	11								2068.36796459989
3068679	235	1	1	2	47	5	1	2	1	2	5	2	2744.06238373358
3068679	235	1	2	1	46	5	2	2	1	2	3	5	2744.06238373358
3068679	235	1	3	1	20	5	3	6	1	1	5	1	2744.06238373358
3068679	235	1	4	1	25	5	3	6	1	2	5	2	2744.06238373358
3068679	235	1	5	2	26	5	5	2	1	2	4	4	2744.06238373358
3068679	235	1	6	1	6								2744.06238373358
3068679	235	1	7	1	1								2744.06238373358
3068679	235	1	8	1	78	5	5	2	1	2	3	2	2744.06238373358
3068679	235	1	9	2	79	5	5	2	1	2	3	3	2744.06238373358
3068681	235	1	1	1	62	6	1	3	1	2	6	5	140.299867891566
3068681	235	1	2	2	63	6	2	3	1	2	6	5	140.299867891566
3068684	235	1	1	2	39	6	1	5	1	2	1		360.7105596689
3068684	235	1	2	2	22	6	3	6	1	2	4	3	360.7105596689
3068684	235	1	3	2	3								360.7105596689
3068684	235	1	4	2	20	6	3	6	1	2	4	2	360.7105596689
3068689	235	1	1	1	23	6	1	2	1	2	6	2	340.431383189763
3068689	235	1	2	2	28	6	2	2	1	2	6	2	340.431383189763
3068689	235	1	3	1	6								340.431383189763
3068690	235	1	1	2	56	6	1	6	1	2	5	2	338.798962648194
3068690	235	1	2	1	18	6	3	6	1	1	5	2	338.798962648194
3068691	235	1	1	1	49	6	1	3	1	2	6	5	169.455293825185
3068691	235	1	2	2	46	6	2	3	1	2	6	5	169.455293825185
3068691	235	1	3	2	9								169.455293825185
3068692	235	1	1	2	49	6	1	4	1	2	3	5	136.082152802586
3068692	235	1	2	1	32	6	3	6	1	2	7	7	136.082152802586
3068692	235	1	3	1	27	6	3	6	1	1	6	5	136.082152802586
3068693	235	1	1	2	40	6	1	6	1	2	6	3	247.009174432104
3068693	235	1	2	2	11								247.009174432104
3068694	235	1	1	2	47	6	1	2	1	2	3	5	136.082152802586
3068694	235	1	2	1	50	6	2	2	1	2	3	5	136.082152802586
3068694	235	1	3	1	17	6	3	6	1	1	4	3	136.082152802586
3068694	235	1	4	1	33	6	5	6	2	2	1		136.082152802586
3068695	235	1	1	2	21	6	1	6	1	2	6	2	314.821370604031
3068696	235	1	1	2	65	6	1	5	1	2	5	2	136.082152802586
3068696	235	1	2	1	39	6	3	6	1	2	6	5	136.082152802586
3068697	235	1	1	2	39	1	1	6	1	2	3	5	429.490381339467
3068697	235	1	2	1	12	1	3	6	1	1	3	3	429.490381339467
3068697	235	1	3	2	2								429.490381339467
3068698	235	1	1	1	37	6	1	6	1	2	6	5	194.610424998254
3068699	235	1	1	1	24	6	1	1	1	2	4	2	468.915322272315
3068699	235	1	2	2	17	6	2	1	1	2	4	3	468.915322272315
3068700	235	1	1	2	18	6	1	6	1	1	6	2	314.821370604031
3068701	235	1	1	2	18	1	1	6	1	1	5	2	357.47843560289
3068701	235	1	2	2	18	6	5	6	1	1	5	2	357.47843560289
3068702	235	1	1	1	73	6	1	2	1	2	6	5	140.299867891566
3068702	235	1	2	2	60	6	2	2	1	2	4	2	140.299867891566
3068703	235	1	1	2	53	6	1	2	1	2	7	1	187.947059318065
3068703	235	1	2	1	57	6	2	2	1	2	7	2	187.947059318065
3068703	235	1	3	1	15	6	3	6	1	1	5	1	187.947059318065
3068704	235	1	1	1	53	6	1	3	2	2	1		136.082152802586
3068704	235	1	2	2	40	6	2	3	1	2	3	5	136.082152802586
3068705	235	1	1	1	51	6	1	1	1	2	6	5	154.798321799491
3068705	235	1	2	2	46	6	2	1	1	2	3	4	154.798321799491
3068705	235	1	3	1	17	6	3	6	1	1	4	3	154.798321799491
3068706	235	1	1	1	16	5	1	6	1	1	5	2	426.258257273457
3068707	235	1	1	2	40	6	1	6	1	1	6	1	136.082152802586
3068708	235	1	1	2	65	6	1	4	1	2	5	2	184.705010979911
3068709	235	1	1	2	44	6	1	4	1	1	7	7	540.540105742977
3068709	235	1	2	1	23	6	3	6	1	1	6	2	540.540105742977
3068709	235	1	3	1	21	6	3	6	1	2	5	2	540.540105742977
3068709	235	1	4	1	19	6	3	6	1	1	5	1	540.540105742977
3068710	235	1	1	2	26	1	1	6	1	2	6	1	136.082152802586
3068711	235	1	1	1	29	6	1	2	1	1	6	3	197.842549064264
3068711	235	1	2	2	26	6	2	2	1	2	6	5	197.842549064264
3068711	235	1	3	2	3								197.842549064264
3068713	235	1	1	2	61	6	1	6	1	2	6	3	136.082152802586
3068713	235	1	2	1	31	6	3	1	1	2	7	9	136.082152802586
3068713	235	1	3	2	28	6	5	1	1	2	6	5	136.082152802586
3068713	235	1	4	1	0								136.082152802586
3068714	235	1	1	1	24	6	1	3	1	2	6	2	442.320224080467
3068714	235	1	2	2	25	6	2	3	1	2	6	3	442.320224080467
3068714	235	1	3	1	0								442.320224080467
3068715	235	1	1	2	46	6	1	6	1	2	5	1	136.082152802586
3068716	235	1	1	1	52	6	1	3	1	2	7	7	136.082152802586
3068716	235	1	2	2	52	6	2	3	1	2	7	7	136.082152802586
3068716	235	1	3	1	29	6	3	6	1	2	6	5	136.082152802586
3068716	235	1	4	1	24	6	3	6	1	2	6	5	136.082152802586
3068717	235	1	1	2	31	6	1	2	1	2	6	2	351.936500732548
3068717	235	1	2	1	39	6	2	2	1	2	6	5	351.936500732548
3068717	235	1	3	1	15	6	3	6	1	1	4	3	351.936500732548
3068717	235	1	4	2	2								351.936500732548
3068719	235	1	1	2	32	6	1	2	1	2	6	3	262.877502582844
3068719	235	1	2	1	34	6	2	2	1	1	6	5	262.877502582844
3068719	235	1	3	1	13	6	3	6	1	1	4	1	262.877502582844
3068719	235	1	4	1	7								262.877502582844
3068720	235	1	1	1	19	6	1	6	1	1	5	2	426.258257273457
