DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5476S2	P5476S3	P5476S4	P5476S5	P5477	P5477S1	P5478	P5478S1	P1701S1	P1701S2	P1701S3	P1701S4	P1701S5	P1701S6	P1701S7	P1702	P1703	P1704	P1705	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
3064757	235	1	11	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	4	4	4	0	2		2									1	1	2		1	2	1	3	1	1	1	2	1	2	1	2	2008.77817470863
3064763	235	1	3	6	3	1	1	3	2	2		2		2		1	3	1	2	2	2	2	2	2	2	1	1	2	1	0	1	0	2		2									2		1	2	1	2	2		1	1	2		2		2		1221.26608108358
3064763	235	1	4	6	3	1	1	2	3	1	2	2		2		2		1	2	2	2	2	2	2	1	2	1	2	2	2	2	0	2		2									1	3	1	2	1	2	2		1	1	2		2		2		1221.26608108358
3064764	235	1	4	6	3	1	1	3	3	1	1	2		2		1	4	1	2	2	2	1	2	1	1	1	1	2	1	1	1	0	2		2									1	2	1	2	1	2	1	2	1	1	1	1	2		1	2	1106.08478262944
3064766	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	2	2	1	2	2	2	2	0	2		1	4								1	3	1	2	2		2		1	1	1	4	1	3	1	2	1156.02128463097
3064767	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	4	1	2	2		2		1	1	2		2		2		1643.6404180448
3064768	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	1	2	2	2	1	1	1	2	1	1	1	0	2		2									1	3	1	2	1	3	1	4	1	1	1	2	1	2	1	3	965.707689940216
3064774	235	1	3	6	3	1	1	3	2	2		2		2		1	4	1	2	2	2	2	2	2	1	2	1	1	3	3	3	0	2		2									1	3	1	1	1	3	1	2	1	1	1	2	2		1	2	1034.73633539222
3064783	235	1	3	6	3	1	1	3	1	1	2	1	4	2		1	4	2	2	2	1	1	2	1	2	1	1	1	3	3	1	2	1	3	1	3								1	3	1	3	1	3	1	1	1	1	1	3	1	1	1	2	1303.35433046342
3064785	235	1	6	5	3	1	1	3	4	1	5	2		2		2		2	2	2	1	1	2	2	2	2	1	3	1	0	1	0	2		2									1	4	1	2	2		1	2	1	1	2		2		2		1248.60876743616
3064786	235	1	6	6	3	1	1	3	2	1	1	2		2		2		2	2	2	1	2	2	2	2	1	1	2	2	2	2	0	2		1	3								2		1	2	2		1	2	1	1	1	2	2		2		1286.2316783328
3064788	235	1	4	6	4	2	2	3	0	2		1	5	2		1	5	1	2	2	1	1	2	1	2	1	2						2		2		2	2	2	2	2	2	1	2		2		1	3	1	1	1	1	1	1	2		2		1516.57108991946
3064792	235	1	2	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	2		2									1	4	1	1	2		1	3	1	1	1	2	1	1	1	3	1372.39795710221
3064793	235	1	3	2	3	1	1	3	1	2		2		2		1	3	2	2	2	1	2	2	2	2	2	1	6	1	1	1	0	1	5	2									1	2	1	1	1	3	1	3	1	1	2		2		2		1070.91387409474
3064794	235	1	5	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		1	2	2		1	1	1	1	1	3	1	2	1	1	1496.42792932533
3064798	235	1	4	6	3	1	1	4	0	1	2	2		1	5	1	5	2	2	1	2	2	2	1	2	1	1	4	3	3	3	0	1	1	2									1	3	1	4	1	2	1	3	1	1	1	2	1	3	1	3	1186.26212897401
3064800	235	1	3	6	3	1	1	2	2	1	2	2		2		1	4	2	2	2	1	1	2	2	2	2	1	1	7	0	7	0	2		2									1	3	1	1	1	3	2		1	1	2		2		2		1303.35433046342
3064804	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	2	1	1	2	2	0	2	0	1	4	2									1	3	2		2		1	2	1	1	2		2		2		1029.03893552943
3064804	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	2	2	2	0	2		2									1	3	2		2		1	2	1	2	2		2		1	2	1029.03893552943
3064806	235	2	3	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	4	1	2	2		1	1	1	1	2		2		2		992.834562556506
3064808	235	1	4	6	3	1	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	1	1	4	1	1	1	0	2		2									1	3	1	1	2		2		1	1	2		2		2		1148.63921807737
3064812	235	1	6	6	9	1	1	3	1	1	5	2		2		2		2	2	2	1	2	2	2	2	1	2						2		2		2	1	1	2	2	2	2	1	3	2		1	5	1	3	1	1	2		2		1	3	952.572751220006
3064814	235	1	4	6	3	1	1	3	2	2		2		2		1	3	2	2	2	1	2	2	2	2	1	1	1	2	2	2	0	2		2									1	3	1	1	2		1	3	1	2	1	3	1	2	1	3	1284.64306095575
3064814	235	1	5	5	3	1	1	3	0	1	1	2		2		1	3	2	2	2	1	2	2	2	1	1	1	1	1	1	1	0	2		2									1	3	1	1	2		1	2	1	1	1	2	1	1	1	3	1284.64306095575
3064815	235	1	2	6	3	2	1	2	1	2		2		1	5	2		2	2	2	2	2	2	2	2	2	2						2		1	3								2		2		2		2		1	1	1	2	1	1	1	1	1010.66828041461
3064817	235	1	7	6	3	1	1	3	5	2		2		2		1	3	2	2	2	1	2	2	2	2	1	2						2		2		1	1	2	2	2	2	2	1	4			1	4	2		1	1	2		2		2		1252.99474510245
3064818	235	1	6	1	9	1	1	3	2	1	1	1	2	2		2		2	2	2	2	1	2	2	2	2	1	4	2	2	2	0	2		1	4								1	2	1	1	1	5	1	1	1	1	1	1	1	3	1	1	767.21755447893
3064819	235	1	3	5	3	1	1	4	0	1	2	2		2		1	3	2	1	2	2	2	1	2	1	2	1	1	1	1	1	0	2		1	3								1	3	1	3	2		1	2	1	1	1	2	2		1	2	1400.80076063648
3064844	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	4	1	1	2		1	1	1	1	1	3	2		1	1	425.937372984096
3064845	235	1	3	6	3	1	1	3	1	1	1	2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	4	2		2		2		1	1	2		2		2		132.598840486552
3064846	235	1	5	6	4	1	1	3	4	1	2	1	5	2		2		2	2	2	1	2	2	2	1	1	1	3	3	3	3	0	1	5	1	4								1	1	2		1	2	1	2	1	1	1	2	1	1	1	1	106.484343246024
3064848	235	1	3	6	4	1	1	2	3	2		1	5	2		2		2	2	2	1	1	2	2	2	2	1	4	1	1	1	0	2		2									1	2	2		1	5	1	4	1	1	1	4	2		1	3	132.598840486552
3064850	235	1	2	6	3	1	1	3	2	2		2		2		2		1	2	2	2	2	2	1	1	1	1	5	2	2	2	0	2		2									1	2	1	1	1	5	2		1	1	2		1	1	2		241.832377676971
3064854	235	1	3	6	3	2	1	2	0	2		2		2		1	4	1	2	2	2	2	2	2	1	2	2						2		2		2	1	2	2	2	2	1	1	3	2		1	4	1	2	1	1	2		2		1	1	425.937372984096
3064858	235	1	3	6	3	1	1	3	2	2		2		1	4	1	4	1	2	2	1	1	2	2	2	2	1	2	3	3	3	0	2		2									1	3	1	3	1	3	1	3	1	1	1	2	1	1	2		249.423242994809
3064862	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	1	2	2	2	2	2		2		2		1	3	1	2	2		2		1	1	398.435374693602
3064862	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2	2	2	0	2		1	3								1	3	1	1	2		1	2	1	1	2		2		1	1	398.435374693602
3064864	235	1	2	6	3	1	1	3	3	1	3	2		2		2		2	2	1	1	2	2	1	2	1	2						1	1	1	4								1	4	2		2		1	2	1	1	2		1	1	1	2	272.031933767569
3064868	235	1	3	6	3	1	1	3	1	1	1	2		2		2		1	2	2	1	2	2	2	1	2	1	1	3	3	3	0	1	6	1	4								1	3	1	1	1	4	1	1	1	1	1	2	1	3	1	1	286.859550506748
3064869	235	1	2	6	3	1	1	3	1	1	1	1	3	1	5	1	5	1	1	2	1	1	2	1	1	1	1	5	4	0	4	0	1	1	1	3								1	2	1	1	1	2	1	1	1	1	1	3	1	2	1	3	236.854747042477
3064871	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	3	3	3	0	2		2									1	3	1	1	1	4	2		1	1	2		2		1	3	145.809120513403
3064876	235	1	3	6	3	1	1	3	4	1	2	2		1	2	1	5	1	1	2	1	1	2	2	2	1	1	1	7	7	7	0	1	3	1	3								1	3	1	2	1	2	1	2	1	1	1	1	1	1	1	2	106.484343246024
3064880	235	1	3	6	3	1	1	3	1	2		1	3	2		2		2	2	2	1	1	2	2	2	1	1	2	3	3	3	0	2		2									1	3	1	1	1	2	1	2	1	1	2		1	2	2		106.484343246024
3064884	235	1	3	6	3	1	1	3	2	2		2		1	5	2		2	2	2	2	1	2	2	1	2	1	2	2	0	2	0	2		2									1	3	1	2	1	5	1	4	1	1	2		2		1	2	106.484343246024
3064885	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	1	2	2						1	2	1	2								1	3	1	2	1	5	1	1	1	1	2		1	1	1	1	132.598840486552
3064898	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	1	3	2		1	2	1	1	1	2	1	2	2		3049.16338697198
3064930	235	1	3	6	3	2	1	1	1	2		2		2		2		2	2	2	1	1	1	2	1	1	1	2	2	1	2	0	2		2									1	2	1	1	1	2	1	3	1	1	2		2		2		2730.19337404885
3064932	235	1	4	6	3	1	1	3	5	2		2		2		1	5	2	2	2	1	2	2	2	2	2	1	2	50	4	50	0	2		1	4								2		1	2	1	2	1	2	1	1	2		2		1	3	2300.14023270759
3064939	235	1	3	6	3	1	1	3	1	1	2	2		2		2		2	2	2	2	2	2	2	2	2	1	3	4	0	4	0	1	3	2									1	3	1	3	1	4	1	2	1	2	1	3	2		2		3707.88522965856
3064940	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	1	1	1	4	1	2	1	1	2		2		2		2548.37880784153
3064955	235	1	3	6	3	2	1	2	1	2		2		2		2		2	2	2	1	1	1	2	2	1	1	3	6	0	6	0	1	4	1	1								1	3	1	1	1	2	1	2	1	1	1	3	2		1	2	2307.18435894745
3064959	235	1	2	6	3	2	2	2	2	2		2		2		2		2	2	2	1	2	2	2	2	2	1	2	1	0	1	0	2		2									1	4	2		2		2		1	1	2		2		2		1782.69118995996
3064960	235	1	2	6	3	2	1	2	3	2		1	3	2		2		2	2	2	1	1	2	1	2	1	1	2	20	3	20	0	2		2									1	3	2		2		1	2	1	2	2		1	2	2		1937.92995021452
3064961	235	1	4	6	3	1	1	3	3	2		2		1	1	2		2	1	1	1	2	2	1	2	2	1	3	1	1	0	1	2		2									1	2	2		1	5	1	1	1	1	1	2	1	2	2		1481.90478162893
3064964	235	1	4	6	3	1	1	4	1	1	5	2		1	2	1	3	2	1	1	2	1	2	1	1	1	1	4	4	4	4	0	1	3	1	3								2		1	2	1	2	1	1	1	1	1	2	1	2	2		1808.64805020908
3064972	235	1	3	6	4	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	4	4	4	0	2		1	1								2		1	1	1	2	1	1	1	1	1	1	2		2		1249.4870230502
3064975	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	2	2	1	3	3	3	3	0	2		2									1	3	2		2		1	3	1	1	1	3	2		1	1	3762.18680542374
3064975	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	2	1	1	3	3	3	3	0	2		2									1	3	1	2	2		1	3	1	1	1	4	2		1	1	3762.18680542374
3064975	235	2	2	6	3	1	1	3	0	2		2		2		2		2	2	2	1	2	2	2	2	2	1	1	1	1	1	0	2		2									1	4	1	1	2		1	3	1	1	1	1	2		1	1	3762.18680542374
3064975	235	2	3	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	5	1	1	2		1	2	2		1	1	3762.18680542374
3064976	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		1	2								1	3	1	2	2		1	2	1	1	2		1	2	2		1911.89889273957
3064976	235	1	6	6	3	1	1	3	1	2		2		1	5	2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	2	1	2	2		2		1	1	1	3	1	1	2		1911.89889273957
3064983	235	1	4	6	4	1	1	3	4	2		1	4	2		2		2	2	2	2	2	2	2	2	2	1	3	10	10	6	4	2		2									2		1	1	1	4	1	2	1	1	1	1	2		1	1	2458.63200510229
3064984	235	1	4	6	3	1	1	3	5	2		1	5	2		2		2	2	2	1	2	2	2	2	1	1	1	1	0	1	0	2		2									1	3	2		1	3	1	3	1	1	1	1	1	1	1	3	1951.53718264396
3064984	235	1	5	6	3	1	1	3	5	2		1	5	2		2		2	2	2	1	2	2	2	1	1	1	2	2	2	2	0	2		2									1	3	2		1	3	1	3	1	1	1	1	1	1	1	3	1951.53718264396
3064988	235	1	2	6	3	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	1	1	2						2		2		2	2	2	2	1	2	2	1	3	2		1	4	1	2	1	1	1	1	2		1	2	1734.0228362554
3064990	235	1	3	6	3	1	1	3	2	1	1	1	5	2		2		2	2	2	1	1	2	1	1	1	1	5	3	0	3	0	1	3	1	3								2		2		1	4	1	2	1	1	1	1	2		1	1	3321.87549102021
3064994	235	1	4	6	3	1	1	4	0	2		1	5	1	1	2		2	2	2	1	1	2	1	1	1	1	1	7	3	7	0	1	2	1	3								1	3	1	1	1	3	1	1	1	1	1	3	1	1	1	2	3225.42977891396
3064995	235	1	4	6	3	1	1	3	3	1	1	2		2		2		2	2	2	2	2	2	1	1	2	2						2		2		2	2	1	1	1	2	2	2		1	2	1	2	1	2	1	1	1	2	2		1	2	1565.10264634557
3065002	235	1	4	6	3	1	1	3	3	1	2	1	4	2		1	5	2	2	1	2	2	2	2	2	2	2						2		2		1	2	1	1	2	2	2	1	3			1	1	1	2	1	1	2		1	2	2		2104.74908932964
3065007	235	1	6	6	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	1	1	1	5	1	1	1	0	2		1	4								1	4	1	3	1	5	1	3	1	1	1	1	2		1	3	1712.33647337015
3065007	235	1	8	6	4	2	1	3	0	1	1	2		2		2		2	2	2	2	1	2	1	1	1	2						2		2		2	1	1	2	1	2	2	1	3	2		1	2	1	2	1	1	1	1	2		1	3	1712.33647337015
3065011	235	1	4	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	3	6	0	6	0	2		2									1	2	2		1	3	1	1	1	1	1	1	2		2		2509.7248064469
3065024	235	1	3	6	3	2	1	2	3	2		2		2		1	2	2	2	2	2	1	2	2	2	2	1	3	3	0	3	0	2		2									1	2	2		1	2	1	1	1	1	1	2	1	2	2		5119.65965445183
3065029	235	1	4	5	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		1	2	1	1	2		2		2		724.930990696179
3065030	235	1	4	5	3	1	1	3	3	1	5	2		2		2		2	2	2	2	2	2	1	1	2	1	2	2	2	2	0	2		2									1	2	1	2	1	5	1	1	1	1	1	1	2		1	1	1182.88856505003
3065034	235	1	4	5	4	1	1	3	2	2		1	4	2		2		2	2	2	2	2	2	1	2	2	1	3	12	6	12	0	1	4	2									2		1	1	1	3	1	2	1	1	1	3	1	1	2		528.841998406988
3065035	235	1	5	5	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	2		2		1	1	1	1	1	1	2		2		1108.32297250551
3065040	235	1	3	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	3	3	3	0	2		2									2		1	3	2		1	2	1	1	1	1	2		1	2	854.400967727531
3065042	235	1	2	5	3	1	1	3	2	2		2		2		1	5	2	2	2	2	1	2	1	2	1	1	5	4	4	4	0	2		1	4								1	3	2		1	2	1	4	1	1	1	4	2		1	3	764.112497083621
3065045	235	1	7	5	5	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	1	2		2		2		1566.73732234362
3065050	235	1	6	5	4	1	1	4	0	2		2		2		2		2	2	2	2	1	2	2	1	1	1	2	5	5	5	0	2		1	2								2		2		1	2	1	2	1	1	1	2	1	1	1	1	522.69034083242
3065054	235	1	3	5	3	1	1	3	2	1	2	2		2		2		2	2	2	1	2	2	2	2	2	1	1	3	3	3	0	2		1	1								2		1	1	2		1	1	1	1	2		2		1	2	1045.4383356901
3065055	235	1	4	5	3	1	1	3	1	1	3	1	3	2		1	5	2	2	2	1	2	2	1	2	2	1	2	1	1	1	0	2		2									1	3	2		1	5	1	2	1	1	1	2	2		1	2	906.702279759051
3065058	235	1	4	5	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	3	3	3	0	2		2									1	3	1	2	1	5	1	1	1	1	1	1	2		1	2	993.020914252626
3065058	235	1	5	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	4	4	4	0	2		2									1	3	1	2	1	5	1	2	1	1	1	1	2		1	1	993.020914252626
3065059	235	1	3	5	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	5	0	5	0	2		2									1	3	2		2		2		1	1	2		2		2		747.140674784049
3065061	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	1	2	2	1	1	2						1	6	2									2		1	3	2		2		1	1	1	1	2		2		1575.52593642081
3065063	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	1	1	1	0	2		2									1	1	2		2		1	2	1	1	1	1	2		1	1	898.882924096455
3065063	235	1	6	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									1	1	1	4	2		1	2	1	1	1	1	2		1	1	898.882924096455
3065065	235	1	2	6	3	1	1	3	1	2		2		2		1	5	2	1	2	2	1	2	2	2	1	1	3	3	3	3	0	1	2	1	2								2		1	1	1	5	1	1	1	1	1	1	1	1	1	2	846.595610597594
3065067	235	1	7	6	4	1	1	3	4	2		2		2		2		2	2	2	2	1	2	2	2	2	2						2		2		2	2	2	1	2	2	2	1	3	1	2	2		2		1	1	1	3	1	1	2		557.680948962489
3065069	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	6	6	6	0	2		2									1	1	1	1	2		1	1	1	1	1	1	1	1	1	1	1259.72078844601
3065071	235	1	4	6	4	1	1	3	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	3	5	5	5	0	1	4	2									2		1	2	1	5	1	4	1	1	1	4	2		2		936.742031307415
3065079	235	1	3	6	3	1	1	3	2	2		1	5	2		2		2	2	2	2	2	2	2	1	1	1	2	1	1	1	0	1	4	2									1	3	1	2	1	4	1	2	1	1	1	1	1	3	1	2	955.60462856724
3065080	235	1	5	6	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		1	2								1	2	2		2		2		1	1	2		2		2		844.396119817682
3065098	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	1	3	3	3	0	2		2									1	3	2		1	2	1	1	1	1	1	1	1	2	2		781.85143545918
3065099	235	2	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	3	2	2	2	0	2		2									2		1	2	1	5	1	1	1	1	2		1	1	1	1	795.855038550361
3065102	235	1	4	6	3	1	1	3	2	2		1	2	2		1	5	2	2	2	2	1	2	2	2	2	1	3	2	1	2	0	2		2									1	3	2		1	2	1	3	1	1	1	3	2		1	3	818.080282652653
3065106	235	2	2	5	3	1	1	3	1	2		1	2	2		1	3	2	2	2	1	2	2	2	1	1	1	4	2	2	2	0	2		2									1	3	1	1	1	4	1	2	1	1	1	2	2		2		687.961438357202
3065111	235	1	4	6	4	1	1	3	4	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									2		1	3	2		1	2	1	1	2		2		1	3	647.574609996151
3065118	235	1	2	6	3	1	1	3	1	1	1	2		2		2		2	2	1	2	1	2	2	1	1	1	4	10	6	10	0	2		1	4								1	3	2		2		1	2	1	1	1	1	2		1	1	539.055605978431
3065120	235	1	5	6	3	1	1	3	3	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	1	5	1	3								1	3	1	2	2		1	4	1	1	1	1	2		2		564.940399021715
3065122	235	1	4	6	3	1	1	3	2	2		1	2	1	2	1	5	2	2	1	1	2	2	2	1	2	1	1	4	1	4	0	2		2									1	4	1	2	1	2	1	1	1	1	1	2	1	1	1	2	818.080282652653
3065128	235	1	4	6	5	1	1	3	4	2		2		2		2		2	2	1	1	2	2	1	2	2	1	4	2	2	0	2	2		2									1	3	1	1	2		1	2	1	1	1	2	1	1	1	1	569.072183634726
3065135	235	1	5	6	3	1	1	3	4	2		2		1	3	1	5	2	2	1	1	2	2	2	2	2	1	3	2	0	2	0	2		2									2		1	2	2		1	2	1	2	2		1	2	1	2	952.387289230513
3065136	235	1	3	5	5	1	1	3	3	1	5	2		1	1	2		2	1	2	2	2	2	2	2	1	1	2	2	2	2	0	1	2	1	3								1	1	1	3	2		2		1	1	2		2		2		510.781088943133
3065137	235	1	3	6	3	1	1	3	1	2		2		1	3	1	5	2	2	2	2	1	2	2	1	2	1	2	20	0	15	5	1	2	1	2								1	4	1	2	1	5	1	1	1	1	1	2	1	2	1	2	565.985905491311
3065139	235	1	5	6	3	1	1	3	0	2		2		2		2		2	2	2	1	1	2	2	1	2	1	1	6	0	6	0	1	1	2									1	3	1	1	1	2	1	2	1	1	1	2	1	2	1	2	671.185237894742
3065144	235	1	3	1	3	1	1	3	2	1	3	1	2	2		1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	0	1	4	2									1	2	1	1	1	2	1	3	1	1	1	3	2		1	1	753.72464704364
3065145	235	1	4	6	4	1	1	3	0	2		2		2		2		2	2	1	2	1	2	2	1	1	2						2		2		2	1	2	2	2	2	2	1	1	1	2	1	3	1	1	1	1	1	1	2		1	1	610.721962309627
3065148	235	1	3	6	4	1	1	3	2	2		2		1	3	2		2	2	1	1	2	2	2	2	2	1	2	13	13	13	0	2		2									2		1	2	2		1	1	1	1	1	4	2		2		779.85150977767
3065150	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	1	1	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	2	2		1	1	1	3	2		1	3	628.346718002845
3065159	235	1	3	5	3	1	1	2	2	2		1	5	2		2		2	1	2	2	2	2	2	1	2	1	2	2	2	2	0	2		2									1	1	1	2	1	4	1	1	1	1	1	1	2		1	2	712.454942469191
3065169	235	1	5	6	5	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	6	1	0	1	0	2		2									1	3	1	3	1	4	1	3	1	2	1	2	2		2		1576.37705531888
3065175	235	1	5	6	4	1	1	3	5	2		2		2		2		2	2	2	2	1	2	2	2	1	1	3	15	5	15	0	2		2									1	1	2		1	4	1	2	1	1	1	3	2		1	2	1736.61772508669
3065177	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	1	2	1	5	1	3	1	1	2		2		2		1937.89174028655
3065177	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	3	1	5	1	3	1	1	2		2		2		1937.89174028655
3065177	235	1	5	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	1	2	2	2	2	2	1	3			1	5	2		1	2	2		2		2		1937.89174028655
3065190	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	4	2		1	2	2		2		2		1580.27501099598
3065196	235	1	4	6	3	1	1	3	4	1	5	2		1	5	2		2	2	2	1	1	2	2	1	1	2						2		1	4								1	3	2		1	2	1	3	1	1	1	3	2		1	3	1696.95993233607
3065198	235	1	4	6	4	1	1	2	3	2		2		2		2		2	2	2	2	1	2	2	1	2	1	1	4	4	4	0	2		2									1	1	1	1	1	4	1	2	1	2	1	1	2		1	3	837.538834752386
3065201	235	1	3	6	3	1	1	3	1	2		2		1	4	2		2	2	2	2	2	2	2	2	2	1	1	4	4	4	0	1	2	1	2								1	3	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1700.34779510359
3065204	235	1	3	6	3	1	1	3	4	1	4	1	3	2		2		2	2	2	1	1	2	2	2	1	1	2	2	2	2	0	2		2									1	3	1	2	1	4	1	2	1	1	1	3	2		2		1823.75652148345
3065205	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	5	2		1	2	2		2		2		1883.49244902715
3065207	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	2	2						2		1	3								1	1	2		2		1	2	1	1	1	3	2		1	2	2038.21340903483
3065214	235	1	2	6	3	1	1	2	3	2		1	5	2		2		2	2	2	1	1	2	2	2	2	1	1	2	2	2	0	2		2									1	3	1	1	2		1	2	1	1	2		2		1	2	1699.67764477771
3065223	235	1	3	6	3	1	1	3	1	1	4	1	4	2		2		2	2	2	1	1	2	2	2	1	1	2	2	2	2	0	2		2									1	3	1	2	1	4	1	2	1	1	2		2		2		2109.41207489157
3065224	235	1	2	6	3	1	1	3	1	1	3	1	3	2		2		2	2	2	1	1	2	2	1	2	1	2	3	3	3	0	2		2									1	3	1	2	1	4	1	2	1	2	1	3	2		2		1973.75087837969
3065232	235	1	3	6	4	1	1	3	3	2		1	5	1	5	2		2	2	2	1	2	2	1	2	2	1	1	13	3	13	0	2		1	4								1	2	1	1	2		1	4	1	1	1	3	1	3	1	1	940.056866837018
3065234	235	1	3	6	3	2	1	2	2	2		2		2		2		2	2	2	1	2	1	2	2	2	2						2		2		2	2	2	2	1	2	2	1	3	2		2		2		1	1	1	3	2		1	1	139.006340922735
3065235	235	1	3	6	3	2	1	1	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	1	1	1	0	2		2									1	2	1	2	2		2		1	2	2		1	1	1	2	300.721305920676
3065237	235	1	2	6	3	1	1	3	0	2		2		2		1	5	2	2	2	2	2	2	1	2	2	1	1	1	1	1	0	1	2	2									1	3	1	1	2		2		1	1	2		2		2		374.864228091809
3065242	235	1	5	6	5	1	1	3	2	1	3	1	3	1	3	1	5	2	2	2	1	1	1	1	2	1	1	1	4	4	4	0	1	3	2									1	3	1	1	1	5	1	1	1	1	1	2	1	1	2		414.075021042187
3065245	235	1	2	6	3	1	1	3	4	2		2		2		1	5	2	1	1	2	2	1	1	2	2	1	4	1	1	1	0	2		2									1	3	1	2	1	5	1	1	1	1	1	1	2		1	3	152.854974005492
