DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	P6008	P6007	P6007S1	FEX_P
366931080	234	1	4	2		1957.25435923314
366936480	234	1	2	2		681.979516591557
366903240	234	1	3	2		971.360847643729
366972240	234	1	2	2		594.914985590779
366880440	234	1	4	2		1641.70509908579
366930840	234	1	3	2		1309.12468875721
366791520	234	1	2	2		1197.06983518765
366898320	234	1	5	2		4149.05006982557
366949800	234	1	8	2		1379.4726798069
366816480	234	1	2	1	3	1544.57120126166
366900240	234	1	2	2		1634.94833214434
366825960	234	1	3	2		1284.58029536665
366799320	234	1	4	2		1456.36143068548
366547080	234	1	1			3690.66173278873
366502080	234	1	3	2		2092.2807381612
366464520	234	1	6	2		822.361710584333
366455880	234	1	5	2		1878.81599082165
366455880	234	2	3	1	1	1878.81599082165
366566400	234	1	2	2		737.272069707241
366467040	234	1	3	2		1011.70115926679
366601200	234	1	5	2		670.111488269565
366449160	234	1	3	2		470.920144786561
366561120	234	1	2	2		1415.47085598262
366414840	234	1	3	2		1629.10187583097
366404760	234	1	1			1536.63454643742
366503880	234	1	2	2		1239.1164868614
366598680	234	1	3	2		632.170701189812
366564840	234	1	3	2		725.300793446271
366506760	234	1	1			1748.91547933392
366417000	234	1	3	2		1543.22096762772
366453840	234	1	4	2		914.733540024776
366501000	234	1	5	2		3308.73448899399
366397920	234	1	4	2		1587.56533777808
366450600	234	1	3	2		983.487159607407
366576480	234	1	1			2402.46259010483
366577200	234	1	4	2		1473.70428816466
366567480	234	1	1			718.313907037612
366885840	234	1	1			936.818076054899
366955320	234	1	4	2		170.005782001591
366905040	234	1	5	2		1283.96911117255
366956400	234	1	3	2		182.405710113541
366840360	234	1	2	2		561.678469861643
366938640	234	1	3	2		609.520127574598
366924600	234	1	1			343.809842607271
366945840	234	1	2	2		1313.83311143769
366965280	234	1	3	2		169.194767228731
366890520	234	1	3	2		980.805260313916
366911880	234	1	2	2		906.005187284752
366896280	234	1	4	2		795.761024110171
366966360	234	1	4	2		200.057596114128
366866160	234	1	2	2		1053.4605121182
366924960	234	1	5	2		224.24277265423
366892800	234	1	3	2		3974.25510073943
366910800	234	1	2	2		801.433152638649
366866880	234	1	3	2		1220.79239315759
366776400	234	1	4	2		2176.24654144224
366886080	234	1	3	2		1033.36836881658
366781680	234	1	1			1621.93010124357
366946320	234	1	6	2		1309.31779161496
366776520	234	1	2	1	1	1384.7762638207
366818400	234	1	3	2		1724.70488731061
366793920	234	1	6	2		1484.74719412177
366957720	234	1	7	2		1807.52734744995
366842040	234	1	2	2		999.231613787766
366855000	234	1	6	2		2868.64262844282
366817560	234	1	1			1536.63454643742
366875760	234	1	1			640.726146015046
366780480	234	1	5	2		1753.80925084197
366944760	234	1	4	2		1437.40884950181
366850560	234	1	4	2		2050.83772879098
366849960	234	1	1			785.022143680089
366955800	234	1	3	2		127.941852932182
366850320	234	1	2	2		3009.36881595112
366885000	234	1	6	2		1553.55869819732
366952560	234	1	2	2		154.805897576834
366898440	234	1	5	2		3292.47280161654
366880320	234	1	2	2		841.622330057225
366899040	234	1	4	2		1885.01932292663
366875520	234	1	1			561.057941139584
366897960	234	1	5	2		1227.4580094202
366780840	234	1	5	2		1422.96383437238
366879840	234	1	1			1163.7276401853
366785040	234	1	3	2		1431.72767249219
366790440	234	1	2	2		1207.83926364352
366891120	234	1	4	2		1548.15931527207
366824760	234	1	1			184.681465161
366970560	234	1	2	2		145.562009485614
366777480	234	1	2	2		1175.3603633976
366894000	234	1	3	2		3718.48902076501
366920640	234	1	2	2		374.453731789645
366826680	234	1	3	2		153.550901555986
366813480	234	1	1			1703.79045925145
366816000	234	1	2	2		1736.89499770398
366942120	234	1	6	2		1274.92543790984
366818160	234	1	9	2		1872.56700470712
366593640	234	1	2	2		728.004368193301
366526920	234	1	4	2		1380.26164365599
366505200	234	1	4	2		1715.50202483517
366392520	234	1	4	2		1392.0718887293
366568920	234	1	3	2		523.611966454958
366466320	234	1	4	2		1006.44089733851
366463080	234	1	2	2		999.231613787766
366588720	234	1	6	2		841.969453553221
366429840	234	1	2	2		1104.96477528671
366406560	234	1	3	2		1577.66218415817
366809520	234	1	5	2		1346.93677538336
366923520	234	1	4	2		597.785012013606
366592080	234	1	3	2		579.070949620225
366383160	234	1	3	2		1432.00776928612
366776280	234	1	2	2		1751.42779501233
366862560	234	1	2	2		2840.0849587889
366884280	234	1	1			2276.28795870457
366896040	234	1	3	2		927.948452037086
366914160	234	1	3	2		1489.72194202509
366869520	234	1	1			1614.20945855452
366820440	234	1	5	2		1638.22465440384
366942840	234	1	1			1138.57450477831
366887040	234	1	5	2		927.948452037086
366935040	234	1	1			950.200738328416
366932040	234	1	7	2		700.930028676781
366904440	234	1	4	2		1199.33774417553
366968040	234	1	3	2		1358.44349442952
366843120	234	1	1			718.472689824471
366897600	234	1	1			898.535331863012
366819840	234	1	1			1627.25966265606
366817320	234	1	4	2		1540.38003525831
366833880	234	1	3	2		1359.46784329128
366827880	234	1	2	2		144.366861259858
366846480	234	1	2	2		2504.53949921816
366911520	234	1	3	2		1676.38250126581
366795240	234	1	1			1703.79045925145
366791640	234	1	6	2		1692.6452387327
366866640	234	1	3	2		1726.65196224701
366972840	234	1	2	2		961.622585857729
366921480	234	1	3	2		540.275673597121
366777240	234	1	3	2		1309.84834575326
366836520	234	1	4	2		2156.18721619355
366849000	234	1	6	2		709.904287870156
366836400	234	1	3	2		701.200812096098
366827400	234	1	4	2		1930.12894439243
366820080	234	1	2	2		1621.10199785705
366855120	234	1	4	2		1702.48544576637
366955560	234	1	4	2		155.042275382626
366801720	234	1	4	2		1740.40971632355
366898680	234	1	2	2		1390.86023478475
366943440	234	1	3	2		1062.87907913948
366969960	234	1	4	2		1358.44349442952
366862200	234	1	5	2		2491.69286061634
366934560	234	1	5	2		1098.64733032111
366910920	234	1	2	2		830.504755011023
366819360	234	1	4	2		1528.18700782065
366945600	234	1	2	2		1299.75100648392
366916800	234	1	6	2		1497.18152077206
366854400	234	1	1			2649.43072991478
366871440	234	1	4	2		703.093371361934
366823680	234	1	4	2		171.790967571562
366898200	234	1	4	2		695.430117392374
366959280	234	1	1			189.994789834758
366937560	234	1	4	2		707.341093117409
366863880	234	1	3	2		1099.72091400431
366883440	234	1	3	2		1877.64677287968
366806040	234	1	3	2		1410.50627134414
366948000	234	1	4	2		1421.46378285402
366841920	234	1	2	1	2	450.988883231557
366841920	234	2	1			450.988883231557
366841920	234	3	1			450.988883231557
366901920	234	1	2	2		1208.08073496043
366776640	234	1	2	2		2043.33242751438
366844560	234	1	4	2		2377.40626244118
366844560	234	2	2	2		2377.40626244118
367052520	234	1	5	2		1505.65491330926
367088040	234	1	3	2		1490.98323332757
367074720	234	1	2	2		1583.81984895719
367079640	234	1	3	2		1591.75650378143
367043520	234	1	7	2		1162.55798799972
367082160	234	1	5	2		165.747110257937
367081560	234	1	2	2		215.406117174587
367135920	234	1	6	2		750.985291404752
367158360	234	1	2	2		1191.72409898645
367156200	234	1	6	2		1296.49518545193
367134120	234	1	4	2		873.020915786749
367086120	234	1	2	2		193.865505457129
367068720	234	1	1			1752.43348286038
367120920	234	1	1			1924.17785998932
367077600	234	1	3	2		1493.19473273854
367160040	234	1	4	2		1354.92612377446
367061640	234	1	7	2		1704.90655744892
367155840	234	1	4	2		1308.00821428254
367044000	234	1	4	2		1197.19407436204
367052400	234	1	2	2		1545.31069707215
367113360	234	1	4	2		662.407066971546
367153680	234	1	5	2		1113.65854815436
367144440	234	1	3	2		753.380813702198
367121880	234	1	2	2		573.619357743468
367124640	234	1	4	2		3351.98399055283
367081440	234	1	4	2		97.4985693693735
367126680	234	1	1			3033.3109069988
367235040	234	1	2	2		1071.72169113995
367245840	234	1	4	2		378.938983956704
367250400	234	1	2	2		709.453067593875
367246320	234	1	2	2		364.72154415858
367236120	234	1	3	2		1113.63328965761
367247280	234	1	2	2		437.625443600967
367245720	234	1	5	2		485.094924091117
367236720	234	1	4	2		1028.51598038108
367246200	234	1	2	2		364.72154415858
367241760	234	1	3	2		1426.35420833478
367236960	234	1	2	2		1071.72169113995
367235880	234	1	6	2		1033.2175358428
367234680	234	1	3	2		861.96774910895
367246680	234	1	3	2		357.257199183039
367250040	234	1	5	2		764.14420721401
367167000	234	1	4	2		1358.42613464518
367167720	234	1	1			1203.23712781707
367166640	234	1	3	2		1534.7123831928
367129680	234	1	5	2		683.186738920945
367133640	234	1	4	2		1445.52686285985
367104480	234	1	4	2		876.051021205364
367151760	234	1	3	2		1082.46458550874
367072440	234	1	2	1	1	1536.63454643742
367094760	234	1	3	2		2484.76281032712
367094760	234	2	2	2		2484.76281032712
367061160	234	1	1			1536.63454643742
367121760	234	1	2	2		1532.43644681243
366969600	234	1	1			132.377333514799
366856920	234	1	3	2		2068.5849117218
366929160	234	1	2	2		1438.18232917946
366845520	234	1	1			2649.43072991478
366833160	234	1	1			160.921493518548
366858240	234	1	3	2		1878.40873923544
366933360	234	1	4	2		681.979516591557
366840960	234	1	1			991.590021960262
366850800	234	1	3	2		2474.88028312562
366835080	234	1	3	2		727.511398023951
366903360	234	1	1			999.312961853631
366934440	234	1	3	2		2864.31396968454
366869160	234	1	5	2		1162.83782826747
366969360	234	1	2	2		1867.12120952582
366936840	234	1	1			1225.62348076133
366834480	234	1	7	2		2047.56049665367
366939600	234	1	4	2		1127.92185698111
366892320	234	1	5	2		930.705981590449
366857160	234	1	4	2		2317.77338615374
366895200	234	1	1			3690.66173278873
366878040	234	1	2	2		742.916475156688
366862680	234	1	2	2		2955.12130245971
366929520	234	1	7	2		767.226956165502
366845880	234	1	4	2		1113.52882452933
366944040	234	1	3	2		1183.41215368808
366970320	234	1	4	2		1527.05701767747
366872880	234	1	5	2		975.192529286785
366880080	234	1	1			1163.7276401853
366818880	234	1	1			1497.3858987419
366955200	234	1	6	2		123.506372349565
366829440	234	1	4	2		1180.0767585818
366860280	234	1	3	2		2622.73455413147
366807840	234	1	6	2		1719.21809171747
366811800	234	1	2	2		1689.40783888767
366971280	234	1	4	2		186.637559715505
366965400	234	1	5	2		228.662990405443
366827760	234	1	1			177.182858621757
366813000	234	1	3	2		1583.81984895719
366781560	234	1	1			1575.92254592129
366889920	234	1	2	2		927.948452037086
366939240	234	1	3	2		1054.07898935608
366837960	234	1	1			670.88809805987
366809280	234	1	4	2		1757.56218296151
366938880	234	1	6	2		954.617610372598
366819000	234	1	4	2		1693.22441380379
366846360	234	1	4	2		2793.57335005769
366812040	234	1	1			1735.74364016647
366865440	234	1	4	2		1808.13691521996
366865440	234	2	2	2		1808.13691521996
366840480	234	1	2	2		999.231613787766
366953760	234	1	3	2		99.2137103750261
366963840	234	1	2	2		1019.79787525738
366820680	234	1	2	2		954.340536712546
366922080	234	1	2	2		550.885432460821
366945240	234	1	3	2		1313.83311143769
366857520	234	1	6	2		1617.62384258274
366971040	234	1	2	2		594.914985590779
366896400	234	1	2	2		573.619357743468
366808920	234	1	4	2		1528.18700782065
366790920	234	1	7	2		1316.56774940251
366957120	234	1	2	1	1	849.765779333211
366864240	234	1	4	2		1726.65196224701
366788400	234	1	1			1284.8305658737
366964680	234	1	1			923.590180217906
366791040	234	1	4	2		1252.04945518564
366969480	234	1	3	2		1188.41139850534
366957600	234	1	3	2		243.287312323981
366844920	234	1	1			785.022143680089
366793440	234	1	3	2		1527.23355341829
366789600	234	1	3	2		1821.37167794383
366926400	234	1	2	2		1281.58152525286
366803400	234	1	2	2		1583.81984895719
366913800	234	1	4	2		1545.72935826522
366824880	234	1	2	2		136.868254720615
366815040	234	1	2	2		1583.81984895719
366887160	234	1	2	2		1360.36301952933
366935640	234	1	2	2		1438.18232917946
366856560	234	1	5	2		1822.5650614941
366957240	234	1	7	2		594.914985590779
366966720	234	1	3	2		161.955627708425
366909600	234	1	5	2		1828.09182734481
366899880	234	1	6	2		1208.8327053348
366873960	234	1	3	2		867.126721131943
366961080	234	1	7	2		2379.65994236312
366789240	234	1	1			1348.87815075102
366878160	234	1	3	2		1012.89688779697
366849480	234	1	3	2		914.040964054414
366841080	234	1	1			785.022143680089
366863520	234	1	4	2		1536.70789045657
366857760	234	1	3	2		2444.69125930758
366912360	234	1	2	2		1379.38406806779
366932520	234	1	6	2		2515.49047389027
366820800	234	1	6	2		1534.21594558642
366808800	234	1	2	2		1544.57120126166
366825600	234	1	3	2		155.529602468353
366839520	234	1	1			814.477742342093
366837240	234	1	4	2		1019.04191513225
366953520	234	1	4	2		243.287312323981
366945480	234	1	3	2		1338.5527563913
366965760	234	1	1			160.059899448265
366918600	234	1	2	2		1995.03312922921
366945000	234	1	1			1282.47997315313
366908040	234	1	4	2		634.984257108449
366914280	234	1	7	2		613.946989790802
366825480	234	1	5	2		1307.02600417591
366832920	234	1	3	2		149.357730578047
366832800	234	1	4	2		173.117702220499
366907680	234	1	1			1114.70637717851
366966120	234	1	2	2		139.932314137408
366902040	234	1	1			999.312961853631
366828240	234	1	3	2		1490.98323332757
366835920	234	1	5	2		2086.36526388207
366947760	234	1	3	2		985.778732048105
366875160	234	1	6	2		698.22556153358
366867240	234	1	4	2		1632.94381795883
366840720	234	1	4	1	2	830.016136684547
367285680	234	1	6	2		1962.90480112688
367025640	234	1	2	2		146.765073624905
366982680	234	1	2	2		186.366898917886
367028880	234	1	5	2		170.005782001591
366996240	234	1	5	2		1294.86960775062
367008600	234	1	3	2		669.357533184755
367006680	234	1	1			833.920782026439
367006920	234	1	3	2		669.357533184755
367003680	234	1	3	2		1346.79658389441
367007280	234	1	5	2		877.613408651475
366999360	234	1	1			952.91174996793
366999360	234	2	4	2		952.91174996793
366981840	234	1	1			177.182858621757
366993960	234	1	8	2		1717.44782640716
366987840	234	1	1			653.186916987344
366987240	234	1	4	2		435.493506493506
366992880	234	1	3	2		656.30611993612
366981000	234	1	3	2		1655.66714757177
366980760	234	1	2	2		1514.17888408666
367013400	234	1	3	2		694.17921623678
366987120	234	1	5	2		1537.512987013
366980640	234	1	1			1152.13333072961
366997560	234	1	4	2		1190.59475339063
367018440	234	1	2	2		872.869069348461
367010400	234	1	3	2		1021.49761212259
367028760	234	1	3	2		192.253840003023
367003560	234	1	2	2		1595.31383387106
367378560	234	1	5	2		896.049443571247
367302120	234	1	4	2		1666.93706674287
367303680	234	1	4	2		1587.56533777808
367300800	234	1	6	2		1587.56533777808
367272000	234	1	2	2		1508.34707666361
367360800	234	1	4	2		1645.29936723767
367277640	234	1	7	2		1503.74457460957
367307520	234	1	3	2		1784.06674466772
367288560	234	1	5	2		1649.78460010491
367293120	234	1	4	2		1678.19045399672
367313040	234	1	4	2		1071.72169113995
367314120	234	1	5	2		810.583961681159
367285200	234	1	2	2		1544.57120126166
367279320	234	1	1			945.09082812735
367329360	234	1	9	2		1403.45979843279
367336920	234	1	3	2		1021.68465906663
367296720	234	1	2	2		1583.81984895719
367392600	234	1	1			200.849600132171
367375560	234	1	2	2		1285.66890153015
367362600	234	1	4	2		493.029720307447
367389960	234	1	6	2		212.888380666166
367387560	234	1	3	2		161.129748402873
367387560	234	2	2	2		161.129748402873
367360200	234	1	5	2		721.496601573367
367314840	234	1	4	2		1027.2453811944
367348680	234	1	6	2		838.343005922997
367271640	234	1	4	2		1468.69129290072
367342320	234	1	2	2		2068.5849117218
367292880	234	1	3	2		1567.22919038238
367292160	234	1	3	2		1631.00515147695
367356240	234	1	4	2		815.086038686071
367366200	234	1	3	2		925.813046875495
367353360	234	1	1			1069.57695912407
367276560	234	1	6	2		1042.9920036913
367363560	234	1	2	2		1617.95512032689
367280640	234	1	4	2		1180.60012987638
367369320	234	1	5	2		1306.01955995087
367298520	234	1	3	2		1629.10187583097
367330560	234	1	2	1	1	886.856100890492
367388640	234	1	3	2		184.997603398709
367393320	234	1	1			200.849600132171
367363320	234	1	1			1292.58964432519
367294800	234	1	3	2		1433.81640278112
367302840	234	1	5	2		1548.31669008255
367338360	234	1	3	2		916.814713883018
367315440	234	1	1			1028.15719097372
367297080	234	1	1			1612.56942941435
367297560	234	1	2	2		1583.81984895719
367286640	234	1	2	2		1493.19473273854
367273320	234	1	6	2		807.868787608737
367378200	234	1	5	2		823.809062713655
367383360	234	1	5	2		1252.10485428527
367327080	234	1	3	2		2195.72895948759
367360680	234	1	6	2		1338.76916352738
367306080	234	1	3	2		1501.13138756279
367334400	234	1	3	2		809.505623218475
367338240	234	1	1			811.944768699407
367345920	234	1	7	2		1060.20158728242
367328280	234	1	7	2		590.977656280953
367368960	234	1	4	2		1370.70020273657
367351440	234	1	6	2		493.743274702029
367386840	234	1	1			200.849600132171
367340760	234	1	1			659.212863629525
367394040	234	1	3	2		240.032107549377
367607640	234	1	3	2		1390.37658908224
367602960	234	1	3	2		1631.00515147695
367607280	234	1	3	2		1668.28730037681
367608840	234	1	1			1722.98081928289
367608480	234	1	2	2		1544.57120126166
367607040	234	1	4	2		1449.75491903967
367609080	234	1	1			1627.25966265606
367601640	234	1	3	2		1437.56189160201
367601640	234	2	1			1437.56189160201
367602360	234	1	4	2		1457.69157386391
367608240	234	1	1			1627.25966265606
367603680	234	1	3	2		1577.66218415817
367601400	234	1	4	2		1501.13138756279
367606200	234	1	2	2		1621.10199785705
367604160	234	1	3	2		1583.81984895719
367603320	234	1	4	2		1481.00170530088
367605720	234	1	2	2		1810.07982737964
367600920	234	1	4	2		1754.7212505921
367605120	234	1	1			1830.66712048807
367607760	234	1	6	2		1417.09269253444
367309080	234	1	2	2		1660.35064555257
367584720	234	1	2	2		1646.03911128402
367487880	234	1	2	2		1180.64637032112
367424520	234	1	6	2		795.791745489913
367478160	234	1	3	2		2504.53949921816
367452600	234	1	9	2		1461.4370626848
367437120	234	1	2	2		1759.79983217465
367433640	234	1	2	1	1	1544.57120126166
367435680	234	1	3	2		1330.99825912481
367489920	234	1	5	2		1117.85260574727
367464120	234	1	2	2		1544.57120126166
367469880	234	1	5	2		1241.65981901175
367472160	234	1	3	2		536.266150877098
367474920	234	1	2	2		916.814713883018
367440120	234	1	4	2		1693.22441380379
367461360	234	1	1			1536.63454643742
367478280	234	1	2	2		1037.32228115451
367462560	234	1	3	2		1481.00170530088
367466400	234	1	2	2		580.310883368336
367483200	234	1	3	2		2504.53949921816
367455720	234	1	2	2		1493.19473273854
367500840	234	1	5	2		1056.48855240902
367501680	234	1	3	2		1199.57462393544
367497600	234	1	8	2		837.08125543371
367697520	234	1	3	2		242.75868920366
367698600	234	1	3	2		221.966732212333
367684920	234	1	2	2		157.024490693655
367689840	234	1	5	2		163.645199117431
367681800	234	1	1			211.879029703856
367701480	234	1	3	2		220.170329014354
367692720	234	1	2	2		165.627397738392
367689240	234	1	4	2		270.830538276903
367706760	234	1	2	2		220.170329014354
367708080	234	1	4	2		143.566275800221
367696320	234	1	4	2		188.172579289886
367686480	234	1	4	2		263.749750681708
367712880	234	1	6	2		290.57127428219
367684680	234	1	2	2		195.156538424091
367704840	234	1	2	2		220.170329014354
367704960	234	1	2	2		220.170329014354
367705200	234	1	2	2		230.323467607876
367694040	234	1	4	2		202.068063828916
367714680	234	1	5	2		368.965595143515
367687800	234	1	1			184.619988126483
367696560	234	1	2	2		254.137814106215
367691160	234	1	5	2		211.082494676982
367710600	234	1	3	2		242.75868920366
367700280	234	1	3	2		224.248815214595
367691880	234	1	2	2		165.627397738392
367688520	234	1	1			184.619988126483
367711680	234	1	4	2		223.022828905564
367422960	234	1	4	2		1473.70428816466
367424760	234	1	1			1145.31840632656
367486800	234	1	1			1191.04169343715
367479840	234	1	4	2		1031.89974884445
367426680	234	1	3	2		1137.08918786178
367457520	234	1	4	2		1700.96286190508
367449000	234	1	2	2		1810.07982737964
367438440	234	1	5	2		1890.73678010385
367481760	234	1	1			659.212863629525
367491240	234	1	2	2		887.383248718978
367428120	234	1	1			1049.20187239951
367433760	234	1	3	2		1631.00515147695
367461600	234	1	1			1497.3858987419
367452960	234	1	5	2		1431.40422680299
367477320	234	1	3	2		796.307146611522
367465080	234	1	2	2		1583.81984895719
367428600	234	1	2	2		1040.97265393473
367488000	234	1	4	2		862.680285343068
367474680	234	1	1			659.212863629525
367463280	234	1	5	2		1295.49510025018
367467960	234	1	2	2		758.765966732212
367438320	234	1	5	2		1718.85161827623
367448280	234	1	1			1627.25966265606
367489800	234	1	2	2		1076.02936259321
367460760	234	1	3	2		1481.00170530088
367469040	234	1	4	2		889.314037181003
367430400	234	1	6	2		1296.40538185676
367444200	234	1	6	2		1402.05873272737
367424880	234	1	2	2		774.362357890512
367473240	234	1	2	2		551.903772964982
367472520	234	1	2	2		764.082808813136
367439640	234	1	4	2		1649.78460010491
367469760	234	1	6	2		1330.23596750199
367478760	234	1	2	2		551.903772964982
367478640	234	1	5	1	1	648.367799009388
367440240	234	1	4	2		1678.19045399672
367487400	234	1	3	2		1067.37560246991
367445880	234	1	2	2		1583.81984895719
367492440	234	1	1			1167.56003824699
367464480	234	1	1			1627.25966265606
367460280	234	1	1			1627.25966265606
367445640	234	1	3	2		1616.91083185369
367449120	234	1	3	2		1864.00588740223
367423680	234	1	5	2		1335.93899367457
367451160	234	1	3	2		1540.38003525831
367467000	234	1	6	2		1112.33486598054
367486320	234	1	2	2		1021.4743104291
367466520	234	1	4	2		976.814582264613
367480080	234	1	5	2		1110.91698216236
367483440	234	1	3	2		2359.64826852155
367610040	234	1	4	2		1248.30979773041
367604040	234	1	2	2		1583.81984895719
367607520	234	1	1			1627.25966265606
367604880	234	1	5	2		1459.0944633005
367605600	234	1	3	2		1583.81984895719
367605840	234	1	5	2		1942.64095427895
367603800	234	1	7	2		1905.15345315945
367608600	234	1	3	2		1631.00515147695
367607400	234	1	4	2		1437.56189160201
367603560	234	1	3	1	1	1493.19473273854
367604280	234	1	2	2		1544.57120126166
367612200	234	1	3	2		1670.46584204983
367427640	234	1	4	2		1072.27773554979
367338840	234	1	3	2		916.814713883018
367342440	234	1	4	2		2566.96186058568
367342440	234	2	3	2		2566.96186058568
367309560	234	1	2	2		1674.44496517583
367008960	234	1	5	2		899.738784995522
367014120	234	1	4	2		860.842777846933
366992280	234	1	4	2		2193.86797181398
367029840	234	1	5	2		192.253840003023
366981720	234	1	3	2		131.7696308259
367039080	234	1	4	2		174.647098510279
367019520	234	1	4	2		195.483815564219
366981120	234	1	2	2		1335.56841494077
367005840	234	1	3	2		913.723991035018
367035840	234	1	6	2		196.670412081296
367004640	234	1	4	2		922.859659773643
366988440	234	1	1			561.057941139584
367017960	234	1	1			880.573205807898
366980880	234	1	6	2		1182.10922825099
367036680	234	1	2	2		159.477755965242
366985080	234	1	3	2		1668.9205984958
366985920	234	1	1			1005.32865628666
367001280	234	1	2	2		1015.76286306818
367034760	234	1	3	2		169.194767228731
367004160	234	1	2	2		1762.01885957232
367001160	234	1	4	2		1940.23135933576
367032600	234	1	3	2		185.635685674737
367035960	234	1	12	2		147.99480795367
366986880	234	1	6	2		1024.3167564425
366983040	234	1	3	2		155.529602468353
366995280	234	1	2	2		625.766572083783
367363080	234	1	1			836.681182752029
367379760	234	1	4	2		1338.56986968835
367359120	234	1	2	2		714.519315957414
367333560	234	1	2	2		2340.6201901842
367280520	234	1	7	2		839.323686752108
367329120	234	1	2	2		1001.40151613482
367311960	234	1	4	2		182.301742516627
367287120	234	1	4	2		1693.22441380379
367315920	234	1	3	2		1164.10526730609
367308840	234	1	6	2		1567.09613871051
367280760	234	1	1			1621.93010124357
367294440	234	1	4	2		1740.40971632355
367286280	234	1	4	2		1740.40971632355
367284120	234	1	3	2		1957.20618177234
367368000	234	1	3	2		1298.18624167873
367317480	234	1	4	2		1120.89955654722
367377000	234	1	4	2		1333.70423947306
367329720	234	1	3	2		627.937619453755
367313160	234	1	2	2		1071.72169113995
367313880	234	1	4	2		1105.42008437365
367350000	234	1	3	2		811.668823025845
367364040	234	1	4	2		814.120589613627
367306800	234	1	8	2		1886.65075288755
367314480	234	1	4	2		803.282566176514
367355640	234	1	5	2		803.76896717921
367358640	234	1	4	2		808.618184485641
367271760	234	1	5	2		1459.63764199961
367367400	234	1	1			1307.58133425791
367385400	234	1	4	2		179.133673521155
367284240	234	1	5	2		1583.81984895719
367296120	234	1	5	2		1725.37575651649
367279080	234	1	2	2		936.82222688167
367369080	234	1	2	2		934.345589577034
367289160	234	1	2	2		1583.81984895719
367387200	234	1	3	1	1	205.052242195078
367387200	234	2	1			205.052242195078
367387200	234	3	1			205.052242195078
367379880	234	1	6	2		1826.88084201931
367316760	234	1	4	2		969.830797448649
367392240	234	1	4	2		256.732369373817
367359480	234	1	4	2		2021.69484135058
367330200	234	1	8	2		720.476027463002
367311000	234	1	4	2		1457.69157386391
367297440	234	1	6	2		1744.15520514444
367365600	234	1	2	2		696.730829763039
367351200	234	1	2	2		632.945090482979
367366920	234	1	1			1198.61622306975
367346640	234	1	3	2		1117.70453995784
367352400	234	1	1			958.855301122502
367309680	234	1	4	2		1583.81984895719
367307640	234	1	2	2		1621.10199785705
367350960	234	1	4	2		564.482948502717
367382040	234	1	4	2		1277.14962875562
367299960	234	1	1			1497.3858987419
367358160	234	1	3	2		671.57320529667
367343160	234	1	4	2		1166.59322754862
367282560	234	1	1			1536.63454643742
367345200	234	1	2	2		818.20060156398
367277520	234	1	2	2		874.644764873664
367337160	234	1	3	2		1912.56342764661
367298280	234	1	4	2		1457.69157386391
367393200	234	1	3	2		246.74430251791
367278480	234	1	1			1255.41773003342
367281000	234	1	2	2		1142.53098461829
367366560	234	1	1			756.009014363167
367377840	234	1	2	2		723.641605279001
367304160	234	1	2	2		1621.10199785705
367283400	234	1	3	2		2177.75229231613
367364520	234	1	3	2		1365.73786380213
367355520	234	1	3	2		819.935575986942
367346880	234	1	5	2		967.070754771967
367369200	234	1	2	2		714.595722833886
367274760	234	1	6	2		1105.16946569931
367336440	234	1	4	2		546.481240654914
367354440	234	1	3	2		1248.76506408375
367358880	234	1	3	2		822.649683618835
367383240	234	1	3	2		714.696797681568
367338960	234	1	3	2		643.57524154164
367388040	234	1	6	2		212.888380666166
367351680	234	1	4	2		636.661055723017
367327200	234	1	6	2		2056.70604778953
367293600	234	1	5	2		1810.78284811992
366674880	234	1	4	2		1784.89839432229
366686640	234	1	3	2		1693.22441380379
366695160	234	1	3	2		1935.20740781532
366754440	234	1	1			1255.38999695724
366705480	234	1	3	2		917.173640414058
366740880	234	1	2	2		1179.50939459505
366741000	234	1	1			1021.04126658679
366722400	234	1	3	2		2823.23256615023
366704640	234	1	4	2		853.64919879887
366744000	234	1	6	2		3456.26089261043
366729240	234	1	5	2		1162.83782826747
366710760	234	1	1			1016.27497720468
366771960	234	1	4	2		2079.30151843226
366693720	234	1	2	2		1583.81984895719
366729720	234	1	4	2		927.46127585869
366754200	234	1	4	2		1731.52358963235
366757680	234	1	3	2		626.723515516501
366755400	234	1	7	2		782.175281455157
366755040	234	1	3	2		1325.88650615658
366727200	234	1	6	2		912.772511993704
366732480	234	1	2	2		660.740387880433
366748440	234	1	3	2		2371.55471780204
366730920	234	1	2	2		1053.4605121182
366704280	234	1	2	2		1335.56841494077
366700440	234	1	4	2		1233.59217579254
366774000	234	1	4	2		1109.47845960476
366760800	234	1	2	2		452.858648263612
366687360	234	1	1			1497.3858987419
366687960	234	1	1			1597.21162532469
366682440	234	1	2	2		1689.40783888767
366756360	234	1	3	2		772.564171451682
366756360	234	2	7	2		772.564171451682
366681240	234	1	2	2		1583.81984895719
366735240	234	1	1			1859.49057295982
366726240	234	1	8	2		2232.53979299807
366726240	234	2	1			2232.53979299807
366739800	234	1	1			1948.4077292793
366719040	234	1	8	2		613.076769468976
366765480	234	1	7	2		2864.31396968454
366765360	234	1	1			1712.6982683525
366692400	234	1	3	2		1707.53594807234
366670080	234	1	2	2		1499.30314174987
366741840	234	1	3	2		1225.11346858427
366731040	234	1	3	2		760.129394819303
