DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6020	P5785	P5465	P5501	P6070	P6160	P6170	P260	P261	FEX_P
366737280	235	1	5	1	11								2062.53975496304
366737280	235	1	6	1	8								2062.53975496304
366683520	235	1	1	2	67	6	1	3	1	2	6	5	2058.90561077011
366754080	235	1	1	1	34	6	1	3	1	2	3	5	1884.16026781371
366754080	235	1	2	2	31	6	2	3	1	2	5	2	1884.16026781371
366754080	235	1	3	1	2								1884.16026781371
366764160	235	1	1	1	54	1	1	6	1	2	5	2	626.723515516501
366764160	235	1	2	2	24	7	3	6	1	1	6	5	626.723515516501
366709200	235	1	1	1	26	7	1	6	1	2	7	1	1016.27497720468
366684360	235	1	1	1	45	6	1	1	1	1	4	4	1394.12207790313
366684360	235	1	2	2	47	6	2	3	1	1	4	4	1394.12207790313
366684360	235	1	3	2	17	6	3	6	1	1	5	2	1394.12207790313
366684360	235	1	4	2	12	6	3	6	1	1	4	1	1394.12207790313
366684360	235	1	5	1	9								1394.12207790313
366772440	235	1	1	2	58	6	1	4	2	2	1	1	1349.44593296806
366772440	235	1	2	2	23	6	3	4	1	2	5	2	1349.44593296806
366772440	235	1	3	2	3								1349.44593296806
366772440	235	1	4	1	2								1349.44593296806
366742320	235	1	1	2	51	6	1	2	2	2	1	1	1761.22012717274
366742320	235	1	2	1	51	6	2	2	1	2	3	2	1761.22012717274
366742320	235	1	3	2	27	6	5	2	1	2	5	2	1761.22012717274
366742320	235	1	4	1	25	6	3	2	1	2	5	2	1761.22012717274
366747720	235	1	1	1	75	6	1	3	1	2	3	2	1170.98300386007
366747720	235	1	2	2	67	6	2	3	1	2	3	2	1170.98300386007
366747720	235	1	3	1	38	7	3	6	1	2	5	2	1170.98300386007
366747720	235	1	4	2	43	7	3	4	1	2	5	2	1170.98300386007
366749160	235	1	1	2	50	6	1	3	1	1	6	1	2181.5963042595
366749160	235	1	2	1	16	6	3	6	1	1	5	1	2181.5963042595
366719760	235	1	1	2	29	6	1	6	1	1	6	3	2368.00030164327
366736920	235	1	1	1	59	6	1	3	1	2	7	3	983.615078117643
366736920	235	1	2	2	51	6	2	3	1	2	7	5	983.615078117643
366696720	235	1	1	2	47	6	1	4	1	2	5	2	1536.63454643742
366694800	235	1	1	1	50	7	1	2	1	1	3	4	1496.94022155943
366694800	235	1	2	2	50	7	2	2	1	1	3	5	1496.94022155943
366694800	235	1	3	2	22	7	3	6	1	1	6	3	1496.94022155943
366694800	235	1	4	2	16	7	3	6	1	1	5	2	1496.94022155943
366728040	235	1	1	1	56	1	1	3	1	2	3	5	1646.4804649835
366728040	235	1	2	2	53	7	2	3	1	2	3	5	1646.4804649835
366728040	235	1	3	1	26	7	3	6	1	2	5	2	1646.4804649835
366719400	235	1	1	1	20	6	1	6	1	2	6	3	2649.43072991478
366768240	235	1	1	2	43	99	1	4	1	2	4	1	2658.4236082996
366768240	235	1	2	1	15	99	3	6	1	1	4	3	2658.4236082996
366768240	235	1	3	1	17	6	5	6	1	1	4	2	2658.4236082996
366768240	235	1	4	1	33	6	5	4	1	2	3	4	2658.4236082996
366747240	235	1	1	2	25	5	1	6	1	2	5	2	1041.74344742076
366747240	235	1	2	2	3								1041.74344742076
366747240	235	1	3	2	58	7	5	5	2	2	1	1	1041.74344742076
366770160	235	1	1	1	49	6	1	1	1	2	5	2	648.396002024292
366770160	235	1	2	2	43	1	2	1	1	2	5	2	648.396002024292
366770160	235	1	3	2	16	6	3	6	1	1	5	1	648.396002024292
366770160	235	1	4	2	13	6	3	6	1	1	4	3	648.396002024292
366715560	235	1	1	2	44	5	1	4	1	2	4	1	1732.14466185891
366715560	235	1	2	2	25	6	3	6	1	2	5	2	1732.14466185891
366715560	235	1	3	2	4								1732.14466185891
366715560	235	1	4	2	0								1732.14466185891
366741480	235	1	1	2	24	6	1	1	1	2	6	1	1532.43644681243
366741480	235	1	2	1	23	7	2	1	1	2	5	2	1532.43644681243
366702480	235	1	1	1	55	6	1	3	1	1	7	1	954.340536712546
366702480	235	1	2	2	49	6	2	3	1	2	5	2	954.340536712546
366728640	235	1	1	1	87	7	1	3	2	2	1	1	1053.4605121182
366728640	235	1	2	2	79	6	2	3	1	2	3	3	1053.4605121182
366771240	235	1	1	2	83	6	1	5	2	2	1	1	707.341093117409
366771240	235	1	2	2	59	6	3	4	1	2	4	4	707.341093117409
366771240	235	1	3	2	4								707.341093117409
366670200	235	1	1	2	76	6	1	5	1	2	3	2	1355.3883651147
366670200	235	1	2	2	53	6	3	6	2	2	1	1	1355.3883651147
366670200	235	1	3	2	45	6	3	3	1	2	3	3	1355.3883651147
366670200	235	1	4	1	53	6	9	3	1	2	3	3	1355.3883651147
366697320	235	1	1	2	48	6	1	4	1	2	4	2	1583.81984895719
366697320	235	1	2	1	14	6	3	6	1	1	4	1	1583.81984895719
366751560	235	1	1	1	68	7	1	2	1	2	5	2	1200.98371292806
366751560	235	1	2	2	56	5	2	2	1	2	4	1	1200.98371292806
366751560	235	1	3	1	24	6	3	6	1	2	5	2	1200.98371292806
366751560	235	1	4	1	17	7	4	6	1	1	4	4	1200.98371292806
366751560	235	1	5	2	16	7	4	6	1	2	5	1	1200.98371292806
366710160	235	1	1	2	34	6	1	4	1	1	7	6	517.924249768916
366710160	235	1	2	2	83	6	5	5	1	2	6	4	517.924249768916
366710160	235	1	3	2	59	6	9	4	1	2	7	6	517.924249768916
366744840	235	1	1	1	71	6	1	2	1	2	3	5	4611.56571168633
366744840	235	1	2	2	58	6	2	2	1	2	4	1	4611.56571168633
366692520	235	1	1	1	49	7	1	6	1	2	6	3	1634.75064029784
366692520	235	1	2	2	44	7	5	6	1	2	6	4	1634.75064029784
366692520	235	1	3	1	21	7	5	6	1	1	5	2	1634.75064029784
366692520	235	1	4	2	19	7	5	6	1	1	5	1	1634.75064029784
366692520	235	1	5	1	17	7	5	6	1	1	5	1	1634.75064029784
366763320	235	1	1	1	47	6	1	2	1	2	5	2	536.211177242959
366763320	235	1	2	2	48	1	2	2	1	1	7	2	536.211177242959
366763320	235	1	3	2	15	6	3	6	1	1	4	4	536.211177242959
366730080	235	1	1	1	48	6	1	4	1	2	5	1	1614.20945855452
366709680	235	1	1	2	59	7	1	5	1	2	3	5	2340.6201901842
366709680	235	1	2	1	24	6	3	6	1	2	5	2	2340.6201901842
366670920	235	1	1	1	57	7	1	3	1	2	3	4	1422.68373757845
366670920	235	1	2	2	54	7	2	3	1	2	3	4	1422.68373757845
366670920	235	1	3	2	26	7	3	6	1	2	6	5	1422.68373757845
366733080	235	1	1	2	29	6	1	5	1	2	5	2	656.150366525308
366733080	235	1	2	2	6								656.150366525308
366733080	235	1	3	2	2								656.150366525308
366697680	235	1	1	1	48	7	1	2	1	2	3	2	1216.60370469035
366697680	235	1	2	2	35	6	2	2	1	2	5	2	1216.60370469035
366697680	235	1	3	1	27	6	9	2	1	1	5	2	1216.60370469035
366697680	235	1	4	2	22	7	9	2	1	2	6	4	1216.60370469035
366685320	235	1	1	2	47	7	1	4	1	2	5	2	1699.75197445268
366685320	235	1	2	2	26	7	3	4	1	2	5	2	1699.75197445268
366685320	235	1	3	2	7								1699.75197445268
366685320	235	1	4	1	5								1699.75197445268
366711960	235	1	1	1	66	6	1	3	1	2	6	6	1894.36446183037
366711960	235	1	2	2	59	6	2	3	1	2	5	2	1894.36446183037
366711960	235	1	3	2	21	6	3	6	1	1	6	5	1894.36446183037
366750840	235	1	1	1	29	7	1	3	1	2	5	2	1634.94833214434
366750840	235	1	2	2	27	6	2	3	1	1	6	2	1634.94833214434
366750840	235	1	3	2	1								1634.94833214434
366762720	235	1	1	1	22	6	1	6	1	1	6	4	536.211177242959
366762720	235	1	2	2	19	6	5	6	1	1	6	2	536.211177242959
366762720	235	1	3	2	17	6	5	6	1	1	6	1	536.211177242959
366709440	235	1	1	2	30	6	1	4	1	1	6	0	896.067776550258
366709440	235	1	2	2	6								896.067776550258
366710640	235	1	1	1	51	6	1	2	1	2	6	2	970.368270545144
366710640	235	1	2	2	41	7	2	2	1	2	5	2	970.368270545144
366710640	235	1	3	2	24	7	3	6	1	2	5	2	970.368270545144
366710640	235	1	4	2	16	7	3	6	1	1	4	1	970.368270545144
366710640	235	1	5	2	48	7	5	4	1	2	5	2	970.368270545144
366710640	235	1	6	2	10								970.368270545144
366710640	235	1	7	2	9								970.368270545144
366683280	235	1	1	2	61	6	1	6	1	1	3	5	1624.84286495479
366683280	235	1	2	2	82	6	5	6	1	2	99	99	1624.84286495479
366730440	235	1	1	2	59	7	1	3	1	2	6	3	737.531109443733
366730440	235	1	2	1	60	7	2	3	1	2	4	1	737.531109443733
366730440	235	1	3	2	81	7	5	5	1	2	3	2	737.531109443733
366768600	235	1	1	1	43	6	1	3	1	1	6	6	2597.21719461837
366768600	235	1	2	2	40	6	2	3	1	2	5	2	2597.21719461837
366768600	235	1	3	2	14	6	3	6	1	1	4	4	2597.21719461837
366768600	235	1	4	2	11								2597.21719461837
366755280	235	1	1	2	34	7	1	6	1	2	3	5	756.23023237687
366755280	235	1	2	1	18	7	3	6	1	2	5	2	756.23023237687
366755280	235	1	3	1	32	7	5	6	1	2	3	5	756.23023237687
366718800	235	1	1	2	84	6	1	5	1	2	3	3	606.26388313833
366718800	235	1	2	2	56	99	3	6	1	2	3	5	606.26388313833
366718800	235	1	3	1	45	6	3	6	2	2	1	1	606.26388313833
366726840	235	1	1	1	36	6	1	2	1	2	3	5	1107.94845092057
366726840	235	1	2	2	39	6	2	2	1	2	4	3	1107.94845092057
366726840	235	1	3	2	15	6	3	6	1	1	4	4	1107.94845092057
366726840	235	1	4	1	11								1107.94845092057
366726840	235	1	5	1	8								1107.94845092057
366734040	235	1	1	1	75	7	1	2	1	2	3	5	1165.06651673214
366734040	235	1	2	2	58	7	2	2	1	2	4	3	1165.06651673214
366734040	235	1	3	1	33	7	3	6	1	2	5	2	1165.06651673214
366756840	235	1	1	1	40	6	1	2	1	2	5	2	1769.87252483531
366756840	235	1	2	2	38	6	2	2	1	2	6	3	1769.87252483531
366756840	235	1	3	2	10								1769.87252483531
366756840	235	1	4	1	5								1769.87252483531
366757920	235	1	1	2	50	6	1	4	1	2	3	5	548.733466527924
366757920	235	2	1	2	27	6	1	6	1	2	4	3	548.733466527924
366757920	235	1	2	2	25	6	3	6	1	1	5	1	548.733466527924
366757920	235	2	2	1	9								548.733466527924
366757920	235	1	3	1	4								548.733466527924
366757920	235	2	3	1	21	6	5	6	1	2	3	5	548.733466527924
366737040	235	1	1	1	34	6	1	4	1	1	5	1	1757.02959880071
366737040	235	1	2	2	12	6	3	6	1	1	4	1	1757.02959880071
366737040	235	1	3	1	11								1757.02959880071
366694320	235	1	1	1	50	6	1	5	1	1	7	6	1759.79983217465
366694320	235	1	2	2	25	6	3	6	1	2	6	1	1759.79983217465
366685680	235	1	1	1	28	7	1	2	1	2	4	4	1689.40783888767
366685680	235	1	2	2	20	7	2	2	1	2	4	1	1689.40783888767
366685680	235	1	3	1	2								1689.40783888767
366761040	235	1	1	2	86	7	1	4	1	2	4	4	543.370986537154
366686760	235	1	1	1	42	6	1	2	1	2	5	2	1689.40783888767
366686760	235	1	2	2	37	7	2	2	1	2	5	2	1689.40783888767
366686760	235	1	3	2	3								1689.40783888767
366768000	235	1	1	1	43	6	1	3	1	2	6	1	836.671482834568
366768000	235	1	2	2	32	6	2	3	1	2	6	3	836.671482834568
366768000	235	1	3	2	3								836.671482834568
366723840	235	1	1	2	76	5	1	3	1	2	3	3	2030.74464968584
366723840	235	2	1	1	48	5	1	3	1	2	4	1	2030.74464968584
366723840	235	3	1	1	42	6	1	3	1	2	5	1	2030.74464968584
366723840	235	1	2	1	79	5	2	3	1	2	3	5	2030.74464968584
366723840	235	2	2	2	49	6	2	3	1	2	4	3	2030.74464968584
366723840	235	3	2	2	33	5	2	3	1	1	6	0	2030.74464968584
366723840	235	1	3	2	20	6	4	6	1	2	5	3	2030.74464968584
366723840	235	3	3	1	9								2030.74464968584
366723840	235	1	4	2	18	6	4	6	1	2	5	3	2030.74464968584
366723840	235	3	4	1	0								2030.74464968584
366723840	235	1	5	1	19	6	4	6	1	2	5	3	2030.74464968584
366723840	235	1	6	1	16	6	4	6	1	1	5	2	2030.74464968584
366796200	235	1	4	1	31	7	3	4	1	1	6	2	1658.61951319377
366935280	235	1	1	1	64	6	1	3	1	2	3	3	681.979516591557
366935280	235	1	2	2	65	6	2	3	1	2	3	5	681.979516591557
366935280	235	1	3	2	25	6	6	4	1	2	5	1	681.979516591557
366885360	235	1	1	2	55	7	1	5	1	2	7	4	1313.4799987125
366876120	235	1	1	1	57	6	1	2	1	2	4	2	510.491548503277
366876120	235	1	2	2	43	7	2	2	1	2	3	3	510.491548503277
366876120	235	1	3	1	8								510.491548503277
366960240	235	1	1	2	56	1	1	2	1	1	3	5	113.886603730811
366960240	235	1	2	1	30	1	3	6	1	2	5	1	113.886603730811
366960240	235	1	3	2	18	1	3	6	1	1	4	4	113.886603730811
366954960	235	1	1	2	33	6	1	2	1	2	6	3	139.932314137408
366954960	235	1	2	1	38	6	2	2	1	2	5	2	139.932314137408
366850920	235	1	1	2	41	6	1	4	1	2	3	5	2504.53949921816
366850920	235	1	2	1	16	7	3	6	1	1	4	2	2504.53949921816
366949680	235	1	1	2	44	6	1	4	1	2	6	2	1302.93993486093
366949680	235	1	2	1	19	6	3	6	1	1	6	1	1302.93993486093
366949680	235	1	3	1	16	1	3	6	1	1	4	3	1302.93993486093
366825840	235	1	1	2	45	7	1	3	1	2	6	1	927.251845488949
366825840	235	1	2	1	59	6	2	3	1	2	6	5	927.251845488949
366825840	235	1	3	2	21	6	3	6	1	2	6	2	927.251845488949
366825840	235	1	4	1	19	7	3	6	1	1	6	1	927.251845488949
366966960	235	1	1	2	47	7	1	3	2	2	1	1	1697.08911360165
366966960	235	1	2	1	54	6	2	3	1	2	3	2	1697.08911360165
366966960	235	1	3	1	14	6	3	6	1	1	3	5	1697.08911360165
366813600	235	1	1	1	64	7	1	3	1	2	5	2	1643.62693530589
366813600	235	1	2	2	62	7	2	3	1	2	5	1	1643.62693530589
366813600	235	1	3	2	40	6	3	6	1	1	7	0	1643.62693530589
366813600	235	1	4	2	7								1643.62693530589
366813600	235	1	5	2	36	7	3	6	1	2	7	1	1643.62693530589
366813600	235	1	6	1	1								1643.62693530589
366937080	235	1	1	1	51	6	1	3	1	2	6	2	1512.4056251758
366937080	235	1	2	2	49	6	2	3	1	2	6	5	1512.4056251758
366937080	235	1	3	1	24	6	3	6	1	2	6	5	1512.4056251758
366937080	235	1	4	2	29	7	6	4	1	2	4	3	1512.4056251758
366948240	235	1	1	2	71	6	1	5	1	1	3	5	1355.82378972208
366948240	235	1	2	1	35	6	3	6	1	2	3	5	1355.82378972208
366948240	235	1	3	2	51	6	3	4	1	2	4	4	1355.82378972208
366948240	235	1	4	1	23	5	4	6	1	2	6	3	1355.82378972208
366844800	235	1	1	2	78	6	1	5	1	2	3	2	826.85991065318
366844800	235	1	2	2	50	7	3	5	1	2	3	2	826.85991065318
366844800	235	1	3	1	27	6	4	6	1	2	5	2	826.85991065318
366844800	235	1	4	2	9								826.85991065318
366882240	235	1	1	1	65	6	1	2	1	2	4	2	1623.51724317892
366882240	235	1	2	2	43	6	2	2	1	2	5	2	1623.51724317892
366882240	235	1	3	1	13	6	3	6	1	1	4	0	1623.51724317892
366839280	235	1	1	2	51	7	1	4	2	2	1	1	999.231613787766
366839280	235	1	2	1	21	7	3	6	1	2	4	4	999.231613787766
366838680	235	1	1	1	34	6	1	3	1	2	6	3	1048.27589949653
366838680	235	1	2	2	39	6	2	3	1	2	6	3	1048.27589949653
366838680	235	1	3	2	8								1048.27589949653
366913560	235	1	1	1	30	6	1	2	1	2	3	3	1884.16026781371
366913560	235	1	2	2	24	6	2	2	1	2	4	2	1884.16026781371
366913560	235	1	3	2	4								1884.16026781371
366913560	235	1	4	2	0								1884.16026781371
366832440	235	1	1	1	44	6	1	2	1	2	5	2	179.289574110805
366832440	235	1	2	2	44	6	2	2	1	2	5	2	179.289574110805
366832440	235	1	3	1	17	6	3	6	1	2	5	2	179.289574110805
366832440	235	1	4	1	4								179.289574110805
366845400	235	1	1	2	55	6	1	5	1	2	3	5	815.726537149123
366845400	235	1	2	2	18	6	3	6	1	2	5	2	815.726537149123
366845400	235	1	3	1	16	7	3	6	1	2	4	3	815.726537149123
366858360	235	1	1	1	55	6	1	3	1	2	3	5	2084.33968708362
366858360	235	1	2	2	48	7	2	3	1	2	3	3	2084.33968708362
366950520	235	1	1	2	32	7	1	2	1	2	4	3	233.439182434499
366950520	235	1	2	1	10								233.439182434499
366950520	235	1	3	1	4								233.439182434499
366950520	235	1	4	2	1								233.439182434499
366825120	235	1	1	1	66	6	1	2	1	2	5	2	978.239965063061
366825120	235	1	2	2	53	7	2	2	1	2	4	3	978.239965063061
366825120	235	1	3	1	39	7	3	6	1	2	6	2	978.239965063061
366865200	235	1	1	1	45	6	1	3	1	2	4	4	1528.41083577693
366865200	235	1	2	2	36	7	2	3	1	1	6	2	1528.41083577693
366865200	235	1	3	1	16	6	3	6	1	1	5	1	1528.41083577693
366865200	235	1	4	1	6								1528.41083577693
366954240	235	1	1	1	50	6	1	3	1	2	6	2	139.932314137408
366954240	235	1	2	2	41	7	2	3	1	2	7	1	139.932314137408
366954240	235	1	3	1	0								139.932314137408
366804360	235	1	1	2	55	7	1	5	1	2	3	5	1853.485441514
366804360	235	1	2	1	22	7	3	6	1	1	6	0	1853.485441514
366873720	235	1	1	1	57	6	1	2	1	2	4	2	488.339215147944
366873720	235	1	2	2	50	6	2	2	1	2	5	2	488.339215147944
366873720	235	1	3	2	8								488.339215147944
366912240	235	1	1	1	49	6	1	4	1	2	3	3	2240.04624282323
366826200	235	1	1	1	53	6	1	3	1	2	4	4	155.529602468353
366826200	235	1	2	2	31	6	2	3	1	2	5	2	155.529602468353
366826200	235	1	3	2	13	6	3	6	1	1	4	2	155.529602468353
366943800	235	1	1	1	35	99	1	3	1	2	6	2	1183.41215368808
366943800	235	1	2	2	35	99	2	3	1	2	6	2	1183.41215368808
366943800	235	1	3	2	4								1183.41215368808
366943800	235	1	4	2	0								1183.41215368808
366943560	235	1	1	1	43	6	1	2	1	2	3	5	1322.63387158574
366943560	235	1	2	2	42	6	2	2	1	2	3	5	1322.63387158574
366943560	235	1	3	2	23	6	3	6	1	2	5	2	1322.63387158574
366943560	235	1	4	1	19	6	3	6	1	2	4	4	1322.63387158574
366943560	235	1	5	1	12	6	3	6	1	1	4	0	1322.63387158574
366943560	235	1	6	1	3								1322.63387158574
366949320	235	1	1	2	43	6	1	2	1	2	5	2	1306.12886323795
366949320	235	1	2	1	43	6	2	2	1	2	5	2	1306.12886323795
366949320	235	1	3	1	19	6	3	6	1	2	5	2	1306.12886323795
366949320	235	1	4	1	13	6	3	6	1	1	3	5	1306.12886323795
366949320	235	1	5	1	3								1306.12886323795
366789840	235	1	1	2	39	6	1	3	1	2	6	3	1790.0698175965
366789840	235	1	2	1	45	6	2	3	1	2	6	4	1790.0698175965
366789840	235	1	3	1	15	6	3	6	1	1	4	3	1790.0698175965
366789840	235	1	4	1	15	6	3	6	1	1	4	3	1790.0698175965
366941880	235	1	1	1	28	6	1	6	1	2	5	2	1248.21326697878
366945720	235	1	1	1	42	5	1	4	1	2	4	4	1282.47997315313
366853080	235	1	1	2	45	6	1	6	1	2	6	5	2185.8464322861
366861720	235	1	1	1	48	99	1	3	1	1	5	2	2652.33728571486
366861720	235	1	2	2	49	6	2	3	1	1	5	2	2652.33728571486
366861720	235	1	3	1	20	6	3	6	1	1	5	2	2652.33728571486
366861720	235	1	4	1	15	99	3	6	1	1	4	3	2652.33728571486
366801000	235	1	1	2	20	6	1	6	1	2	5	2	1493.19473273854
366801000	235	1	2	2	18	1	5	6	1	2	5	2	1493.19473273854
366810120	235	1	1	2	71	7	1	4	1	2	3	1	1638.9418063012
366810120	235	1	2	1	43	7	3	4	1	2	3	3	1638.9418063012
366810120	235	1	3	1	35	7	3	6	1	2	3	5	1638.9418063012
366810120	235	1	4	1	12	7	4	6	1	1	3	5	1638.9418063012
366831720	235	1	1	2	35	6	1	4	1	2	6	5	217.697662625608
366831720	235	1	2	1	8								217.697662625608
366796680	235	1	1	1	48	99	1	3	1	2	6	5	1587.56533777808
366796680	235	1	2	2	49	99	2	3	1	2	6	5	1587.56533777808
366796680	235	1	3	1	21	99	3	6	1	1	6	4	1587.56533777808
366796680	235	1	4	2	18	99	3	6	1	1	6	2	1587.56533777808
366935520	235	1	1	2	66	7	1	6	1	2	5	2	681.979516591557
366935520	235	1	2	2	90	7	5	5	1	2	3	5	681.979516591557
366802560	235	1	1	1	30	7	1	3	1	1	6	5	2177.75229231613
366688080	235	1	1	1	52	6	1	4	1	2	4	4	1338.48923676659
366688080	235	1	2	2	22	6	3	6	1	2	5	2	1338.48923676659
366688080	235	1	3	1	16	6	3	6	1	1	4	1	1338.48923676659
366688080	235	1	4	2	13	6	3	6	1	1	4	1	1338.48923676659
366688080	235	1	5	2	26	6	3	4	1	2	5	2	1338.48923676659
366688080	235	1	6	1	7								1338.48923676659
366688080	235	1	7	1	6								1338.48923676659
366688080	235	1	8	2	4								1338.48923676659
366727080	235	1	1	1	39	7	1	2	2	2	1	1	2085.24755095315
366727080	235	1	2	2	40	7	2	2	1	2	3	5	2085.24755095315
366727080	235	1	3	1	16	7	3	6	1	1	5	1	2085.24755095315
366727080	235	1	4	2	8								2085.24755095315
366673440	235	1	1	1	73	5	1	5	1	2	3	4	1612.88616632983
366673440	235	1	2	1	48	5	3	4	1	2	3	5	1612.88616632983
366717960	235	1	1	1	75	99	1	3	1	2	3	4	668.405753186344
366717960	235	1	2	2	65	99	2	3	1	2	3	5	668.405753186344
366717960	235	1	3	1	48	99	3	6	1	2	4	2	668.405753186344
366713520	235	1	1	2	52	1	1	4	2	2	1	1	721.538039606313
366713520	235	1	2	2	66	5	5	4	1	2	3	2	721.538039606313
366713520	235	1	3	1	35	6	5	6	1	2	5	2	721.538039606313
366713520	235	1	4	2	82	1	5	5	1	2	3	3	721.538039606313
366708960	235	1	1	2	27	7	1	6	1	2	5	1	850.847676212378
366708960	235	1	2	2	12	7	3	6	1	1	4	0	850.847676212378
366708960	235	1	3	2	49	7	5	4	1	2	3	5	850.847676212378
366693480	235	1	1	2	30	6	1	4	1	2	6	1	1529.40416296653
366693480	235	1	2	1	8								1529.40416296653
366751680	235	1	1	1	47	6	1	3	1	1	7	1	1039.76389851801
366751680	235	1	2	2	51	6	2	3	1	2	6	5	1039.76389851801
366751680	235	1	3	2	15	6	3	6	1	1	6	0	1039.76389851801
366751680	235	1	4	1	62	6	5	6	1	2	5	2	1039.76389851801
366751680	235	1	5	2	18	6	9	6	1	2	5	2	1039.76389851801
366671160	235	1	1	1	37	6	1	6	1	2	6	5	1499.58323854381
366671160	235	1	2	1	63	6	5	3	1	2	3	3	1499.58323854381
366671160	235	1	3	2	61	6	5	3	2	2	1	1	1499.58323854381
366693360	235	1	1	2	22	6	1	6	1	1	6	1	2053.1427575155
366693360	235	1	2	2	27	6	5	6	1	2	6	5	2053.1427575155
366676560	235	1	1	2	45	6	1	4	1	2	3	5	1947.86668740101
366676560	235	1	2	2	28	7	3	6	1	2	5	2	1947.86668740101
366676560	235	1	3	1	10								1947.86668740101
366676560	235	1	4	1	6								1947.86668740101
366676560	235	1	5	1	23	6	3	4	1	2	4	3	1947.86668740101
366771600	235	1	1	1	56	6	1	2	1	2	4	3	1083.34234009363
366771600	235	1	2	2	56	6	2	2	1	2	7	1	1083.34234009363
366771600	235	1	3	2	64	6	5	5	1	2	5	2	1083.34234009363
366739680	235	1	1	2	54	6	1	6	1	2	7	2	1391.51760533459
366739680	235	1	2	2	25	7	3	6	1	2	6	3	1391.51760533459
366739680	235	1	3	2	5								1391.51760533459
366691920	235	1	1	2	25	6	1	3	1	2	6	5	1536.63454643742
366691920	235	1	2	1	0								1536.63454643742
366698640	235	1	1	1	71	6	1	3	1	2	3	1	1225.6429976407
366698640	235	1	2	2	73	6	2	3	2	2	1	1	1225.6429976407
366698640	235	1	3	1	31	6	3	6	1	2	3	5	1225.6429976407
366727440	235	1	1	2	91	7	1	5	1	2	3	2	723.438788757569
366727440	235	1	2	2	63	7	3	4	1	2	4	4	723.438788757569
366727440	235	1	3	2	60	99	3	5	1	2	3	5	723.438788757569
366727440	235	1	4	2	53	7	3	4	1	2	4	1	723.438788757569
366698760	235	1	1	1	38	6	1	3	1	2	5	1	1133.65478344987
366698760	235	2	1	1	59	6	1	4	1	2	5	1	1133.65478344987
366698760	235	1	2	2	41	6	2	3	1	2	5	1	1133.65478344987
366698760	235	1	3	2	5								1133.65478344987
366707400	235	1	1	2	66	6	1	5	1	2	4	2	764.381941874421
366707400	235	1	2	1	34	5	3	4	1	2	6	2	764.381941874421
366773880	235	1	1	2	44	6	1	3	1	2	5	2	1523.63279383408
366773880	235	1	2	1	48	6	2	3	1	2	6	1	1523.63279383408
366773880	235	1	3	2	17	6	3	6	1	1	5	2	1523.63279383408
366773880	235	1	4	2	7								1523.63279383408
366773880	235	1	5	1	6								1523.63279383408
366762480	235	1	1	2	80	7	1	6	1	2	6	6	543.370986537154
366741120	235	1	1	2	54	6	1	5	1	2	4	4	1028.3981241696
366741120	235	1	2	2	13	7	3	6	1	1	4	4	1028.3981241696
366690840	235	1	1	1	62	6	1	6	1	2	4	4	1616.91083185369
366690840	235	1	2	2	41	6	3	6	1	2	5	4	1616.91083185369
366690840	235	1	3	2	18	6	4	6	1	1	4	4	1616.91083185369
366688440	235	1	1	1	54	6	1	4	1	2	4	1	1735.74364016647
366743280	235	1	1	1	63	6	1	3	1	2	1	1	4692.47082351548
366743280	235	1	2	2	53	6	2	3	1	2	3	5	4692.47082351548
366721200	235	1	1	1	62	6	1	5	1	2	6	6	3055.04707535395
366721200	235	1	2	2	27	7	3	3	1	1	7	1	3055.04707535395
366721200	235	1	3	1	38	7	5	3	1	2	6	5	3055.04707535395
366721200	235	1	4	1	3								3055.04707535395
366730200	235	1	1	1	32	6	1	1	1	2	6	5	1559.32008120762
366730200	235	1	2	2	22	7	2	1	1	1	6	4	1559.32008120762
366691680	235	1	1	1	65	6	1	3	1	2	4	4	1624.84748667794
366691680	235	1	2	2	58	6	2	3	1	2	3	3	1624.84748667794
366691680	235	1	3	2	19	6	3	6	1	1	6	4	1624.84748667794
366691680	235	1	4	1	17	6	3	6	1	1	4	4	1624.84748667794
366702840	235	1	1	1	57	6	1	3	1	2	4	2	1364.6127378614
366702840	235	1	2	2	43	6	2	3	1	1	4	4	1364.6127378614
366702840	235	1	3	2	11								1364.6127378614
366702840	235	1	4	1	9								1364.6127378614
366736080	235	1	1	1	58	6	1	2	1	2	4	1	989.50526417867
366736080	235	1	2	2	44	6	2	2	1	2	3	2	989.50526417867
366736080	235	1	3	2	11								989.50526417867
366762600	235	1	1	1	33	6	1	6	1	2	4	3	626.723515516501
366762600	235	1	2	2	30	6	5	6	1	2	6	4	626.723515516501
366765600	235	1	1	1	59	5	1	3	1	2	3	2	1373.16326949415
366765600	235	1	2	2	33	6	2	3	1	2	4	2	1373.16326949415
366765600	235	1	3	1	15	6	3	6	1	1	4	1	1373.16326949415
366765600	235	1	4	1	12	6	3	6	1	1	3	5	1373.16326949415
366678120	235	1	1	1	84	7	1	3	1	2	4	1	1729.17546438085
366678120	235	1	2	2	79	7	2	3	1	1	4	3	1729.17546438085
366703680	235	1	1	2	51	7	1	4	1	2	5	2	1209.69274744203
366703680	235	1	2	2	23	6	3	6	1	1	6	4	1209.69274744203
366703680	235	1	3	2	21	7	3	6	1	1	6	3	1209.69274744203
