Directorio	Nro_encuesta	Hogarnmero	Personanmero	P5485	P5485s1	P5486	P5486s1	P5487	P5487s1	P5488	P5488s1	P5489	P5489s1	P5490	P5490s1	P5491	P5492s1	P5492s2	P5492s3	P5492s4	P5492s5	P5492s6	P5492s7	P5492s8	P5492s9	P5493	P5494	P5495s1	P5495s2	P5495s3	P5495s4	P5495s5	P5495s6	P5495s7	P5495s8	P5495s9	P5496	P5497	P5497s1a1	P5497s1a2	P5497s1a3	P5497s1a4	P5497s1a5	P5497s1a6	P5497s1a7	P5498	P5498s1	P5499s1	P5499s2	P5499s3	P263	P264	P265	P267	P266	P255s1	P255s2	P255s3	P255s4	P255s5	P268	P256s1	P256s2	P256s3	P256s4	P256s5	P257s1	P257s2	P257s3	P257s4	P257s5	P257s6	Fex_c
304074500	209	1	3	1	3	2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	1	1	1	2	1	3	2		5						2	2	1	2	2	2	2	2	1	1	2	1	1586.13692534004
304074600	209	1	3	2		2		2		2		2		2		2											2											2								1	6	2	1	2	1	3	1	1		1	1	2	2	2													1586.13692534004
304074800	209	1	4	2		2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	2	1	2	2	2	1	4	2	1	2	1	3	1	2		1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	2	2	1784.11768837413
304075400	209	1	4	1	1	2		1	2	1	4	1	4	1	5	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	1	3	2	1	2	2		1	2		1	1	2	2	2	2	1	2	1	1	2	1	2	1	1	1	1	1603.75933236892
304075400	209	1	7	1	2	1	2	1	2	2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1	2	1	2	2	1	2	1	5	1	2		2	1	2	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1603.75933236892
304075500	209	1	5	1	3	2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	99																				1860.62615773106
304075500	209	1	6	1	3	2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	99																				1860.62615773106
304075500	209	1	7	2		2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	2		2																		1860.62615773106
304075500	209	1	8	2		2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	99																				1860.62615773106
304075900	209	1	3	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	99																				1730.33119128004
304076000	209	1	3	1	2	2		2		1	4	1	4	1	4	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	1	1	2	1	1	1	2	2	2	1	1	1	1	3	2	1	2	2		99								2	1	2	1	1	2	1	1	1	1	1	1	1714.82184397272
304076000	209	1	4	1	1	2		2		1	4	2		1	4	2											1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	5	1	2		1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1714.82184397272
304076100	209	1	4	2		2		2		2		2		2		2											2											1	2	1	2	2	2	1	2	1	5	2	1	2	1	3	2		2						1	1	1	2	2	2	1	2	1	2	2	1	1689.76224478504
304076400	209	1	2	1	2	1	5	1	5	1	5	2		2		2											1	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	1	3	1	1	1	1	3	1	2		1	1	2	2	2	3	1	1	2	2	2	1	2	1	2	2	2	1792.49423501918
304076400	209	1	3	1	4	2		2		1	5	2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	3	1	1	2	1	3	2		3						3	2	1	2	2	2	1	1	2	2	2	1	1792.49423501918
304076900	209	1	3	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	2		2						3	2	2	2	1	2	1	2	2	1	2	1	1777.7878720321
304077900	209	1	2	2		2		2		2		2		2		2											1	2	1	2	2	1	2	1	2	2	2	2								1	4	1	1	2	1	3	2		2																		1195.24198921523
304077900	209	1	3	2		2		2		2		2		2		2											2											2								1	4	1	2	2	1	3	1	1		1	1	2	2	2													1195.24198921523
304078100	209	1	3	1	5	2		2		2		2		2		1	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	1	2	2	2		1	2		1	1	1	2	2	1	1	1	2	2	2	1	2	1	1	1	2	1197.3211757286
304078300	209	1	4	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	2											1	1	2	2	2	2	2	2	2					1	3	1	3		1	1	2	2	2	3	2	2	2	1	2	1	2	1	1	1	1	1174.70377127257
304078300	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	3	1	3		1	1	2	2	2	2	2	2	2	1	2	1	2	1	2	1	1	1174.70377127257
304078500	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	99																				1220.30071169389
304078800	209	1	6	1	3	1	4	1	4	1	5	1	4	2		2											2											1	1	1	2	2	2	1	1	1	3	1	1	2	1	3	1	2		1	1	2	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1198.2228247452
304079000	209	1	2	1	5	2		2		2		2		2		2											1	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	4	1	1	2	1	3	1	4		1	2	2	2	2	4	2	1	2	2	2	2	2	2	2	2	1	1189.28649032276
304079200	209	1	3	1	3	2		2		1	4	2		2		2											2											1	2	2	2	2	1	2	2	1	4	1	1	2	1	3	1	3		1	1	2	2	2	3	1	2	2	1	2	1	1	2	2	2	1	1188.52204732686
304079900	209	1	5	1	4	2		2		2		2		1	5	1	2	2	2	1	2	2	2	1	2	2	2											2								1	4	1	1	2	1	3	1	2		1	1	2	2	2													1653.86923942616
304080400	209	1	2	2		2		2		1	5	2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	1	2		2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1571.92002364166
304080400	209	1	4	2		2		2		1	5	2		1	2	2											1	2	2	2	2	2	2	2	1	2	2	2								1	1	1	1	2	1	2	99																				1571.92002364166
304080500	209	1	4	2		2		2		2		2		2		1	2	1	1	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2								1	1	1	1	2	1	1	1	1		1	1	2	2	2													1482.44972690185
304082300	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	1	3		1	2	2	2	2													1675.54534308666
304082300	209	1	5	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	2		5						4	2	1	2	2	2	1	2	2	2	2	1	1675.54534308666
304082500	209	1	3	1	3	2		1	4	1	5	2		2		2											2											2								1	2	1	1	1	1	5	1	4		1	1	2	2	2													1557.70312194329
304082500	209	1	4	1	3	2		1	5	2		2		2		2											2											2								1	2	1	1	1	1	5	2		2																		1557.70312194329
304082500	209	1	5	1	3	2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	1	1	2	1	5	2		2																		1557.70312194329
304083300	209	1	3	1	2	1	5	1	5	1	5	2		2		1	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	3	1	3		1	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1586.13692534004
304084700	209	1	4	1	3	2		2		1	3	2		1	4	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	1	1	1	2	2		1	3		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1550.24391998117
304084800	209	1	4	2		1	4	1	4	1	4	2		1	4	1	2	2	1	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	3	2	1	2	1	3	2		2						1	1	1	2	2	2	1	1	1	1	2	1	1689.76224478504
304085100	209	1	2	1	2	2		1	2	1	2	1	2	2		2											1	2	1	2	2	2	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2	2	1	2	1	3	1	1		1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1667.19281191368
304085200	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	4	1	2	2	1	3	2		2						1	2	1	2	2	2	1	2	1	2	2	2	1689.76224478504
304085600	209	1	4	1	3	2		2		2		2		2		2											2											1	1	1	2	2	2	2	1	1	4	1	2	2	1	3	1	1		1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1689.76224478504
304086300	209	1	4	1	4	1	3	1	4	1	3	2		1	5	2											2											1	2	2	2	2	2	1	2	1	2	2	1	2	2		1	2		2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1550.24391998117
304086900	209	1	4	2		2		2		2		2		1	5	2											2											2								2					1	3	1	3		1	1	2	2	2													1689.76224478504
304087700	209	1	5	1	4	1	5	1	5	1	4	2		1	5	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	2	1	2		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1401.3938403282
304087800	209	1	7	1	5	2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	1	3	1	1		1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	2	2	1801.74009540302
304087800	209	1	8	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	1	3	1	1		1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	2	2	1801.74009540302
304088000	209	1	4	1	3	1	3	1	3	1	3	1	5	1	3	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	3		1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	1769.15720749996
304089900	209	1	4	1	5	2		2		1	5	2		1	5	2											1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	1	2	1	3	1	1	2	1	2	2		2						1	2	1	2	2	2	2	2	1	1	2	1	1550.24391998117
304090500	209	1	3	1	1	2		1	3	2		2		1	3	2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2					1	3	1	2		1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1725.65525014391
304090700	209	1	4	2		2		2		2		2		2		2											2											2								2					1	5	1	1		1	1	2	2	2													1581.18989949757
304090700	209	1	5	2		2		2		2		2		2		2											2											2								2					2		2		5																		1581.18989949757
304091300	209	1	3	1	4	2		2		1	5	2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	1	2	1	2	1	3		1	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1768.41002659687
304091300	209	1	4	2		2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	1	2	1	4	2		5						3	2	1	2	2	2	2	2	1	2	2	1	1768.41002659687
304091600	209	1	3	1	3	2		2		2		2		1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	2	1	3	1	2		1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1941.3621564119
304091700	209	1	5	2		1	5	2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2	1	2	1	4	1	1	2	1	2	1	1		1	1	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	1837.63248825129
304091800	209	1	4	1	5	2		2		2		2		2		2											1	2	1	2	1	1	2	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	2	1	3		1	1	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1735.38298846309
304092100	209	1	3	1	1	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	2	1	2	1	1		1	1	2	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1725.65525014391
304092800	209	1	2	1	1	2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	1	2		1	1	1	2	2													1527.67448710981
304093100	209	1	2	1	1	2		1	5	1	5	1	5	2		2											1	2	1	1	2	1	1	1	1	1	2	2								1	1	1	2	1	2		1	1		1	1	1	2	2													1652.97591021531
304093100	209	1	3	1	2	2		2		2		2		2		2											1	2	1	1	2	1	1	1	1	2	2	2								1	1	1	2	1	2		1	1		1	1	1	2	2													1652.97591021531
304093200	209	1	3	1	2	2		2		2		2		2		1	2	1	2	1	2	2	2	2	2	2	2											1	1	2	2	2	2	1	2	2					2		1	3		1	1	1	2	2	3	1	1	2	2	2	1	2	1	1	1	1	1586.13692534004
304093700	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	1		1	2	2	2	2													1491.78148175094
304093900	209	1	3	2		2		2		1	5	2		2		2											2											2								2					1	3	1	6		2	1	2	2	2													1364.60750575848
304093900	209	1	4	2		2		2		1	5	2		1	5	2											1	2	2	1	2	2	2	2	2	2	2	2								2					1	3	1	4		1	2	2	2	2													1364.60750575848
304094300	209	1	3	1	2	2		2		1	5	1	5	1	5	1	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2								1	3	1	1	2	1	3	1	3		1	2	2	2	2													1941.3621564119
304094400	209	1	6	1	2	2		2		2		2		1	5	2											2											1	2	2	2	2	2	2	2	2					1	3	1	4		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	1	1981.18110672531
304094400	209	1	7	2		2		2		2		2		1	5	2											2											2								2					1	3	1	3		1	1	2	2	2													1981.18110672531
304095200	209	1	4	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	1	1	1	1	1	2	1	3		1	1	2	2	2													1784.11768837413
304095700	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	1	3		1	1	2	2	2													1586.13692534004
304096200	209	1	3	2		2		2		2		2		2		2											2											2								2					99		99																				1531.3882150515
304096300	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	1	1	1	2	2					2		1	1		1	1	2	2	2	2	1	2	2	1	2	1	1	2	1	1	2	955.086294484066
304096400	209	1	5	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	1	2	2	2													1647.53576830611
304097100	209	1	2	2		2		2		2		2		2		2											2											2								1	1	2	1	2	1	3	2		1																		1012.18747722115
304097600	209	1	6	2		2		2		2		2		2		2											2											2								1	2	2	1	2	2		2		4																		1996.68016137751
304098100	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	2	2	1	2	1	2		1	1	2	2	2													1419.23150666727
304098100	209	1	5	1	1	2		2		2		2		2		2											2											2								1	2	1	1	2	1	1	1	3		1	1	1	2	2													1419.23150666727
304098200	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	1	1	2	2		2		2						2	2	1	2	2	2	1	2	2	1	2	2	1128.33503047576
304098400	209	1	3	1	1	1	1	2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	1	1	1	2		1	1	1	2	2	2	1	1	2	2	2	1	2	1	1	2	2	1880.53260812289
304098600	209	1	5	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	1	2	2	2													2626.52478221789
304098700	209	1	2	2		2		2		2		2		2		2											2											2								2					1	3	99																				2238.60665384456
304098800	209	1	5	2		2		2		2		2		2		2											2											1	2	2	1	1	2	2	1	2					2		1	3		1	2	2	2	2	4	1	2	1	1	2	1	2	2	2	1	2	4817.53009901345
304099100	209	1	3	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	4	2	1	2	1	2	1	2		1	1	2	2	2													3178.57570285246
304099100	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	5	2		5																		3178.57570285246
304099200	209	1	4	1	5	2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	1	1		1	1	2	2	2													3635.18422613013
304099300	209	1	3	1	2	2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	1	3		1	1	1	2	2													1769.6218944066
304099300	209	1	4	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	3		1	1	1	2	2													1769.6218944066
304099600	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	2		5																		3052.69471273681
304099600	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		5																		3052.69471273681
304099700	209	1	5	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	2	1	2	1	2	1	2		1	2	1	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2256.67006095153
304100700	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	2	2	1	2	1	3	1	3		1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1012.18747722115
304100900	209	1	3	2		2		2		2		2		2		2											2											2								1	2	2	1	2	2		1	2		1	1	2	2	2													1197.11483785433
304101100	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	1	2	1	2	1	3	2		2						2	2	2	2	1	2	1	2	2	1	1	2	2359.54883618033
304101100	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	2	2		1																		2359.54883618033
304101300	209	1	4	2		2		2		2		2		2		2											2											2								1	1	2	1	2	99		99																				779.19063740437
304102100	209	1	3	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	3	1	1		1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1843.37699431095
304103700	209	1	3	1	1	2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	2											1	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	1		1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1730.33119128004
304103900	209	1	3	1	2	2		2		2		2		2		2											1	2	1	1	2	1	2	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	4	1	1		1	1	2	2	2	3	2	1	2	2	2	2	2	2	2	2	1	1586.13692534004
304104300	209	1	3	1	1	2		2		2		2		2		2											2											1	2	2	1	1	1	2	2	2					1	3	1	1		1	1	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1689.76224478504
304105000	209	1	4	2		2		2		1	4	1	4	1	4	2											2											2								2					1	2	1	2		1	1	1	2	2													1480.78880304313
304105700	209	1	3	2		2		2		1	4	2		2		1	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	3	2	1	2	2		1	1		1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1644.59936357026
304105800	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	99								3	2	1	2	2	2	2	2	1	2	2	2	1109.10686087421
304106400	209	1	5	2		2		2		2		2		2		2											2											2								2					1	3	1	3		2	1	2	2	2													1198.78880923207
304106600	209	1	3	1	1	2		2		2		2		2		2											2											1	2	1	2	2	2	1	1	1	2	1	1	2	1	5	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	1	1	1	1	1126.8905183328
304107800	209	1	5	1	5	2		2		2		2		2		2											2											1	2	1	2	2	2	1	1	1	1	1	1	2	2		1	5		1	1	1	2	2	3	2	1	2	2	2	1	1	1	2	1	2	1061.49214861592
304107800	209	1	6	1	1	2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	99																				1061.49214861592
304108200	209	1	3	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2								1	2	1	2	2	1	3	1	2		1	1	2	2	2													1118.6089857194
304108300	209	1	3	1	4	2		2		1	5	1	5	2		2											1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	5	1	3		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1117.38839348761
304108500	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	1	2	2	2													1117.38839348761
304108700	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	1	3	99								2	2	2	2	1	2	1	2	2	2	2	1	1093.51750777602
304108800	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	99																				1118.6089857194
304109200	209	1	3	1	4	2		1	2	1	5	2		2		2											2											1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2		1	1	2	2	2	2	1	2	2	1	2	2	2	1	1	2	1	1118.6089857194
304110100	209	1	3	1	3	2		1	3	1	5	2		2		1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	3	1	2		1	1	2	2	2	3	2	1	2	1	2	1	2	1	2	2	1	1118.6089857194
304110200	209	1	5	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	2	1	1	2	1	3	1	1		1	1	2	2	2													1057.29865094547
304110300	209	1	5	1	3	2		2		2		2		2		2											1	2	1	2	1	1	2	2	2	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	3	1	1		1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	1	1	1099.06531326719
304110900	209	1	4	1	5	2		2		2		1	5	2		2											2											1	1	1	2	2	1	1	1	2					1	3	1	1		1	1	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	1017.26147055289
304110900	209	1	5	2		2		2		2		2		2		2											2											1	1	1	2	1	1	1	2	2					1	5	1	1		1	1	2	2	2	3	1	1	2	2	2	1	1	1	2	2	1	1017.26147055289
304111300	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	1	2	2	2					1	3	1	1		1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1154.55813116904
304111500	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	1	3	1	3		1	1	1	2	2	3	2	2	2	1	2	2	2	2	2	2	1	1118.6089857194
304111600	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	1	1	3	1	3		1	1	1	2	2	3	2	2	2	1	2	2	2	2	2	2	1	1153.06782755633
304112000	209	1	3	1	2	2		2		2		2		2		2											1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	2		1	2		1	1	1	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1118.6089857194
304112700	209	1	5	1	5	2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	2		3						2	2	1	2	2	2	1	2	2	2	2	1	676.409110047894
304113400	209	1	3	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	2	1	5	1	1		1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	747.671616189736
304113900	209	1	3	1	3	1	5	2		1	5	2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	2	1	5	1	1		1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	946.681928997504
304113900	209	1	4	2		2		2		2		2		2		2											2											2								2					1	2	1	2		1	2	2	2	2													946.681928997504
304114100	209	1	4	2		2		2		2		2		2		2											2											2								2					2		1	2		1	2	2	2	2													1372.85929414382
304114400	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	1	2	1	2	2	1	1	1	1	2	2		1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	2	1764.81468721023
304114600	209	1	4	1	2	1	1	2		2		1	5	2		1	2	2	1	2	2	2	2	1	2	2	2											2								2					2		1	3		1	1	1	2	2													1496.30260063368
304114900	209	1	3	1	1	2		1	2	2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	5	2	1	2	1	3	1	3		1	1	1	2	2	4	2	1	2	2	2	2	2	2	2	2	1	1759.0054604233
304114900	209	1	4	1	1	1	3	2		2		1	3	2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2								1	2	1	1	2	1	3	2		1																		1759.0054604233
304115100	209	1	4	1	4	1	4	2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	1	2	2	2								2					1	2	1	3		2	1	2	2	2													2094.64407846893
304115300	209	1	6	2		2		2		2		2		2		2											1	2	1	2	2	2	2	2	2	2	2	2								2					1	2	1	3		1	2	2	2	2													2030.79457457417
304115300	209	1	7	2		2		2		2		2		2		2											2											2								2					1	2	1	3		1	1	2	2	2													2030.79457457417
304115400	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	99																				1764.81468721023
304115500	209	1	3	2		2		2		2		2		2		2											2											2								2					1	2	99																				1831.53985046665
304115500	209	1	4	2		2		2		2		2		2		2											2											2								2					1	4	2		5																		1831.53985046665
304116200	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	2	2	2	2													1568.83699067703
304116500	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	2	2	1	1	2	1	6	2	1	2	1	3	2		2						5	1	2	2	2	2	1	1	1	2	2	1	1764.81468721023
304117000	209	1	3	1	2	1	5	2		1	5	1	5	2		2											2											1	1	2	2	2	2	1	1	1	2	1	1	2	1	2	1	3		1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	1	1191.70153599015
304117500	209	1	3	1	1	2		2		2		2		2		1	2	2	2	2	2	2	1	1	2	2	2											1	1	2	2	2	2	2	2	1	3	2	1	2	1	5	1	2		1	1	2	2	2	3	1	1	2	2	2	1	2	1	1	1	2	1225.59738592583
304118200	209	1	4	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					2		2		2						2	2	1	2	2	2	2	2	2	2	2	1	1337.61865424876
304118500	209	1	4	1	1	2		2		1	5	1	5	2		2											2											1	1	1	2	2	2	1	1	1	3	2	1	2	1	3	1	2		1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1962.54776356324
304118700	209	1	4	2		2		2		2		2		1	4	2											2											1	1	2	1	2	2	1	2	2					1	5	1	4		1	2	2	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1415.4425613667
304118700	209	1	5	2		2		2		1	5	2		2		2											2											2								1	3	1	1	2	1	3	1	3		1	2	2	2	2													1415.4425613667
304118900	209	1	3	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	5	1	4		1	1	2	2	2													797.289666471171
304119300	209	1	2	1	2	2		2		2		2		2		2											2											1	2	2	1	2	2	2	2	1	2	1	1	2	1	3	2		2						1	2	1	2	2	2	1	2	2	2	2	1	871.373338565758
304119300	209	1	3	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	99																				871.373338565758
304119900	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	3	2	1	2	1	2	1	3		1	1	2	2	2	3	2	2	2	1	2	1	2	1	1	1	1	1063.74382328523
304119900	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	3		1	1	2	2	2													1063.74382328523
304120000	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1118.51882682535
