Directorio	Nro_encuesta	Hogarnmero	P5000	P5010	P5090	P201s1	P201s2	P201s3	P201s4	P201s5	P201s6	P201s7	P201s8	P201s9	P201s10	P201s11	P201s12	P201s13	P201s14	P201s15	P201s16	P201s17	P201s18	P201s19	P201s20	P201s21	P201s22	P201s23	P201s24	P201s25	P201s26	P201s27	P5220	P5220s1	P229s1	P229s2	P229s3	P229s4	P230	P231s1	P231s1a1	P231s2	P231s2a1	Fex_c
303931500	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	7	7	7	7		0		0		1933.15397526296
303931600	208	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							0		0		2368.26385378589
303931900	208	1	1	1	3	1	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	2	2	2							50	25	0		2143.41496214114
303932100	208	1	4	3	3	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1					7	1	0	0		2021.64225177021
303932200	208	1	6	3	1	1	2	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2					2	25	20	0		1880.31657534334
303932300	208	1	3	1	1	2	2	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						5	0	0		2368.26385378589
303932400	208	1	4	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1						51	20	0		1224.79478916586
303932500	208	1	4	3	3	2	2	1	2	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2						20	8	1	1	1414.24141312268
303932600	208	1	5	3	3	1	2	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	3					4	1	1	0		2325.34020618557
303932700	208	1	5	3	1	2	2	1	2	1	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	3					7	120	20	0		2101.37458666609
303932800	208	1	5	2	1	1	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	3						17	16	5	5	1414.24141312268
303932900	208	1	5	3	2	2	2	1	2	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						8	0	0		1116.51815579803
303933000	208	1	2	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						30	3	0		1414.24141312268
303933100	208	1	3	2	3	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2					7	0		0		1008.46320719469
303933200	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					5	1	1	0		900.408258591355
303933300	208	1	5	3	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	5	7	7	7	1	1	30	30	0		1214.99734481849
303933400	208	1	4	3	1	2	2	1	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	4					4	80	20	8	3	1335.08198174187
303933500	208	1	4	3	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	5						38	12	0		1587.59433809882
303933600	208	1	4	3	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						20	18	0		1496.04473432712
303933700	208	1	4	3	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	1	2	1	2						5	3	0		1453.43155654587
303933800	208	1	4	3	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	6					1	6	2	0		1434.6409575245
303933900	208	1	5	3	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	4						7	1	2	1	1289.27535275712
303934000	208	1	4	3	1	2	2	1	1	1	2	1	2	2	2	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	2	2	1	2	2	2	2	2		1	0	0		1257.71259345704
303934100	208	1	4	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	7	7	7	2	4	3	3	0		1300.10915572193
303934200	208	1	4	2	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	2						0		0		1254.6492994275
303934300	208	1	5	4	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1					7	10	10	0		1269.43685062334
303934400	208	1	3	2	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	1	2	7	4	7	7	1	10	7	0		1444.57584870802
303934500	208	1	2	1	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2						20	0	0		1505.73796453522
303934600	208	1	3	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	4	7	7	7	3	3	5	4	0		1449.70500530407
303934700	208	1	3	1	1	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	1	2	1	2						40	10	0		1505.73796453522
303934800	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					3	75	75	0		1366.38412561272
303934900	208	1	3	2	3	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					2	84	25	0		1549.96298267892
303935000	208	1	3	2	3	2	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	3					7	10	6	0		1238.69745911387
303935100	208	1	2	1	4	1	2	1	2	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2					2	23	20	0		1594.18800082263
303935200	208	1	3	1	3	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						2	0	0		1505.73796453522
303935300	208	1	3	2	3	2	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	2	2	2	7	2	0		1400.11755231593
303935400	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	1	2	2	2	50	30	0		1495.82811881076
303935500	208	1	3	1	3	2	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						30	0	0		1398.18525278271
303935600	208	1	3	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	3	3	2	4	1	3	3	0		1243.31576245381
303935700	208	1	2	2	3	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	7	2	4	1		3	0	0		1398.18525278271
303935800	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	7	7	7	3		2	2	0		1398.18525278271
303935900	208	1	4	2	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					4	15	15	0		1300.10915572193
303936000	208	1	3	2	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		1494.02076004477
303936000	208	2	2	1	3	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2							0		0		1494.02076004477
303936100	208	1	2	1	1	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		1709.48292857048
303936200	208	1	3	2	3	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	3					7	20	20	0		1715.03177111419
303936300	208	1	2	1	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		1709.48292857048
303936400	208	1	2	1	3	2	2	1	1	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	1						10	10	0		2121.52611580461
303936500	208	1	1	1	1	2	2	1	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						6	6	0		1801.15563071045
303936600	208	1	2	2	3	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	3	1	2	2	1	4	11	11	0		1350.90256706137
303936700	208	1	1	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							0		0		893.020408163265
303936800	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	7	7	3		0		0		893.020408163265
303936900	208	1	3	2	3	1	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					7	4	4	0		6608.35102040816
303937000	208	1	3	2	4	1	2	1	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	3						50	15	5	4	3059.08041919471
303937100	208	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	3	3	3	1		1	0	0		893.020408163265
303937200	208	1	3	2	3	1	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						30	29	0		1549.25709951349
303937300	208	1	4	3	1	1	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4	2	7	7	3		60	60	0		1362.00004770744
303937400	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	7	7	1		50	40	0		1805.98830263907
303937500	208	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						1	0	0		1549.25709951349
303937600	208	1	4	3	1	1	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2					2	15	0	0		1091.21708372542
303937700	208	1	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						3	3	0		1479.78294819395
303937800	208	1	4	2	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					7	5	5	0		1777.88478092617
303937900	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1						50	15	0		1736.51415131953
303938000	208	1	3	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2							1	0	0		1410.30879687441
303938100	208	1	3	1	3	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	1						15	15	5	5	1051.21806210705
303938200	208	1	3	2	3	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2					2	13	6	1	0	1013.62207626788
303938300	208	1	3	2	3	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	1	2	1	1	2	1	1	4	1		50	5	0		1042.42843368857
303938400	208	1	3	3	1	2	2	2	1	1	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	1	1	1	1	2	1	3						70	15	0		1074.76418135697
303938500	208	1	4	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1						0		0		965.075042834535
303938600	208	1	2	1	3	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1						10	7	0		1010.09268602018
303938700	208	1	3	1	1	2	2	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					2	12	3	0		1006.17295486193
303938800	208	1	3	2	1	2	2	1	2	2	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	2	2	1	2					4	50	45	0		968.576969022755
303938900	208	1	5	4	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	1	2	2	3	1	4	18	12	0		874.957364284811
303939000	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1					4	10	5	0		973.837207193536
303939100	208	1	2	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	7	1	3	200	50	0		965.047578775056
303939200	208	1	4	3	1	2	2	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	3					7	90	10	0		1177.37124206538
303939300	208	1	5	3	1	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	3	3	4	3	4		30	8	0		1097.13757705182
303939400	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	3						5	5	0		1097.13757705182
303939500	208	1	3	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2					7	60	13	0		1257.60490707894
303939600	208	1	4	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2						36	0	0		1110.49616247899
303939700	208	1	4	2	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	7	7	7	2		0		0		1110.49616247899
303939800	208	1	2	1	3	2	2	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1						24	10	14	10	1123.85474790617
303939900	208	1	3	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3						8	8	8	0	1097.13757705182
303940000	208	1	3	1	1	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1					2	28	22	0		1204.08841291973
303940100	208	1	3	2	3	1	2	1	2	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	3	2	5	4	1	4	20	6	2	2	1194.85896934791
303940200	208	1	3	2	3	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2					7	30	4	0		940.432381526201
303940300	208	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	3	7	7	7	3	1	0	0		888.584210144798
303940400	208	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						6	0	0		1277.05465044588
303940500	208	1	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						1	0	0		1503.37108201873
303940600	208	1	4	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1					4	10	3	0		900.275743337883
303940700	208	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	3						20	20	0		1530.89871010038
303940800	208	1	8	4	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2						120	70	0		1589.3611483306
303940900	208	1	4	2	3	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	4					1	40	20	0		1550.24391998117
303941000	208	1	3	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	4						50	20	0		1528.56781632067
303941100	208	1	3	2	4	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	3	7	3	3	2	7	30	30	0		1725.65525014391
303941200	208	1	6	3	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	1	1	1	2	1	1	1					2	150	100	0		1608.70635821139
303941200	208	2	1	1	3	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						10	0	0		1608.70635821139
303941300	208	1	4	1	3	2	2	1	1	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	2						20	12	0		1600.35382703841
303941400	208	1	3	2	3	1	1	1	2	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	3	1	7	7	1		20	20	20	20	1514.3509146223
303941400	208	2	1	1	3	2	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2					1	20	10	0		1514.3509146223
303941500	208	1	5	3	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	4					7	50	40	0		1550.24391998117
303941600	208	1	4	3	3	2	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						100	70	0		1753.17170885773
303941700	208	1	5	4	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	2	1	2							4	0	0		1564.46082167954
303941800	208	1	4	1	3	1	1	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2							10	0	0		1334.578870925
303941900	208	1	6	3	3	1	1	1	1	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	4						20	8	0		1622.92325990976
303942000	208	1	3	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2						40	1	0		1600.35382703841
303942100	208	1	3	2	3	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2						80	8	0		1505.99838344931
303942200	208	1	2	1	3	1	2	1	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	1	1	1	2	1	1	2	1	1						5	4	2	1	1636.24683239728
303942300	208	1	3	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1		40	8	20	5	1600.35382703841
303942400	208	1	4	3	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	2	2	1	3						20	5	0		1738.28980186615
303942500	208	1	4	3	3	2	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	2	1	3					1	30	30	0		1892.29089088943
303942600	208	1	3	2	3	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	1	2	2	1		200	50	0		1778.17091893157
303942700	208	1	3	1	1	2	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1						50	20	0		1840.77768644694
303942800	208	1	4	1	2	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2							0		0		1472.43627187015
303942900	208	1	2	1	3	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	1	2	2	1	1	2	1	2	2	1	1	25	5	0		1725.65525014391
303943000	208	1	4	3	3	1	1	1	1	2	2	1	2	1	2	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2						2	0	0		1505.99838344931
303943100	208	1	4	2	3	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1		0		1	0	1600.35382703841
303943200	208	1	1	1	4	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1						22	0	23	0	1564.46082167954
303943300	208	1	2	1	2	2	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						10	10	0		1600.35382703841
303943400	208	1	3	1	3	2	2	1	1	1	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	7	7	1		40	10	0		1600.35382703841
303943500	208	1	4	4	1	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2					7	0		0		1550.24391998117
303943600	208	1	3	1	1	1	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1						0		0		1099.36555771259
303943700	208	1	3	2	1	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	1	1	2	2	1	1	1	2	2	1		3	0	0		1122.96673204327
303943800	208	1	2	1	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2							1	0	0		1072.91853710815
303943900	208	1	3	3	3	1	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	3					3	1	1	0		1126.8905183328
303944000	208	1	2	2	3	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1					2	2	1	0		1068.5302577198
303944100	208	1	5	5	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						4	3	0		1201.76837109478
303944100	208	2	2	2	5	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	2						3	1	0		1201.76837109478
303944200	208	1	2	1	3	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						0		0		1158.9158774929
303944300	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1					7	30	30	0		1108.8371494933
303944400	208	1	3	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1						3	0	0		1072.91853710815
303944500	208	1	3	2	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						20	8	0		1219.75445081357
303944600	208	1	3	1	1	1	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2							0		0		1139.97594567741
303944700	208	1	5	3	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	4						30	30	2	2	1259.16151088621
303944800	208	1	3	2	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2						120	25	3	0	1209.67383551758
303944900	208	1	5	4	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	4						0		0		1195.88929611963
303945000	208	1	2	2	3	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	3					4	1	1	0		1197.3211757286
303945100	208	1	1	1	3	2	2	1	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1						20	15	0		1231.34811983621
303945200	208	1	4	2	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						0		0		1178.17191271765
303945300	208	1	5	1	1	2	1	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	1	1						2	0	1	0	1225.05461677447
303945400	208	1	4	3	2	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2						10	2	0		1108.86768255779
303945500	208	1	4	3	2	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	5	1	3	11	11	0		1021.34950549584
303945600	208	1	4	3	2	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	5						50	20	0		1257.26118899662
303945700	208	1	4	2	3	2	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	1	1	1	1	2	2	1	2	2	2	2	1		5	1	0		1158.9158774929
303945800	208	1	4	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					5	1	1	0		1031.12134172194
303945900	208	1	4	1	3	1	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2					1	2	0	0		844.574540468058
303946000	208	1	2	1	3	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	7	7	7	7	7	9	9	0		697.254808703317
303946000	208	2	2	1	4	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						0		0		697.254808703317
303946100	208	1	3	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2							0		0		1151.46992244166
303946100	208	2	2	1	3	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						0		0		1151.46992244166
303946200	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	3	6	0	1	1	1326.01746328259
303946300	208	1	6	4	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3	6	6	6	4	7	2	0	0		1038.98053058001
303946400	208	1	3	2	1	1	2	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						20	3	0		1218.71085981419
303946500	208	1	4	3	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	4						15	8	0		1190.04823193994
303946600	208	1	3	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	5	1	1	1	1	2	4	1	0		892.67095826912
